facturadora,facturada,total
Q1527100770,Q3164435093,43484
Q4444,Q5899441084,12146
Q3565078655,Q3281523098,70911
Q7400418425,Q6905707917,83516
Q4195375468,Q4063404034,18526
Q8620606089,Q5572688534,21851
Q1911467279,Q4725404460,32618
Q6798126526,Q7089122617,74278
Q9564636321,Q0850183150,74168
Q0199943111,Q33,73649
Q4242605006,Q7089122617,35388
Q6905707917,Q0482332301,75353
Q1088565265,Q9276934764,80668
Q7570562411,Q9388385657,14354
Q5572688534,Q8206014259,54610
Q6934466760,Q5071998992,21352
Q8654262468,Q0177372821,45474
Q4242605006,Q8654262468,49612
Q3281523098,Q0301971354,10872
Q7400418425,Q6750581222,91323
Q6454390516,Q4115702114,82164
Q8225522581,Q3618140647,1629
Q7400418425,Q0177372821,20065
Q4678003580,Q6454390516,61017
Q9855629498,Q6454390516,86634
Q3164435093,Q0851389296,22161
Q3967623915,Q272727,6037
Q6454390516,Q5184356482,64409
Q1820827878,Q1527100770,93339
Q6666,Q5633742877,78339
Q8435135992,Q0199943111,70214
Q1820827878,Q4115702114,62448
Q9016400742,Q8202147355,93331
Q3967623915,Q5997385515,24499
Q7570562411,Q9453657809,76247
Q8654262468,Q2201628128,66898
Q4444,Q3611449843,20562
Q1728417125,Q6666,70015
Q3565078655,Q1773186700,85180
Q4451605077,Q9671059268,1960
Q2156262190,Q5997385515,3889
Q9004955745,Q5132628476,11772
Q6798126526,Q4242605006,1334
Q1006027194,Q1773186700,30112
Q9276934764,Q6750581222,94278
Q7009715042,Q9336212340,38604
Q5369760002,Q0851389296,61085
Q1728417125,Q4451605077,68074
Q5986013964,Q3164435093,37843
Q6364730892,Q3618140647,91869
Q33,Q55555,18266
Q9336212340,Q8206014259,88788
Q4444,Q9004955745,54672
Q5986013964,Q5369760002,97854
Q3164435093,Q9815722414,52112
Q9671059268,Q1509499132,25837
Q9815722414,Q1033745652,1367
Q6798126526,Q8449780869,66401
Q6723378937,Q9388385657,94227
Q5369760002,Q4678003580,69526
Q1111111,Q0021942248,11691
Q9855629498,Q0978988285,42387
Q5633742877,Q1851779074,86732
Q2641727394,Q3281523098,78327
Q2274080112,Q7933062949,11391
Q4444,Q1111111,48703
Q8202147355,Q4678003580,70895
Q9954990406,Q8449780869,24319
Q8792393276,Q9564636321,96167
Q4678003580,Q8435135992,50788
Q1322352860,Q6236124536,26013
Q3536657242,Q5256483984,20950
Q7400418425,Q5633742877,67049
Q5572688534,Q5633742877,32891
Q9004955745,Q4451605077,45421
Q9388385657,Q1468063108,8233
Q3164435093,Q3281523098,58374
Q2156262190,Q6454390516,34170
Q7933062949,Q9004955745,6847
Q9855629498,Q0978988285,81908
Q1710658261,Q1322352860,28507
Q9671059268,Q3536657242,95654
Q1955927015,Q6750581222,82455
Q7933062949,Q6798126526,76233
Q1322352860,Q1521208856,31318
Q1006027194,Q1322352860,49946
Q5986013964,Q5633742877,7454
Q9671059268,Q0301971354,63120
Q0851389296,Q8792393276,70074
Q9855629498,Q6798126526,23068
Q2201628128,Q1006027194,44630
Q5473512807,Q0563962909,72040
Q1509499132,Q7976453880,69725
Q3611449843,Q1851779074,99615
Q6934466760,Q4451605077,26192
Q5256483984,Q1799660712,41552
Q8620606089,Q6750581222,64246
Q8792393276,Q6934466760,11611
Q2201628128,Q5572688534,45398
Q5986013964,Q8206014259,56539
Q9671059268,Q9004955745,55969
Q6236124536,Q9336212340,81750
Q3618140647,Q8396980208,83876
Q3040648240,Q0000001,80857
Q1773186700,Q9855629498,41209
Q2201628128,Q1710658261,65276
Q4678003580,Q8396980208,28891
Q8374347050,Q5132628476,88981
Q2641727394,Q3565078655,60854
Q272727,Q8225522581,22685
Q7570562411,Q5633742877,94557
Q8620606089,Q8792393276,72382
Q1851779074,Q7933062949,58164
Q1006027194,Q4444,52491
Q9004955745,Q8044157700,26073
Q9453657809,Q55555,83404
Q2156262190,Q4451605077,46222
Q0944953579,Q6364730892,72921
Q6364730892,Q4063404034,15887
Q1033745652,Q3565078655,42766
Q4451605077,Q5369760002,43922
Q6750581222,Q9276934764,98683
Q5899441084,Q7933062949,20017
Q0850183150,Q2903404864,85628
Q8206014259,Q1033745652,93898
Q9671059268,Q2156262190,26571
Q272727,Q0000001,91126
Q3618140647,Q6364730892,7551
Q9954990406,Q0021942248,86698
Q2535484805,Q7400418425,80855
Q7933062949,Q0000001,88100
Q3565078655,Q0978988285,56030
Q7009715042,Q2201628128,58806
Q8888,Q6364730892,96294
Q1088565265,Q8044157700,21607
Q6750581222,Q8396980208,81273
Q0000001,Q4725404460,1793
Q9564636321,Q3164435093,13095
Q5633742877,Q8396980208,94024
Q1088565265,Q5473512807,6999
Q0944953579,Q5899441084,19519
Q8620606089,Q1088565265,71767
Q8225522581,Q1006027194,10367
Q5825436105,Q5473512807,31712
Q0301971354,Q4444,2910
Q1821647255,Q1527100770,43735
Q3040648240,Q5071998992,73276
Q9815722414,Q1820827878,8156
Q2903404864,Q5184356482,97802
Q7009715042,Q0000001,374
Q6666,Q4678003580,53909
Q2280162501,Q8792393276,75274
Q6934466760,Q8044157700,24185
Q2535484805,Q9564636321,91510
Q3565078655,Q8374347050,4126
Q7135753287,Q8654262468,15407
Q5236930570,Q6364730892,71054
Q1821647255,Q8202147355,75876
Q6454390516,Q7400418425,56718
Q9855629498,Q0978988285,81547
Q9855629498,Q9954990406,96504
Q0482332301,Q5071998992,91549
Q1088565265,Q8435135992,47799
Q2641727394,Q3164435093,580
Q2641727394,Q3281523098,30435
Q5473512807,Q1509499132,39567
Q1033745652,Q3565078655,93659
Q2274080112,Q5473512807,41495
Q3565078655,Q3967623915,82722
Q0000001,Q3040648240,13328
Q1955927015,Q0978988285,14421
Q2156262190,Q55555,55027
Q4725404460,Q7933062949,4684
Q1088565265,Q4115702114,44322
Q2641727394,Q3967623915,37873
Q8654262468,Q9336212340,27777
Q5899441084,Q3164435093,29925
Q6798126526,Q2201628128,83267
Q1728417125,Q5825436105,99132
Q3618140647,Q9004955745,50288
Q4115702114,Q6236124536,66692
Q4678003580,Q5473512807,96502
Q5132628476,Q1509499132,28075
Q2641727394,Q8206014259,67680
Q9564636321,Q3536657242,59020
Q1821647255,Q1468063108,38723
Q1509499132,Q1468063108,44490
Q5236930570,Q8396980208,40629
Q5369760002,Q6750581222,39432
Q7135753287,Q7933062949,10407
Q3967623915,Q9564636321,83317
Q7239794431,Q2201628128,18891
Q3611449843,Q7976453880,11270
Q8449780869,Q0482332301,5931
Q8202147355,Q8206014259,96971
Q5997385515,Q8225522581,46271
Q5986013964,Q9388385657,79384
Q3611449843,Q5184356482,81232
Q8435135992,Q8044157700,30408
Q9954990406,Q4451605077,52201
Q3967623915,Q6666,47481
Q4678003580,Q1799660712,36892
Q3164435093,Q7089122617,81634
Q9671059268,Q2156262190,38259
Q3536657242,Q1820827878,58875
Q0482332301,Q2201628128,42743
Q0850183150,Q4242605006,31103
Q4725404460,Q1527100770,43142
Q1509499132,Q5369760002,26150
Q1911467279,Q5071998992,29405
Q1322352860,Q1088565265,26692
Q4725404460,Q1820827878,88256
Q2280162501,Q5572688534,81699
Q2903404864,Q9815722414,77728
Q0000001,Q8374347050,4261
Q2201628128,Q6236124536,68004
Q3040648240,Q8044157700,78858
Q7570562411,Q8792393276,56955
Q7135753287,Q2903404864,37807
Q3565078655,Q5633742877,29561
Q6364730892,Q8449780869,35400
Q9004955745,Q3967623915,25341
Q1521208856,Q8206014259,83557
Q1111111,Q7400418425,40048
Q9671059268,Q0021942248,99143
Q3565078655,Q3618140647,34917
Q3536657242,Q0944953579,30293
Q0944953579,Q7933062949,76658
Q4725404460,Q3618140647,65516
Q5236930570,Q2274080112,95983
Q3536657242,Q8449780869,32384
Q5132628476,Q8620606089,38184
Q9016400742,Q9671059268,2185
Q272727,Q1468063108,50642
Q1322352860,Q4451605077,32193
Q1521208856,Q6236124536,2240
Q8792393276,Q0199943111,1666
Q1111111,Q8792393276,28008
Q9004955745,Q3536657242,66792
Q7400418425,Q7570562411,10735
Q8374347050,Q8620606089,78426
Q9336212340,Q1728417125,2927
Q0563962909,Q8396980208,44632
Q2274080112,Q9388385657,82087
Q6454390516,Q9336212340,4571
Q1773186700,Q9453657809,90166
Q0301971354,Q1468063108,12305
Q9671059268,Q5997385515,84561
Q0850183150,Q0563962909,16661
Q5633742877,Q1006027194,82954
Q8202147355,Q3565078655,69963
Q8374347050,Q2274080112,97185
Q8449780869,Q0850183150,26807
Q1521208856,Q8620606089,50196
Q9336212340,Q272727,32107
Q0021942248,Q5825436105,53010
Q0851389296,Q0177372821,31858
Q9954990406,Q6236124536,12697
Q5899441084,Q1521208856,5972
Q9453657809,Q0850183150,82325
Q8396980208,Q1509499132,83497
Q7009715042,Q7239794431,87732
Q6750581222,Q3611449843,3301
Q3618140647,Q0850183150,72738
Q1527100770,Q6236124536,63299
Q7089122617,Q4725404460,1594
Q7089122617,Q3281523098,92507
Q4725404460,Q0563962909,25055
Q6905707917,Q6454390516,8736
Q7239794431,Q1088565265,34345
Q3040648240,Q7135753287,87873
Q7239794431,Q1728417125,75574
Q1911467279,Q9815722414,76979
Q6454390516,Q4242605006,83649
Q2201628128,Q3536657242,48668
Q5071998992,Q3565078655,82633
Q9453657809,Q4063404034,37735
Q3565078655,Q8449780869,10735
Q5473512807,Q3536657242,97214
Q9276934764,Q5473512807,75689
Q8792393276,Q1033745652,28929
Q1851779074,Q5825436105,94802
Q9453657809,Q3565078655,81612
Q5633742877,Q5184356482,23497
Q2903404864,Q2535484805,15161
Q5986013964,Q9336212340,32257
Q3618140647,Q0301971354,55356
Q4195375468,Q4451605077,23609
Q8206014259,Q33,69855
Q5236930570,Q1322352860,58186
Q0021942248,Q1955927015,68274
Q3565078655,Q3164435093,83081
Q7239794431,Q272727,34302
Q5071998992,Q1468063108,23265
Q3618140647,Q0850183150,61979
Q1322352860,Q6454390516,66119
Q7933062949,Q8044157700,81640
Q8654262468,Q1521208856,76124
Q0301971354,Q1851779074,43897
Q5256483984,Q3611449843,74535
Q2156262190,Q8654262468,73946
Q0978988285,Q4063404034,50105
Q0978988285,Q2535484805,34457
Q4195375468,Q6750581222,98194
Q6750581222,Q2156262190,98389
Q5825436105,Q5071998992,67626
Q5473512807,Q6934466760,31995
Q7239794431,Q1322352860,86771
Q4451605077,Q9815722414,56588
Q6454390516,Q4725404460,57618
Q1509499132,Q3040648240,12721
Q1821647255,Q0301971354,45687
Q8044157700,Q4195375468,79961
Q0000001,Q5997385515,15883
Q8206014259,Q0944953579,3772
Q9336212340,Q9564636321,91107
Q6798126526,Q0199943111,70918
Q5825436105,Q5633742877,36597
Q3618140647,Q3611449843,19442
Q9336212340,Q1033745652,77004
Q9388385657,Q0199943111,3593
Q5132628476,Q6750581222,26330
Q8654262468,Q5633742877,1864
Q4678003580,Q5997385515,13142
Q4444,Q8374347050,52661
Q5132628476,Q33,82275
Q5184356482,Q7135753287,9719
Q272727,Q1955927015,3057
Q9855629498,Q1509499132,86534
Q7009715042,Q1799660712,19008
Q3536657242,Q9336212340,72942
Q1521208856,Q5473512807,83
Q8435135992,Q1851779074,49414
Q5184356482,Q3565078655,62278
Q2201628128,Q1033745652,89974
Q9276934764,Q3040648240,78915
Q9453657809,Q9564636321,73820
Q0000001,Q0563962909,89930
Q5236930570,Q1851779074,64442
Q9276934764,Q0978988285,84733
Q33,Q1509499132,95356
Q1509499132,Q7400418425,957
Q1728417125,Q8435135992,51493
Q7009715042,Q1728417125,35109
Q1851779074,Q3536657242,33660
Q7135753287,Q0177372821,39866
Q3040648240,Q5633742877,715
Q0850183150,Q1509499132,87575
Q2156262190,Q5572688534,84141
Q7239794431,Q9388385657,66712
Q9004955745,Q8654262468,97339
Q2641727394,Q4242605006,72852
Q8044157700,Q8225522581,30746
Q9815722414,Q1821647255,24811
Q4195375468,Q2641727394,16046
Q8654262468,Q1911467279,40053
Q7976453880,Q0851389296,19252
Q1111111,Q9453657809,80299
Q0301971354,Q5572688534,80368
Q1509499132,Q6934466760,40646
Q7089122617,Q2274080112,39819
Q7976453880,Q3536657242,60379
Q2535484805,Q5473512807,33545
Q7570562411,Q6236124536,2883
Q6454390516,Q5369760002,40988
Q0944953579,Q3536657242,30986
Q2201628128,Q1821647255,45830
Q2156262190,Q7009715042,32472
Q9004955745,Q4444,38005
Q3040648240,Q7570562411,72205
Q0850183150,Q5899441084,32616
Q272727,Q6750581222,55556
Q2903404864,Q1851779074,13228
Q2641727394,Q4242605006,47071
Q6934466760,Q1710658261,49746
Q9276934764,Q8206014259,74209
Q4195375468,Q1468063108,7834
Q6905707917,Q7570562411,54224
Q7089122617,Q7570562411,95169
Q0482332301,Q1955927015,52417
Q1468063108,Q8225522581,49290
Q0199943111,Q7239794431,79508
Q5899441084,Q5986013964,76502
Q0850183150,Q9855629498,65388
Q0978988285,Q3040648240,11486
Q4444,Q0301971354,29682
Q2280162501,Q55555,77589
Q1851779074,Q1911467279,76696
Q5473512807,Q6798126526,6646
Q9453657809,Q3618140647,1880
Q7089122617,Q6236124536,77645
Q1527100770,Q0301971354,87394
Q1111111,Q1773186700,305
Q9004955745,Q6236124536,66939
Q3164435093,Q7933062949,72702
Q7976453880,Q8374347050,32132
Q4725404460,Q5071998992,51879
Q3040648240,Q1088565265,43804
Q5071998992,Q9671059268,77738
Q5899441084,Q3281523098,62575
Q6723378937,Q3967623915,88726
Q8449780869,Q4242605006,72732
Q4115702114,Q1527100770,33492
Q5473512807,Q0944953579,94718
Q8044157700,Q0851389296,33515
Q1851779074,Q9815722414,58730
Q2201628128,Q8888,18430
Q3618140647,Q1006027194,34542
Q4242605006,Q1468063108,17962
Q0000001,Q9004955745,63279
Q5633742877,Q3967623915,94532
Q0177372821,Q7570562411,42980
Q3565078655,Q2280162501,72555
Q0000001,Q8654262468,29005
Q3164435093,Q1851779074,77966
Q7239794431,Q7976453880,50527
Q9276934764,Q5825436105,3944
Q1851779074,Q9815722414,40122
Q5256483984,Q5899441084,26133
Q8620606089,Q8225522581,60778
Q7009715042,Q2156262190,38625
Q8620606089,Q3611449843,49179
Q3281523098,Q2280162501,15869
Q5369760002,Q1955927015,26492
Q7135753287,Q4444,67079
Q2274080112,Q8202147355,11604
Q4678003580,Q6666,35491
Q8435135992,Q5899441084,19858
Q4444,Q3611449843,83531
Q4678003580,Q6750581222,90736
Q5572688534,Q2535484805,26062
Q5256483984,Q4195375468,85918
Q1468063108,Q0301971354,44326
Q4725404460,Q0021942248,93208
Q1799660712,Q9453657809,31414
Q1033745652,Q0177372821,88649
Q1911467279,Q3565078655,22268
Q9004955745,Q6236124536,41089
Q0563962909,Q6454390516,13721
Q9453657809,Q4451605077,94952
Q9276934764,Q4063404034,80637
Q8792393276,Q9954990406,74143
Q4195375468,Q2156262190,87823
Q8396980208,Q1088565265,18042
Q8374347050,Q1033745652,76886
Q8654262468,Q6364730892,65280
Q0000001,Q3164435093,66172
Q9276934764,Q0301971354,78442
Q0000001,Q5899441084,89064
Q2274080112,Q272727,61135
Q8792393276,Q3565078655,85755
Q8202147355,Q9016400742,20730
Q3040648240,Q5572688534,19475
Q6750581222,Q7239794431,92715
Q272727,Q9276934764,33184
Q5572688534,Q6905707917,71204
Q8396980208,Q1710658261,12733
Q4063404034,Q6364730892,64355
Q1033745652,Q8396980208,36180
Q9004955745,Q7135753287,66419
Q1728417125,Q1322352860,83607
Q3611449843,Q0978988285,96868
Q4678003580,Q1911467279,24975
Q1111111,Q272727,93281
Q3618140647,Q3967623915,47563
Q4063404034,Q5071998992,5430
Q1799660712,Q272727,46472
Q1821647255,Q1033745652,26374
Q5071998992,Q9815722414,84148
Q0021942248,Q5825436105,20121
Q6454390516,Q8374347050,41661
Q7933062949,Q3618140647,22586
Q3281523098,Q4678003580,44819
Q0978988285,Q5986013964,56626
Q1728417125,Q8202147355,89138
Q3164435093,Q5986013964,53538
Q8202147355,Q1710658261,16559
Q8044157700,Q9855629498,55669
Q5236930570,Q9954990406,27077
Q9016400742,Q1773186700,80674
Q4195375468,Q7135753287,25308
Q5473512807,Q7976453880,8563
Q0000001,Q0944953579,56629
Q0000001,Q8654262468,83860
Q5071998992,Q5473512807,37680
Q4063404034,Q9453657809,78769
Q5236930570,Q2280162501,86797
Q5369760002,Q4444,18991
Q3536657242,Q8792393276,96179
Q5997385515,Q3618140647,20246
Q1006027194,Q5997385515,87114
Q9276934764,Q8202147355,4642
Q1820827878,Q3967623915,47173
Q8449780869,Q6364730892,28124
Q1088565265,Q9671059268,30010
Q6934466760,Q0199943111,27715
Q1728417125,Q8225522581,56021
Q1006027194,Q6454390516,34383
Q2201628128,Q6364730892,56222
Q5132628476,Q0850183150,77295
Q8435135992,Q5256483984,78925
Q7570562411,Q2641727394,67609
Q5071998992,Q1820827878,69897
Q5572688534,Q7570562411,51740
Q8620606089,Q8225522581,42295
Q1799660712,Q5572688534,86301
Q1468063108,Q4195375468,68218
Q8792393276,Q1851779074,53881
Q8792393276,Q8374347050,14204
Q6723378937,Q6934466760,30489
Q7570562411,Q2156262190,48736
Q8225522581,Q9453657809,42333
Q4115702114,Q6750581222,46721
Q6364730892,Q1821647255,49202
Q4115702114,Q8044157700,97360
Q2156262190,Q4678003580,14499
Q7570562411,Q2274080112,99730
Q8888,Q3611449843,67743
Q0851389296,Q8620606089,35420
Q5071998992,Q8374347050,56451
Q6905707917,Q3536657242,50291
Q1521208856,Q272727,4790
Q9855629498,Q0563962909,28427
Q6750581222,Q0851389296,14523
Q1821647255,Q8374347050,29772
Q0199943111,Q9276934764,85718
Q2641727394,Q0851389296,87307
Q5132628476,Q6236124536,71883
Q8792393276,Q7009715042,35816
Q5986013964,Q6723378937,12855
Q5256483984,Q2280162501,36659
Q8225522581,Q5572688534,35607
Q6750581222,Q8620606089,84863
Q8792393276,Q7135753287,17327
Q0021942248,Q3618140647,43694
Q9336212340,Q1088565265,54253
Q8792393276,Q0978988285,86830
Q6666,Q9954990406,26688
Q3565078655,Q9855629498,98531
Q1111111,Q55555,60143
Q5899441084,Q1820827878,95181
Q4444,Q4678003580,56876
Q5369760002,Q4063404034,3691
Q55555,Q3618140647,1910
Q6723378937,Q4451605077,72178
Q6666,Q0563962909,54056
Q0850183150,Q5132628476,3243
Q6934466760,Q2641727394,72724
Q0000001,Q9855629498,10096
Q6798126526,Q6905707917,53542
Q1851779074,Q0563962909,5993
Q3967623915,Q6723378937,9850
Q6454390516,Q8206014259,41866
Q6364730892,Q5071998992,65445
Q5572688534,Q9336212340,48998
Q6750581222,Q1322352860,39501
Q5184356482,Q1509499132,60515
Q3611449843,Q0177372821,64739
Q4115702114,Q6934466760,5385
Q3164435093,Q8374347050,72662
Q3618140647,Q2641727394,77399
Q8225522581,Q7089122617,14691
Q5572688534,Q9954990406,46695
Q2274080112,Q0563962909,2167
Q7400418425,Q5572688534,77128
Q1911467279,Q2280162501,55054
Q2201628128,Q5473512807,25159
Q1468063108,Q8225522581,50343
Q55555,Q4444,14264
Q1088565265,Q6454390516,562
Q5572688534,Q1820827878,64433
Q1033745652,Q3040648240,95972
Q6905707917,Q1799660712,86408
Q4195375468,Q5473512807,38470
Q5997385515,Q5236930570,63677
Q0482332301,Q8202147355,75376
Q7933062949,Q8888,72027
Q0177372821,Q6454390516,37813
Q1955927015,Q4451605077,89959
Q2641727394,Q7089122617,10242
Q1521208856,Q8654262468,16739
Q4115702114,Q5132628476,63813
Q2201628128,Q2274080112,7866
Q5256483984,Q0850183150,21146
Q1322352860,Q6236124536,83821
Q1088565265,Q1728417125,86781
Q4063404034,Q1799660712,56368
Q0021942248,Q0177372821,73085
Q8435135992,Q1468063108,62758
Q1851779074,Q8620606089,73110
Q272727,Q6236124536,30002
Q9453657809,Q55555,31463
Q8202147355,Q7933062949,66112
Q5986013964,Q1322352860,31916
Q8792393276,Q1911467279,83704
Q6454390516,Q9336212340,2610
Q2274080112,Q1799660712,35112
Q9388385657,Q0850183150,3574
Q9016400742,Q8225522581,3523
Q8449780869,Q55555,64951
Q0482332301,Q8620606089,14484
Q1527100770,Q7570562411,43699
Q3536657242,Q7933062949,79180
Q1521208856,Q1322352860,70907
Q272727,Q2641727394,2879
Q0021942248,Q6454390516,7781
Q9855629498,Q1710658261,98789
Q6666,Q4195375468,54925
Q7400418425,Q1033745652,41839
Q9336212340,Q9453657809,78495
Q7400418425,Q5572688534,37470
Q272727,Q1821647255,58708
Q33,Q5071998992,81905
Q1088565265,Q3536657242,51770
Q1911467279,Q7239794431,25616
Q8792393276,Q8396980208,5226
Q6934466760,Q0177372821,9953
Q2641727394,Q9004955745,43736
Q7135753287,Q2280162501,30196
Q6364730892,Q8374347050,60016
Q1468063108,Q5633742877,62797
Q8435135992,Q0000001,61632
Q1509499132,Q5572688534,77371
Q6905707917,Q7089122617,26253
Q1728417125,Q8620606089,71569
Q9671059268,Q8206014259,10126
Q8202147355,Q5633742877,61537
Q3565078655,Q1799660712,74521
Q8435135992,Q0199943111,69178
Q8888,Q4444,30218
Q7400418425,Q9336212340,22512
Q9954990406,Q3618140647,35239
Q5236930570,Q7400418425,35744
Q1088565265,Q0850183150,84245
Q8449780869,Q8396980208,22818
Q7239794431,Q5572688534,57266
Q5236930570,Q8374347050,81565
Q1006027194,Q6798126526,13933
Q1820827878,Q0021942248,15335
Q8396980208,Q1821647255,46877
Q4678003580,Q0482332301,79766
Q7400418425,Q33,76285
Q7009715042,Q5633742877,52452
Q7570562411,Q5473512807,61029
Q4444,Q1509499132,74054
Q1955927015,Q6364730892,65035
Q1033745652,Q9388385657,75956
Q7239794431,Q7009715042,54770
Q6798126526,Q1799660712,67161
Q9453657809,Q3040648240,7320
Q8374347050,Q4725404460,99992
Q1006027194,Q9336212340,8284
Q5071998992,Q3565078655,97345
Q8225522581,Q9388385657,67547
Q5572688534,Q1955927015,37830
Q6454390516,Q1728417125,39028
Q8396980208,Q5071998992,66599
Q1033745652,Q4242605006,90475
Q3611449843,Q5986013964,47724
Q1911467279,Q0021942248,31850
Q1773186700,Q8654262468,64131
Q0978988285,Q7009715042,73888
Q7239794431,Q8435135992,53822
Q0851389296,Q33,81267
Q1710658261,Q0000001,65507
Q1710658261,Q9954990406,33435
Q1773186700,Q2535484805,64358
Q4195375468,Q0021942248,25597
Q3536657242,Q9815722414,586
Q4115702114,Q4451605077,2573
Q6364730892,Q5633742877,46780
Q0177372821,Q7009715042,7853
Q3565078655,Q4115702114,19073
Q8225522581,Q8044157700,24461
Q7009715042,Q4678003580,91040
Q0944953579,Q6236124536,68581
Q3040648240,Q2535484805,11432
Q0563962909,Q5473512807,91960
Q1799660712,Q3565078655,75404
Q272727,Q1509499132,45048
Q33,Q8396980208,98216
Q6666,Q1468063108,99818
Q8435135992,Q9855629498,12196
Q33,Q0850183150,21629
Q2201628128,Q1955927015,7583
Q4725404460,Q0482332301,55058
Q2641727394,Q4451605077,57768
Q6905707917,Q0000001,25933
Q1821647255,Q5572688534,1033
Q1728417125,Q0199943111,36739
Q0850183150,Q2535484805,41589
Q1521208856,Q5633742877,43067
Q2274080112,Q1710658261,86925
Q1088565265,Q5132628476,60044
Q4242605006,Q0482332301,31180
Q272727,Q4115702114,63864
Q0021942248,Q5369760002,59661
Q6934466760,Q0482332301,27710
Q4451605077,Q8202147355,78716
Q1820827878,Q272727,66126
Q8449780869,Q1088565265,5831
Q2274080112,Q0850183150,36515
Q9671059268,Q0021942248,46918
Q4195375468,Q6934466760,67848
Q0301971354,Q9855629498,81440
Q1509499132,Q0199943111,65784
Q9954990406,Q2641727394,24299
Q0944953579,Q2535484805,64410
Q5256483984,Q7933062949,13575
Q8044157700,Q6364730892,56297
Q4678003580,Q9855629498,63831
Q6236124536,Q9855629498,71606
Q0563962909,Q9016400742,54392
Q9336212340,Q6666,38071
Q2903404864,Q8374347050,88690
Q1322352860,Q5572688534,39751
Q5572688534,Q0850183150,53853
Q0021942248,Q2201628128,6250
Q0944953579,Q5986013964,67536
Q3536657242,Q3967623915,19929
Q5899441084,Q0021942248,48315
Q55555,Q1710658261,99694
Q7976453880,Q8044157700,7920
Q7009715042,Q9815722414,64889
Q8374347050,Q33,11353
Q9388385657,Q8435135992,92011
Q1799660712,Q8206014259,95004
Q9453657809,Q6666,96392
Q1322352860,Q0000001,75933
Q4063404034,Q0021942248,77116
Q0482332301,Q9016400742,99756
Q1006027194,Q0944953579,16825
Q3040648240,Q9855629498,22096
Q9276934764,Q7400418425,81050
Q8620606089,Q1911467279,77125
Q1773186700,Q0851389296,61923
Q0482332301,Q3565078655,75977
Q0177372821,Q9815722414,75946
Q9336212340,Q5899441084,71164
Q7570562411,Q1728417125,66599
Q5369760002,Q8435135992,7088
Q5473512807,Q3164435093,17836
Q0021942248,Q7570562411,27091
Q1728417125,Q6364730892,3997
Q6666,Q7400418425,96128
Q6750581222,Q2280162501,44462
Q4242605006,Q0177372821,24035
Q9388385657,Q3611449843,36619
Q1710658261,Q4063404034,59084
Q3281523098,Q2641727394,88897
Q1820827878,Q0978988285,53988
Q0850183150,Q3618140647,49549
Q4444,Q6798126526,43009
Q2201628128,Q7976453880,38592
Q8654262468,Q6905707917,39602
Q2535484805,Q7570562411,49525
Q3611449843,Q1111111,10002
Q0177372821,Q0563962909,22755
Q4678003580,Q2274080112,21801
Q3618140647,Q8225522581,38588
Q8792393276,Q9954990406,72267
Q8202147355,Q9671059268,45024
Q1006027194,Q3618140647,38977
Q3967623915,Q5236930570,3707
Q5473512807,Q5986013964,21580
Q7089122617,Q2280162501,67288
Q7976453880,Q8620606089,1383
Q4451605077,Q2641727394,94018
Q7570562411,Q1033745652,42640
Q6236124536,Q5132628476,68246
Q1322352860,Q7933062949,50284
Q2156262190,Q7570562411,16498
Q0021942248,Q5899441084,22077
Q4678003580,Q1728417125,77322
Q2156262190,Q3611449843,51325
Q1033745652,Q8044157700,32469
Q2201628128,Q1911467279,87591
Q9336212340,Q6934466760,23784
Q1955927015,Q9016400742,1982
Q5369760002,Q6723378937,33684
Q5473512807,Q5633742877,11822
Q9954990406,Q1820827878,61850
Q55555,Q4451605077,48896
Q5986013964,Q9276934764,91290
Q1468063108,Q2535484805,94819
Q1773186700,Q4678003580,27730
Q8888,Q1509499132,43749
Q7933062949,Q5572688534,30909
Q7135753287,Q1820827878,57250
Q4444,Q1851779074,46118
Q1322352860,Q7239794431,10082
Q5572688534,Q6236124536,59461
Q4242605006,Q8435135992,62212
Q7135753287,Q0563962909,64427
Q7089122617,Q1088565265,31300
Q5986013964,Q2641727394,49141
Q8792393276,Q4063404034,26722
Q8396980208,Q7239794431,64066
Q5369760002,Q4063404034,5026
Q5997385515,Q7570562411,85995
Q7400418425,Q8435135992,12990
Q7400418425,Q1799660712,46388
Q5369760002,Q6750581222,27887
Q0850183150,Q2201628128,71542
Q1111111,Q6905707917,8916
Q9004955745,Q3040648240,78394
Q9671059268,Q9954990406,87003
Q8888,Q4115702114,78444
Q272727,Q4242605006,7496
Q4242605006,Q0851389296,83502
Q4725404460,Q9954990406,48240
Q1527100770,Q0850183150,58415
Q1799660712,Q8654262468,84010
Q6236124536,Q6723378937,71176
Q5256483984,Q9016400742,18465
Q8225522581,Q0177372821,67775
Q7089122617,Q7009715042,81478
Q9016400742,Q0978988285,24609
Q0978988285,Q6364730892,22903
Q8888,Q0199943111,19627
Q1033745652,Q2903404864,84417
Q3040648240,Q33,97701
Q7570562411,Q8044157700,18701
Q4242605006,Q5236930570,23339
Q3281523098,Q0851389296,21063
Q2201628128,Q9276934764,21658
Q7009715042,Q7239794431,70906
Q1509499132,Q9336212340,64588
Q1111111,Q4725404460,55428
Q8225522581,Q3040648240,32699
Q3967623915,Q3164435093,46853
Q4115702114,Q1821647255,56739
Q8044157700,Q4242605006,77269
Q3536657242,Q7135753287,291
Q2274080112,Q1322352860,45269
