Año,Editorial,Genero,Nombre,Plataforma,Región,Unidades Vendidas
2009,D3Publisher,Misc,Family Party: 30 Great Games Outdoor Fun,Wii,Otros,0.01
2010,D3Publisher,Sports,Family Party: 30 Great Games Winter Fun,Wii,Europa,0
2010,D3Publisher,Sports,Family Party: 30 Great Games Winter Fun,Wii,Japón,0
2010,D3Publisher,Sports,Family Party: 30 Great Games Winter Fun,Wii,Norteamérica,0.21
2010,D3Publisher,Sports,Family Party: 30 Great Games Winter Fun,Wii,Otros,0.01
2010,D3Publisher,Misc,Family Party: 90 Great Games Party Pack,Wii,Europa,0
2010,D3Publisher,Misc,Family Party: 90 Great Games Party Pack,Wii,Japón,0
2010,D3Publisher,Misc,Family Party: 90 Great Games Party Pack,Wii,Norteamérica,0.31
2010,D3Publisher,Misc,Family Party: 90 Great Games Party Pack,Wii,Otros,0.02
2010,D3Publisher,Sports,Family Party: Fitness Fun,Wii,Europa,0
2010,D3Publisher,Sports,Family Party: Fitness Fun,Wii,Japón,0
2010,D3Publisher,Sports,Family Party: Fitness Fun,Wii,Norteamérica,0.14
2010,D3Publisher,Sports,Family Party: Fitness Fun,Wii,Otros,0.01
2010,Namco Bandai Games,Sports,Family Trainer: Treasure Adventure,Wii,Europa,0.06
2010,Namco Bandai Games,Sports,Family Trainer: Treasure Adventure,Wii,Japón,0
2010,Namco Bandai Games,Sports,Family Trainer: Treasure Adventure,Wii,Norteamérica,0
2010,Namco Bandai Games,Sports,Family Trainer: Treasure Adventure,Wii,Otros,0.01
1990,Namco Bandai Games,Sports,Famista '91,NES,Europa,0
1990,Namco Bandai Games,Sports,Famista '91,NES,Japón,0.3
1990,Namco Bandai Games,Sports,Famista '91,NES,Norteamérica,0
1990,Namco Bandai Games,Sports,Famista '91,NES,Otros,0
1991,Namco Bandai Games,Sports,Famista '92,NES,Europa,0
1991,Namco Bandai Games,Sports,Famista '92,NES,Japón,0.28
1991,Namco Bandai Games,Sports,Famista '92,NES,Norteamérica,0
1991,Namco Bandai Games,Sports,Famista '92,NES,Otros,0
2015,Namco Bandai Games,Sports,Famista Returns,3DS,Europa,0
2015,Namco Bandai Games,Sports,Famista Returns,3DS,Japón,0.14
2015,Namco Bandai Games,Sports,Famista Returns,3DS,Norteamérica,0
2015,Namco Bandai Games,Sports,Famista Returns,3DS,Otros,0
2010,THQ,Adventure,Fancy Nancy: Tea Party Time!,DS,Europa,0
2010,THQ,Adventure,Fancy Nancy: Tea Party Time!,DS,Japón,0
2010,THQ,Adventure,Fancy Nancy: Tea Party Time!,DS,Norteamérica,0.17
2010,THQ,Adventure,Fancy Nancy: Tea Party Time!,DS,Otros,0.01
2014,Disney Interactive Studios,Misc,Fantasia: Music Evolved,X360,Europa,0.01
2014,Disney Interactive Studios,Misc,Fantasia: Music Evolved,X360,Japón,0
2014,Disney Interactive Studios,Misc,Fantasia: Music Evolved,X360,Norteamérica,0.05
2014,Disney Interactive Studios,Misc,Fantasia: Music Evolved,X360,Otros,0.01
2014,Disney Interactive Studios,Misc,Fantasia: Music Evolved,XOne,Europa,0.03
2014,Disney Interactive Studios,Misc,Fantasia: Music Evolved,XOne,Japón,0
2014,Disney Interactive Studios,Misc,Fantasia: Music Evolved,XOne,Norteamérica,0.11
2014,Disney Interactive Studios,Misc,Fantasia: Music Evolved,XOne,Otros,0.01
2005,Activision,Action,Fantastic 4,GC,Europa,0.05
2005,Activision,Action,Fantastic 4,GC,Japón,0
2005,Activision,Action,Fantastic 4,GC,Norteamérica,0.19
2005,Activision,Action,Fantastic 4,GC,Otros,0.01
2005,Activision,Action,Fantastic 4,PS2,Europa,0.01
2005,Activision,Action,Fantastic 4,PS2,Japón,0
2005,Activision,Action,Fantastic 4,PS2,Norteamérica,0.41
2005,Activision,Action,Fantastic 4,PS2,Otros,0.07
2005,Activision,Action,Fantastic 4,XB,Europa,0.06
2005,Activision,Action,Fantastic 4,XB,Japón,0
2005,Activision,Action,Fantastic 4,XB,Norteamérica,0.2
2005,Activision,Action,Fantastic 4,XB,Otros,0.01
2005,Activision,Action,Fantastic 4: Flame On,GBA,Europa,0.08
2005,Activision,Action,Fantastic 4: Flame On,GBA,Japón,0
2005,Activision,Action,Fantastic 4: Flame On,GBA,Norteamérica,0.2
2005,Activision,Action,Fantastic 4: Flame On,GBA,Otros,0.01
1997,Acclaim Entertainment,Action,Fantastic Four,PS,Europa,0.03
1997,Acclaim Entertainment,Action,Fantastic Four,PS,Japón,0
1997,Acclaim Entertainment,Action,Fantastic Four,PS,Norteamérica,0.04
1997,Acclaim Entertainment,Action,Fantastic Four,PS,Otros,0
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,DS,Europa,0
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,DS,Japón,0
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,DS,Norteamérica,0.04
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,DS,Otros,0
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,PS2,Europa,0.15
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,PS2,Japón,0
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,PS2,Norteamérica,0.19
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,PS2,Otros,0.05
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,PS3,Europa,0.02
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,PS3,Japón,0
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,PS3,Norteamérica,0.12
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,PS3,Otros,0.02
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,Wii,Europa,0.01
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,Wii,Japón,0
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,Wii,Norteamérica,0.04
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,Wii,Otros,0
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,X360,Europa,0.01
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,X360,Japón,0
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,X360,Norteamérica,0.1
2007,Take-Two Interactive,Action,Fantastic Four: Rise of the Silver Surfer,X360,Otros,0.01
2011,THQ,Simulation,Fantastic Pets,X360,Europa,0.08
2011,THQ,Simulation,Fantastic Pets,X360,Japón,0
2011,THQ,Simulation,Fantastic Pets,X360,Norteamérica,0.3
2011,THQ,Simulation,Fantastic Pets,X360,Otros,0.03
1981,20th Century Fox Video Games,Action,Fantastic Voyage,2600,Europa,0.02
1981,20th Century Fox Video Games,Action,Fantastic Voyage,2600,Japón,0
1981,20th Century Fox Video Games,Action,Fantastic Voyage,2600,Norteamérica,0.32
1981,20th Century Fox Video Games,Action,Fantastic Voyage,2600,Otros,0
2008,Mercury Games,Simulation,Fantasy Aquarium by DS,DS,Europa,0
2008,Mercury Games,Simulation,Fantasy Aquarium by DS,DS,Japón,0
2008,Mercury Games,Simulation,Fantasy Aquarium by DS,DS,Norteamérica,0.07
2008,Mercury Games,Simulation,Fantasy Aquarium by DS,DS,Otros,0.01
2009,Destineer,Simulation,Fantasy Aquarium World,Wii,Europa,0
2009,Destineer,Simulation,Fantasy Aquarium World,Wii,Japón,0
2009,Destineer,Simulation,Fantasy Aquarium World,Wii,Norteamérica,0.06
2009,Destineer,Simulation,Fantasy Aquarium World,Wii,Otros,0
2012,Nintendo,Role-Playing,Fantasy Life,3DS,Europa,0.37
2012,Nintendo,Role-Playing,Fantasy Life,3DS,Japón,0.37
2012,Nintendo,Role-Playing,Fantasy Life,3DS,Norteamérica,0.33
2012,Nintendo,Role-Playing,Fantasy Life,3DS,Otros,0.06
2000,Sony Computer Entertainment,Puzzle,Fantavision,PS2,Europa,0.11
2000,Sony Computer Entertainment,Puzzle,Fantavision,PS2,Japón,0.19
2000,Sony Computer Entertainment,Puzzle,Fantavision,PS2,Norteamérica,0.14
2000,Sony Computer Entertainment,Puzzle,Fantavision,PS2,Otros,0.04
2004,Ubisoft,Shooter,Far Cry,PC,Europa,0.04
2004,Ubisoft,Shooter,Far Cry,PC,Japón,0
2004,Ubisoft,Shooter,Far Cry,PC,Norteamérica,0
2004,Ubisoft,Shooter,Far Cry,PC,Otros,0.01
2008,Ubisoft,Action,Far Cry 2,PC,Europa,0.45
2008,Ubisoft,Action,Far Cry 2,PC,Japón,0
2008,Ubisoft,Action,Far Cry 2,PC,Norteamérica,0.01
2008,Ubisoft,Action,Far Cry 2,PC,Otros,0.03
2008,Ubisoft,Action,Far Cry 2,PS3,Europa,0.7
2008,Ubisoft,Action,Far Cry 2,PS3,Japón,0.01
2008,Ubisoft,Action,Far Cry 2,PS3,Norteamérica,0.43
2008,Ubisoft,Action,Far Cry 2,PS3,Otros,0.27
2008,Ubisoft,Action,Far Cry 2,X360,Europa,0.69
2008,Ubisoft,Action,Far Cry 2,X360,Japón,0.02
2008,Ubisoft,Action,Far Cry 2,X360,Norteamérica,0.71
2008,Ubisoft,Action,Far Cry 2,X360,Otros,0.18
2012,Ubisoft,Shooter,Far Cry 3,PC,Europa,0.62
2012,Ubisoft,Shooter,Far Cry 3,PC,Japón,0
2012,Ubisoft,Shooter,Far Cry 3,PC,Norteamérica,0.21
2012,Ubisoft,Shooter,Far Cry 3,PC,Otros,0.14
2012,Ubisoft,Shooter,Far Cry 3,PS3,Europa,1.75
2012,Ubisoft,Shooter,Far Cry 3,PS3,Japón,0.1
2012,Ubisoft,Shooter,Far Cry 3,PS3,Norteamérica,0.88
2012,Ubisoft,Shooter,Far Cry 3,PS3,Otros,0.72
2012,Ubisoft,Shooter,Far Cry 3,X360,Europa,1.35
2012,Ubisoft,Shooter,Far Cry 3,X360,Japón,0.02
2012,Ubisoft,Shooter,Far Cry 3,X360,Norteamérica,1.38
2012,Ubisoft,Shooter,Far Cry 3,X360,Otros,0.28
2014,Ubisoft,Shooter,Far Cry 4,PC,Europa,0.42
2014,Ubisoft,Shooter,Far Cry 4,PC,Japón,0
2014,Ubisoft,Shooter,Far Cry 4,PC,Norteamérica,0.15
2014,Ubisoft,Shooter,Far Cry 4,PC,Otros,0.05
2014,Ubisoft,Shooter,Far Cry 4,PS3,Europa,0.79
2014,Ubisoft,Shooter,Far Cry 4,PS3,Japón,0.08
2014,Ubisoft,Shooter,Far Cry 4,PS3,Norteamérica,0.33
2014,Ubisoft,Shooter,Far Cry 4,PS3,Otros,0.23
2014,Ubisoft,Shooter,Far Cry 4,PS4,Europa,2.12
2014,Ubisoft,Shooter,Far Cry 4,PS4,Japón,0.1
2014,Ubisoft,Shooter,Far Cry 4,PS4,Norteamérica,1.12
2014,Ubisoft,Shooter,Far Cry 4,PS4,Otros,0.69
2014,Ubisoft,Shooter,Far Cry 4,X360,Europa,0.44
2014,Ubisoft,Shooter,Far Cry 4,X360,Japón,0
2014,Ubisoft,Shooter,Far Cry 4,X360,Norteamérica,0.45
2014,Ubisoft,Shooter,Far Cry 4,X360,Otros,0.08
2014,Ubisoft,Shooter,Far Cry 4,XOne,Europa,0.68
2014,Ubisoft,Shooter,Far Cry 4,XOne,Japón,0.01
2014,Ubisoft,Shooter,Far Cry 4,XOne,Norteamérica,0.79
2014,Ubisoft,Shooter,Far Cry 4,XOne,Otros,0.13
2005,Ubisoft,Shooter,Far Cry Instincts,XB,Europa,0.24
2005,Ubisoft,Shooter,Far Cry Instincts,XB,Japón,0
2005,Ubisoft,Shooter,Far Cry Instincts,XB,Norteamérica,0.32
2005,Ubisoft,Shooter,Far Cry Instincts,XB,Otros,0.02
2006,Ubisoft,Shooter,Far Cry Instincts Evolution,XB,Europa,0.02
2006,Ubisoft,Shooter,Far Cry Instincts Evolution,XB,Japón,0
2006,Ubisoft,Shooter,Far Cry Instincts Evolution,XB,Norteamérica,0.06
2006,Ubisoft,Shooter,Far Cry Instincts Evolution,XB,Otros,0
2006,Ubisoft,Shooter,Far Cry Instincts Predator,X360,Europa,0.03
2006,Ubisoft,Shooter,Far Cry Instincts Predator,X360,Japón,0
2006,Ubisoft,Shooter,Far Cry Instincts Predator,X360,Norteamérica,0.2
2006,Ubisoft,Shooter,Far Cry Instincts Predator,X360,Otros,0.02
2006,Ubisoft,Shooter,Far Cry Vengeance,Wii,Europa,0.01
2006,Ubisoft,Shooter,Far Cry Vengeance,Wii,Japón,0
2006,Ubisoft,Shooter,Far Cry Vengeance,Wii,Norteamérica,0.06
2006,Ubisoft,Shooter,Far Cry Vengeance,Wii,Otros,0.01
2016,Ubisoft,Action,Far Cry: Primal,PC,Europa,0.09
2016,Ubisoft,Action,Far Cry: Primal,PC,Japón,0
2016,Ubisoft,Action,Far Cry: Primal,PC,Norteamérica,0.04
2016,Ubisoft,Action,Far Cry: Primal,PC,Otros,0.01
2016,Ubisoft,Action,Far Cry: Primal,PS4,Europa,1.16
2016,Ubisoft,Action,Far Cry: Primal,PS4,Japón,0.06
2016,Ubisoft,Action,Far Cry: Primal,PS4,Norteamérica,0.59
2016,Ubisoft,Action,Far Cry: Primal,PS4,Otros,0.33
2016,Ubisoft,Action,Far Cry: Primal,XOne,Europa,0.32
2016,Ubisoft,Action,Far Cry: Primal,XOne,Japón,0
2016,Ubisoft,Action,Far Cry: Primal,XOne,Norteamérica,0.46
2016,Ubisoft,Action,Far Cry: Primal,XOne,Otros,0.07
2003,Hudson Soft,Role-Playing,Far East of Eden II: Manji Maru,PS2,Europa,0
2003,Hudson Soft,Role-Playing,Far East of Eden II: Manji Maru,PS2,Japón,0.17
2003,Hudson Soft,Role-Playing,Far East of Eden II: Manji Maru,PS2,Norteamérica,0
2003,Hudson Soft,Role-Playing,Far East of Eden II: Manji Maru,PS2,Otros,0
2006,Hudson Soft,Role-Playing,Far East of Eden II: Manji Maru,DS,Europa,0
2006,Hudson Soft,Role-Playing,Far East of Eden II: Manji Maru,DS,Japón,0.01
2006,Hudson Soft,Role-Playing,Far East of Eden II: Manji Maru,DS,Norteamérica,0
2006,Hudson Soft,Role-Playing,Far East of Eden II: Manji Maru,DS,Otros,0
1995,Hudson Soft,Fighting,Far East of Eden Shinden,NG,Europa,0
1995,Hudson Soft,Fighting,Far East of Eden Shinden,NG,Japón,0.03
1995,Hudson Soft,Fighting,Far East of Eden Shinden,NG,Norteamérica,0
1995,Hudson Soft,Fighting,Far East of Eden Shinden,NG,Otros,0
1995,Hudson Soft,Role-Playing,Far East of Eden Zero,SNES,Europa,0
1995,Hudson Soft,Role-Playing,Far East of Eden Zero,SNES,Japón,0.3
1995,Hudson Soft,Role-Playing,Far East of Eden Zero,SNES,Norteamérica,0
1995,Hudson Soft,Role-Playing,Far East of Eden Zero,SNES,Otros,0
2008,Mumbo Jumbo,Strategy,Farm Frenzy,PC,Europa,0
2008,Mumbo Jumbo,Strategy,Farm Frenzy,PC,Japón,0
2008,Mumbo Jumbo,Strategy,Farm Frenzy,PC,Norteamérica,0.01
2008,Mumbo Jumbo,Strategy,Farm Frenzy,PC,Otros,0
2009,Alawar Entertainment,Strategy,Farm Frenzy 3,PC,Europa,0.03
2009,Alawar Entertainment,Strategy,Farm Frenzy 3,PC,Japón,0
2009,Alawar Entertainment,Strategy,Farm Frenzy 3,PC,Norteamérica,0
2009,Alawar Entertainment,Strategy,Farm Frenzy 3,PC,Otros,0.01
2011,Unknown,Strategy,Farm Frenzy 3,DS,Europa,0.02
2011,Unknown,Strategy,Farm Frenzy 3,DS,Japón,0
2011,Unknown,Strategy,Farm Frenzy 3,DS,Norteamérica,0
2011,Unknown,Strategy,Farm Frenzy 3,DS,Otros,0
2009,City Interactive,Simulation,Farm Frenzy: Animal Country,DS,Europa,0.01
2009,City Interactive,Simulation,Farm Frenzy: Animal Country,DS,Japón,0
2009,City Interactive,Simulation,Farm Frenzy: Animal Country,DS,Norteamérica,0.13
2009,City Interactive,Simulation,Farm Frenzy: Animal Country,DS,Otros,0.01
2016,UIG Entertainment,Simulation,Farming 2017 - The Simulation,PS4,Europa,0.01
2016,UIG Entertainment,Simulation,Farming 2017 - The Simulation,PS4,Japón,0
2016,UIG Entertainment,Simulation,Farming 2017 - The Simulation,PS4,Norteamérica,0
2016,UIG Entertainment,Simulation,Farming 2017 - The Simulation,PS4,Otros,0
2015,Focus Home Interactive,Action,Farming Simulator 15 Expansion Pack,PC,Europa,0.01
2015,Focus Home Interactive,Action,Farming Simulator 15 Expansion Pack,PC,Japón,0
2015,Focus Home Interactive,Action,Farming Simulator 15 Expansion Pack,PC,Norteamérica,0
2015,Focus Home Interactive,Action,Farming Simulator 15 Expansion Pack,PC,Otros,0
2010,N/A,Simulation,Farming Simulator 2011,PC,Europa,0.13
2010,N/A,Simulation,Farming Simulator 2011,PC,Japón,0
2010,N/A,Simulation,Farming Simulator 2011,PC,Norteamérica,0
2010,N/A,Simulation,Farming Simulator 2011,PC,Otros,0
2012,Excalibur Publishing,Action,Farming Simulator 2012,3DS,Europa,0.12
2012,Excalibur Publishing,Action,Farming Simulator 2012,3DS,Japón,0
2012,Excalibur Publishing,Action,Farming Simulator 2012,3DS,Norteamérica,0
2012,Excalibur Publishing,Action,Farming Simulator 2012,3DS,Otros,0.02
2012,Focus Home Interactive,Simulation,Farming Simulator 2013,PC,Europa,0.8
2012,Focus Home Interactive,Simulation,Farming Simulator 2013,PC,Japón,0
2012,Focus Home Interactive,Simulation,Farming Simulator 2013,PC,Norteamérica,0
2012,Focus Home Interactive,Simulation,Farming Simulator 2013,PC,Otros,0.18
2013,Focus Home Interactive,Simulation,Farming Simulator 2013,PS3,Europa,0.1
2013,Focus Home Interactive,Simulation,Farming Simulator 2013,PS3,Japón,0.02
2013,Focus Home Interactive,Simulation,Farming Simulator 2013,PS3,Norteamérica,0
2013,Focus Home Interactive,Simulation,Farming Simulator 2013,PS3,Otros,0.04
2013,Focus Home Interactive,Simulation,Farming Simulator 2013,X360,Europa,0.13
2013,Focus Home Interactive,Simulation,Farming Simulator 2013,X360,Japón,0
2013,Focus Home Interactive,Simulation,Farming Simulator 2013,X360,Norteamérica,0.22
2013,Focus Home Interactive,Simulation,Farming Simulator 2013,X360,Otros,0.03
2014,Focus Home Interactive,Simulation,Farming Simulator 2014,PSV,Europa,0
2014,Focus Home Interactive,Simulation,Farming Simulator 2014,PSV,Japón,0
2014,Focus Home Interactive,Simulation,Farming Simulator 2014,PSV,Norteamérica,0.01
2014,Focus Home Interactive,Simulation,Farming Simulator 2014,PSV,Otros,0
2014,Focus Home Interactive,Simulation,Farming Simulator 2015,PC,Europa,1.02
2014,Focus Home Interactive,Simulation,Farming Simulator 2015,PC,Japón,0
2014,Focus Home Interactive,Simulation,Farming Simulator 2015,PC,Norteamérica,0.08
2014,Focus Home Interactive,Simulation,Farming Simulator 2015,PC,Otros,0.13
2015,Koch Media,Simulation,Farming Simulator 2015,PS3,Europa,0.28
2015,Koch Media,Simulation,Farming Simulator 2015,PS3,Japón,0
2015,Koch Media,Simulation,Farming Simulator 2015,PS3,Norteamérica,0.11
2015,Koch Media,Simulation,Farming Simulator 2015,PS3,Otros,0.07
2015,Koch Media,Simulation,Farming Simulator 2015,PS4,Europa,0.2
2015,Koch Media,Simulation,Farming Simulator 2015,PS4,Japón,0
2015,Koch Media,Simulation,Farming Simulator 2015,PS4,Norteamérica,0.1
2015,Koch Media,Simulation,Farming Simulator 2015,PS4,Otros,0.05
2015,Koch Media,Simulation,Farming Simulator 2015,X360,Europa,0.16
2015,Koch Media,Simulation,Farming Simulator 2015,X360,Japón,0
2015,Koch Media,Simulation,Farming Simulator 2015,X360,Norteamérica,0.21
2015,Koch Media,Simulation,Farming Simulator 2015,X360,Otros,0.04
2015,Koch Media,Simulation,Farming Simulator 2015,XOne,Europa,0.07
2015,Koch Media,Simulation,Farming Simulator 2015,XOne,Japón,0
2015,Koch Media,Simulation,Farming Simulator 2015,XOne,Norteamérica,0.1
2015,Koch Media,Simulation,Farming Simulator 2015,XOne,Otros,0.02
2010,505 Games,Simulation,Farmtopia,DS,Europa,0
2010,505 Games,Simulation,Farmtopia,DS,Japón,0
2010,505 Games,Simulation,Farmtopia,DS,Norteamérica,0.18
2010,505 Games,Simulation,Farmtopia,DS,Otros,0.01
2009,Ubisoft,Misc,Fashion Studio: Paris Collection,DS,Europa,0
2009,Ubisoft,Misc,Fashion Studio: Paris Collection,DS,Japón,0
2009,Ubisoft,Misc,Fashion Studio: Paris Collection,DS,Norteamérica,0.13
2009,Ubisoft,Misc,Fashion Studio: Paris Collection,DS,Otros,0.01
2009,505 Games,Simulation,Fashion Week Jr. Designer,DS,Europa,0
2009,505 Games,Simulation,Fashion Week Jr. Designer,DS,Japón,0
2009,505 Games,Simulation,Fashion Week Jr. Designer,DS,Norteamérica,0.04
2009,505 Games,Simulation,Fashion Week Jr. Designer,DS,Otros,0
2007,MTO,Simulation,Fashionable Puppy: Oshare na Koinu DS,DS,Europa,0
2007,MTO,Simulation,Fashionable Puppy: Oshare na Koinu DS,DS,Japón,0.01
2007,MTO,Simulation,Fashionable Puppy: Oshare na Koinu DS,DS,Norteamérica,0
2007,MTO,Simulation,Fashionable Puppy: Oshare na Koinu DS,DS,Otros,0
2013,Activision,Action,Fast & Furious: Showdown,PS3,Europa,0.03
2013,Activision,Action,Fast & Furious: Showdown,PS3,Japón,0
2013,Activision,Action,Fast & Furious: Showdown,PS3,Norteamérica,0
2013,Activision,Action,Fast & Furious: Showdown,PS3,Otros,0
2013,Activision,Action,Fast & Furious: Showdown,X360,Europa,0.04
2013,Activision,Action,Fast & Furious: Showdown,X360,Japón,0
2013,Activision,Action,Fast & Furious: Showdown,X360,Norteamérica,0
2013,Activision,Action,Fast & Furious: Showdown,X360,Otros,0
1981,Unknown,Action,Fast Food,2600,Europa,0.02
1981,Unknown,Action,Fast Food,2600,Japón,0
1981,Unknown,Action,Fast Food,2600,Norteamérica,0.27
1981,Unknown,Action,Fast Food,2600,Otros,0
2009,Nobilis,Simulation,Fast Food Panic,Wii,Europa,0
2009,Nobilis,Simulation,Fast Food Panic,Wii,Japón,0
2009,Nobilis,Simulation,Fast Food Panic,Wii,Norteamérica,0.06
2009,Nobilis,Simulation,Fast Food Panic,Wii,Otros,0
2010,Nobilis,Simulation,Fast Food Panic,DS,Europa,0
2010,Nobilis,Simulation,Fast Food Panic,DS,Japón,0
2010,Nobilis,Simulation,Fast Food Panic,DS,Norteamérica,0.13
2010,Nobilis,Simulation,Fast Food Panic,DS,Otros,0.01
2010,Sony Computer Entertainment,Action,Fat Princess: Fistful of Cake,PSP,Europa,0.02
2010,Sony Computer Entertainment,Action,Fat Princess: Fistful of Cake,PSP,Japón,0
2010,Sony Computer Entertainment,Action,Fat Princess: Fistful of Cake,PSP,Norteamérica,0.08
2010,Sony Computer Entertainment,Action,Fat Princess: Fistful of Cake,PSP,Otros,0.02
2001,Wanadoo,Action,Fatal Frame,PS2,Europa,0.06
2001,Wanadoo,Action,Fatal Frame,PS2,Japón,0
2001,Wanadoo,Action,Fatal Frame,PS2,Norteamérica,0.07
2001,Wanadoo,Action,Fatal Frame,PS2,Otros,0.02
2002,Tecmo Koei,Action,Fatal Frame,XB,Europa,0.01
2002,Tecmo Koei,Action,Fatal Frame,XB,Japón,0
2002,Tecmo Koei,Action,Fatal Frame,XB,Norteamérica,0.04
2002,Tecmo Koei,Action,Fatal Frame,XB,Otros,0
2012,Nintendo,Action,Fatal Frame 2: Wii Edition,Wii,Europa,0
2012,Nintendo,Action,Fatal Frame 2: Wii Edition,Wii,Japón,0.1
2012,Nintendo,Action,Fatal Frame 2: Wii Edition,Wii,Norteamérica,0
2012,Nintendo,Action,Fatal Frame 2: Wii Edition,Wii,Otros,0
2003,Ubisoft,Action,Fatal Frame II: Crimson Butterfly,PS2,Europa,0.06
2003,Ubisoft,Action,Fatal Frame II: Crimson Butterfly,PS2,Japón,0
2003,Ubisoft,Action,Fatal Frame II: Crimson Butterfly,PS2,Norteamérica,0.08
2003,Ubisoft,Action,Fatal Frame II: Crimson Butterfly,PS2,Otros,0.02
2004,Microsoft Game Studios,Action,Fatal Frame II: Crimson Butterfly Director's Cut,XB,Europa,0.01
2004,Microsoft Game Studios,Action,Fatal Frame II: Crimson Butterfly Director's Cut,XB,Japón,0
2004,Microsoft Game Studios,Action,Fatal Frame II: Crimson Butterfly Director's Cut,XB,Norteamérica,0.04
2004,Microsoft Game Studios,Action,Fatal Frame II: Crimson Butterfly Director's Cut,XB,Otros,0
2005,Take-Two Interactive,Action,Fatal Frame III: The Tormented,PS2,Europa,0.03
2005,Take-Two Interactive,Action,Fatal Frame III: The Tormented,PS2,Japón,0
2005,Take-Two Interactive,Action,Fatal Frame III: The Tormented,PS2,Norteamérica,0.04
2005,Take-Two Interactive,Action,Fatal Frame III: The Tormented,PS2,Otros,0.01
2014,Nintendo,Action,Fatal Frame: Maiden of Black Water,WiiU,Europa,0.03
2014,Nintendo,Action,Fatal Frame: Maiden of Black Water,WiiU,Japón,0.08
2014,Nintendo,Action,Fatal Frame: Maiden of Black Water,WiiU,Norteamérica,0
2014,Nintendo,Action,Fatal Frame: Maiden of Black Water,WiiU,Otros,0
1992,Takara,Fighting,Fatal Fury,SNES,Europa,0
1992,Takara,Fighting,Fatal Fury,SNES,Japón,0.39
1992,Takara,Fighting,Fatal Fury,SNES,Norteamérica,0
1992,Takara,Fighting,Fatal Fury,SNES,Otros,0
1993,Takara,Fighting,Fatal Fury 2,SNES,Europa,0
1993,Takara,Fighting,Fatal Fury 2,SNES,Japón,0.45
1993,Takara,Fighting,Fatal Fury 2,SNES,Norteamérica,0
1993,Takara,Fighting,Fatal Fury 2,SNES,Otros,0
1994,Takara,Fighting,Fatal Fury Special,SNES,Europa,0
1994,Takara,Fighting,Fatal Fury Special,SNES,Japón,0.56
1994,Takara,Fighting,Fatal Fury Special,SNES,Norteamérica,0
1994,Takara,Fighting,Fatal Fury Special,SNES,Otros,0
2006,Ignition Entertainment,Fighting,Fatal Fury: Battle Archives Volume 1,PS2,Europa,0.01
2006,Ignition Entertainment,Fighting,Fatal Fury: Battle Archives Volume 1,PS2,Japón,0
2006,Ignition Entertainment,Fighting,Fatal Fury: Battle Archives Volume 1,PS2,Norteamérica,0.02
2006,Ignition Entertainment,Fighting,Fatal Fury: Battle Archives Volume 1,PS2,Otros,0
2006,Ignition Entertainment,Fighting,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,Europa,0
2006,Ignition Entertainment,Fighting,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,Japón,0.01
2006,Ignition Entertainment,Fighting,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,Norteamérica,0
2006,Ignition Entertainment,Fighting,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,Otros,0
2007,SNK Playmore,Fighting,Fatal Fury: Battle Archives Volume 2,PS2,Europa,0.03
2007,SNK Playmore,Fighting,Fatal Fury: Battle Archives Volume 2,PS2,Japón,0
2007,SNK Playmore,Fighting,Fatal Fury: Battle Archives Volume 2,PS2,Norteamérica,0.03
2007,SNK Playmore,Fighting,Fatal Fury: Battle Archives Volume 2,PS2,Otros,0.01
2007,SNK Playmore,Fighting,Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,Europa,0
2007,SNK Playmore,Fighting,Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,Japón,0.01
2007,SNK Playmore,Fighting,Fatal Fury: Battle Archives Volume 2 (JP sales),PS2,Norteamérica,0
