,FECHAH,TIPO,CO,NO,NO2,PM2.5,PM10,NOx,O3,VELOCIDAD VIENTO,DIR. VIENTO,TEMPERATURA,HUMEDAD RELATIVA,PRESION BAROMETRICA,PRECIPITACIONES,ES10,ES53,ESSUMA
12463,2020-06-05 21:00:00,laborable,0.3,11.0,39.0,4.0,7.0,55.0,66.83,1.29,204.0,25.1,33.0,941.0,0.0,463.0,568.0,1031.0
12464,2020-06-05 22:00:00,laborable,0.3,9.0,30.0,11.0,13.0,44.0,66.36,0.99,210.0,24.1,37.0,941.0,0.0,386.0,430.0,816.0
12465,2020-06-05 23:00:00,laborable,0.2,7.0,26.0,9.0,11.0,37.0,64.65,0.91,230.0,23.0,41.0,942.0,0.0,253.0,242.0,495.0
12466,2020-06-06 00:00:00,laborable,0.2,7.0,26.0,9.0,11.0,37.0,59.57,0.71,110.0,22.1,45.0,942.0,0.0,238.0,332.0,570.0
12467,2020-06-06 01:00:00,laborable,0.2,7.0,30.0,8.0,11.0,41.0,49.26,0.73,70.0,20.8,48.0,942.0,0.0,177.0,271.0,448.0
12468,2020-06-06 02:00:00,laborable,0.2,4.0,10.0,5.0,9.0,16.0,70.39,1.27,226.0,20.7,44.0,942.0,0.0,126.0,196.0,322.0
12469,2020-06-06 03:00:00,laborable,0.2,5.0,8.0,7.0,9.0,15.0,70.11,1.09,221.0,19.9,46.0,941.0,0.0,85.0,105.0,190.0
12470,2020-06-06 04:00:00,laborable,0.2,4.0,13.0,7.0,9.0,20.0,60.13,0.7,27.0,19.1,50.0,941.0,0.0,79.0,60.0,139.0
12471,2020-06-06 05:00:00,laborable,0.2,4.0,19.0,7.0,9.0,25.0,53.8,0.62,71.0,18.1,53.0,941.0,0.0,82.0,92.0,174.0
12472,2020-06-06 06:00:00,laborable,0.2,3.0,36.0,8.0,10.0,41.0,41.5,0.57,133.0,17.1,59.0,941.0,0.0,130.0,117.0,247.0
12473,2020-06-06 07:00:00,laborable,0.2,3.0,21.0,15.0,17.0,27.0,60.87,0.9,189.0,17.8,61.0,941.0,0.0,242.0,245.0,487.0
12474,2020-06-06 08:00:00,laborable,0.2,7.0,18.0,9.0,11.0,28.0,64.93,1.44,205.0,19.4,58.0,942.0,0.0,312.0,378.0,690.0
12475,2020-06-06 09:00:00,laborable,0.2,8.0,14.0,6.0,10.0,26.0,77.04,1.64,201.0,21.6,51.0,942.0,0.0,351.0,555.0,906.0
12476,2020-06-06 10:00:00,laborable,0.2,7.0,11.0,7.0,11.0,22.0,89.18,2.08,189.0,22.7,46.0,942.0,0.0,434.0,629.0,1063.0
12477,2020-06-06 11:00:00,laborable,0.2,8.0,10.0,10.0,14.0,22.0,79.28,2.36,225.0,23.5,41.0,941.0,0.0,470.0,747.0,1217.0
12478,2020-06-06 12:00:00,laborable,0.2,8.0,10.0,3.0,6.0,21.0,74.67,2.3,218.0,24.0,37.0,941.0,0.0,538.0,755.0,1293.0
12479,2020-06-06 13:00:00,laborable,0.2,7.0,9.0,3.0,5.0,21.0,71.39,2.62,200.0,24.8,34.0,940.0,0.0,564.0,971.0,1535.0
12480,2020-06-06 14:00:00,laborable,0.2,8.0,11.0,3.0,6.0,23.0,78.76,2.4,202.0,25.7,31.0,939.0,0.0,532.0,922.0,1454.0
12481,2020-06-06 15:00:00,laborable,0.2,8.0,12.0,2.0,6.0,24.0,84.97,2.31,202.0,26.6,29.0,939.0,0.0,392.0,726.0,1118.0
12482,2020-06-06 16:00:00,laborable,0.2,8.0,11.0,8.0,11.0,23.0,85.53,2.54,196.0,27.0,29.0,938.0,0.0,374.0,704.0,1078.0
12483,2020-06-06 17:00:00,laborable,0.2,8.0,11.0,10.0,12.0,23.0,86.7,2.7,208.0,27.2,27.0,938.0,0.0,387.0,734.0,1121.0
12484,2020-06-06 18:00:00,laborable,0.2,7.0,11.0,10.0,13.0,22.0,88.42,2.48,225.0,27.5,27.0,937.0,0.0,458.0,786.0,1244.0
12485,2020-06-06 19:00:00,laborable,0.2,7.0,12.0,4.0,7.0,23.0,83.9,2.45,214.0,26.2,29.0,937.0,0.0,524.0,879.0,1403.0
12486,2020-06-06 20:00:00,laborable,0.2,11.0,18.0,3.0,7.0,36.0,76.7,1.92,231.0,24.9,31.0,937.0,0.0,462.0,845.0,1307.0
12487,2020-06-06 21:00:00,laborable,0.2,8.0,16.0,5.0,8.0,28.0,73.73,1.71,216.0,23.8,33.0,937.0,0.0,515.0,805.0,1320.0
12488,2020-06-06 22:00:00,laborable,0.2,9.0,15.0,7.0,10.0,28.0,70.97,1.46,238.0,22.7,34.0,937.0,0.0,405.0,587.0,992.0
12489,2020-06-06 23:00:00,laborable,0.2,6.0,12.0,5.0,7.0,22.0,77.84,1.35,245.0,21.8,32.0,938.0,0.0,304.0,347.0,651.0
12490,2020-06-07 00:00:00,laborable,0.2,5.0,12.0,4.0,6.0,21.0,77.65,1.06,199.0,21.2,32.0,938.0,0.0,256.0,368.0,624.0
12491,2020-06-07 01:00:00,laborable,0.2,6.0,14.0,3.0,5.0,23.0,70.96,0.83,212.0,20.6,35.0,938.0,0.0,224.0,341.0,565.0
12492,2020-06-07 02:00:00,laborable,0.2,4.0,14.0,4.0,7.0,20.0,68.23,0.68,220.0,19.5,39.0,937.0,0.0,171.0,211.0,382.0
12493,2020-06-07 03:00:00,laborable,0.2,3.0,17.0,3.0,6.0,22.0,60.42,0.56,233.0,18.5,44.0,937.0,0.0,80.0,181.0,261.0
12494,2020-06-07 04:00:00,laborable,0.2,2.0,18.0,4.0,6.0,21.0,50.42,0.52,206.0,17.0,51.0,938.0,0.0,61.0,90.0,151.0
12495,2020-06-07 05:00:00,laborable,0.2,1.0,10.0,1.0,3.0,11.0,60.77,0.65,181.0,16.9,51.0,938.0,0.0,59.0,72.0,131.0
12496,2020-06-07 06:00:00,laborable,0.2,1.0,12.0,4.0,5.0,13.0,59.12,0.59,36.0,16.3,56.0,938.0,0.0,92.0,86.0,178.0
12497,2020-06-07 07:00:00,laborable,0.2,2.0,10.0,3.0,5.0,13.0,62.73,0.86,225.0,17.0,59.0,938.0,0.0,126.0,132.0,258.0
12498,2020-06-07 08:00:00,laborable,0.2,6.0,10.0,8.0,10.0,19.0,61.04,0.87,234.0,18.3,56.0,939.0,0.0,148.0,224.0,372.0
12499,2020-06-07 09:00:00,laborable,0.2,5.0,7.0,9.0,11.0,15.0,66.31,0.97,218.0,19.3,53.0,939.0,0.0,205.0,369.0,574.0
12500,2020-06-07 10:00:00,laborable,0.2,6.0,7.0,7.0,9.0,16.0,72.81,1.57,200.0,20.9,49.0,939.0,0.0,303.0,464.0,767.0
12501,2020-06-07 11:00:00,laborable,0.2,7.0,9.0,6.0,8.0,19.0,75.65,1.44,188.0,22.3,45.0,939.0,0.0,362.0,608.0,970.0
12502,2020-06-07 12:00:00,laborable,0.2,6.0,8.0,7.0,9.0,18.0,79.19,1.75,226.0,23.2,42.0,939.0,0.0,449.0,703.0,1152.0
12503,2020-06-07 13:00:00,laborable,0.2,7.0,8.0,7.0,10.0,19.0,78.91,1.93,203.0,23.8,39.0,939.0,0.0,511.0,750.0,1261.0
12504,2020-06-07 14:00:00,laborable,0.2,8.0,11.0,14.0,15.0,22.0,76.42,1.88,217.0,23.5,39.0,939.0,0.0,411.0,722.0,1133.0
12505,2020-06-07 15:00:00,laborable,0.2,6.0,7.0,7.0,9.0,15.0,74.54,2.12,200.0,24.3,40.0,939.0,0.0,320.0,639.0,959.0
12506,2020-06-07 16:00:00,laborable,0.2,6.0,6.0,13.0,15.0,15.0,66.33,2.4,227.0,25.3,37.0,938.0,0.0,245.0,585.0,830.0
12507,2020-06-07 17:00:00,laborable,0.2,7.0,8.0,5.0,6.0,18.0,63.13,1.7,225.0,25.0,37.0,938.0,0.0,341.0,617.0,958.0
12508,2020-06-07 18:00:00,laborable,0.2,9.0,15.0,6.0,9.0,28.0,55.12,1.69,184.0,22.0,52.0,939.0,0.0,380.0,654.0,1034.0
12509,2020-06-07 19:00:00,laborable,0.2,7.0,14.0,2.0,5.0,25.0,51.74,1.14,243.0,22.5,45.0,939.0,0.0,467.0,808.0,1275.0
12510,2020-06-07 20:00:00,laborable,0.3,12.0,30.0,1.0,1.0,49.0,38.72,1.26,58.0,20.4,61.0,940.0,0.0,374.0,726.0,1100.0
12511,2020-06-07 21:00:00,laborable,0.2,9.0,20.0,1.0,1.0,34.0,44.08,1.92,70.0,19.1,55.0,941.0,0.0,333.0,606.0,939.0
12512,2020-06-07 22:00:00,laborable,0.2,7.0,18.0,3.0,5.0,30.0,40.47,1.81,69.0,17.3,71.0,941.0,0.0,315.0,498.0,813.0
12513,2020-06-07 23:00:00,laborable,0.2,6.0,16.0,8.0,9.0,26.0,39.19,1.65,68.0,16.3,71.0,942.0,0.0,243.0,332.0,575.0
12514,2020-06-08 00:00:00,laborable,0.2,5.0,10.0,12.0,12.0,18.0,44.96,1.54,68.0,15.6,65.0,943.0,0.0,144.0,175.0,319.0
12515,2020-06-08 01:00:00,laborable,0.2,5.0,8.0,7.0,7.0,15.0,47.11,1.88,65.0,14.3,67.0,943.0,0.0,91.0,113.0,204.0
12516,2020-06-08 02:00:00,laborable,0.2,5.0,7.0,2.0,2.0,14.0,49.96,1.72,74.0,13.5,65.0,943.0,0.0,66.0,79.0,145.0
12517,2020-06-08 03:00:00,laborable,0.1,4.0,5.0,3.0,4.0,12.0,57.95,1.8,72.0,13.2,59.0,943.0,0.0,41.0,59.0,100.0
12518,2020-06-08 04:00:00,laborable,0.1,4.0,6.0,2.0,2.0,13.0,59.51,1.24,74.0,12.9,59.0,943.0,0.0,49.0,43.0,92.0
12519,2020-06-08 05:00:00,laborable,0.2,5.0,10.0,1.0,1.0,18.0,58.35,1.61,72.0,12.3,59.0,943.0,0.0,139.0,73.0,212.0
12520,2020-06-08 06:00:00,laborable,0.2,10.0,21.0,1.0,2.0,36.0,49.78,1.59,60.0,12.0,57.0,943.0,0.0,337.0,151.0,488.0
12521,2020-06-08 07:00:00,laborable,0.2,16.0,38.0,5.0,6.0,63.0,39.38,1.43,68.0,12.1,53.0,944.0,0.0,560.0,323.0,883.0
12522,2020-06-08 08:00:00,laborable,0.2,17.0,38.0,8.0,9.0,64.0,40.83,1.71,66.0,12.1,52.0,944.0,0.0,521.0,436.0,957.0
12523,2020-06-08 09:00:00,laborable,0.2,18.0,35.0,4.0,6.0,62.0,44.38,1.78,72.0,13.0,50.0,945.0,0.0,499.0,553.0,1052.0
12524,2020-06-08 10:00:00,laborable,0.2,18.0,30.0,6.0,9.0,58.0,51.07,1.51,64.0,16.1,42.0,945.0,0.0,460.0,566.0,1026.0
12525,2020-06-08 11:00:00,laborable,0.2,18.0,28.0,8.0,10.0,55.0,58.22,1.56,69.0,17.8,38.0,945.0,0.0,524.0,577.0,1101.0
12526,2020-06-08 12:00:00,laborable,0.2,17.0,25.0,5.0,8.0,51.0,66.11,1.4,61.0,20.0,33.0,945.0,0.0,514.0,596.0,1110.0
12527,2020-06-08 13:00:00,laborable,0.2,12.0,22.0,2.0,4.0,41.0,74.0,1.62,65.0,20.5,33.0,945.0,0.0,559.0,635.0,1194.0
12528,2020-06-08 14:00:00,laborable,0.2,11.0,20.0,7.0,8.0,37.0,79.43,1.48,80.0,21.8,31.0,945.0,0.0,557.0,564.0,1121.0
12529,2020-06-08 15:00:00,laborable,0.2,11.0,24.0,8.0,10.0,41.0,78.51,1.17,71.0,21.8,31.0,944.0,0.0,492.0,528.0,1020.0
12530,2020-06-08 16:00:00,laborable,0.2,10.0,19.0,3.0,5.0,33.0,86.25,1.39,72.0,23.2,28.0,944.0,0.0,466.0,528.0,994.0
12531,2020-06-08 17:00:00,laborable,0.3,17.0,41.0,5.0,8.0,67.0,67.04,1.32,69.0,21.7,28.0,944.0,0.0,523.0,600.0,1123.0
12532,2020-06-08 18:00:00,laborable,0.3,18.0,46.0,6.0,8.0,73.0,55.45,1.18,74.0,21.7,28.0,944.0,0.0,584.0,664.0,1248.0
12533,2020-06-08 19:00:00,laborable,0.3,16.0,39.0,7.0,9.0,64.0,59.9,1.26,59.0,21.4,30.0,944.0,0.0,517.0,729.0,1246.0
12534,2020-06-08 20:00:00,laborable,0.3,14.0,38.0,6.0,7.0,59.0,59.38,1.19,77.0,21.1,30.0,945.0,0.0,459.0,632.0,1091.0
12535,2020-06-08 21:00:00,laborable,0.2,11.0,30.0,2.0,4.0,47.0,65.38,1.14,117.0,19.8,32.0,945.0,0.0,399.0,482.0,881.0
12536,2020-06-08 22:00:00,laborable,0.2,9.0,28.0,3.0,5.0,42.0,64.59,1.15,73.0,18.5,36.0,946.0,0.0,323.0,355.0,678.0
12537,2020-06-08 23:00:00,laborable,0.2,7.0,20.0,3.0,4.0,30.0,70.5,1.63,64.0,17.8,37.0,947.0,0.0,170.0,197.0,367.0
12538,2020-06-09 00:00:00,laborable,0.2,6.0,10.0,2.0,4.0,19.0,69.64,2.54,61.0,16.0,49.0,947.0,0.0,125.0,170.0,295.0
12539,2020-06-09 01:00:00,laborable,0.2,5.0,9.0,2.0,4.0,16.0,66.24,1.9,72.0,14.4,57.0,948.0,0.0,83.0,107.0,190.0
12540,2020-06-09 02:00:00,laborable,0.2,5.0,8.0,1.0,1.0,15.0,65.87,1.75,75.0,13.5,59.0,948.0,0.0,63.0,90.0,153.0
12541,2020-06-09 03:00:00,laborable,0.2,5.0,10.0,2.0,3.0,18.0,64.98,1.69,67.0,12.8,60.0,948.0,0.0,59.0,39.0,98.0
12542,2020-06-09 04:00:00,laborable,0.2,4.0,9.0,2.0,3.0,16.0,67.49,1.57,64.0,12.3,60.0,948.0,0.0,54.0,43.0,97.0
12543,2020-06-09 05:00:00,laborable,0.2,6.0,13.0,3.0,4.0,21.0,66.98,1.67,68.0,11.8,59.0,948.0,0.0,122.0,73.0,195.0
12544,2020-06-09 06:00:00,laborable,0.2,10.0,27.0,2.0,3.0,42.0,54.07,1.54,62.0,11.4,59.0,948.0,0.0,326.0,160.0,486.0
12545,2020-06-09 07:00:00,laborable,0.3,16.0,43.0,3.0,5.0,67.0,42.07,1.27,68.0,12.1,55.0,948.0,0.0,580.0,339.0,919.0
12546,2020-06-09 08:00:00,laborable,0.3,16.0,37.0,4.0,7.0,61.0,48.18,1.6,66.0,13.7,51.0,948.0,0.0,494.0,441.0,935.0
12547,2020-06-09 09:00:00,laborable,0.3,21.0,36.0,5.0,8.0,68.0,49.28,1.4,66.0,15.4,47.0,949.0,0.0,462.0,496.0,958.0
12548,2020-06-09 10:00:00,laborable,0.2,17.0,29.0,6.0,10.0,56.0,57.03,1.38,50.0,17.0,43.0,949.0,0.0,477.0,514.0,991.0
12549,2020-06-09 11:00:00,laborable,0.2,14.0,25.0,2.0,4.0,46.0,65.38,1.17,70.0,18.4,39.0,948.0,0.0,392.0,551.0,943.0
12550,2020-06-09 12:00:00,laborable,0.2,14.0,28.0,3.0,6.0,50.0,69.11,1.49,82.0,19.6,37.0,948.0,0.0,555.0,582.0,1137.0
12551,2020-06-09 13:00:00,laborable,0.2,12.0,23.0,8.0,11.0,41.0,78.81,1.13,113.0,21.7,32.0,947.0,0.0,557.0,567.0,1124.0
12552,2020-06-09 14:00:00,laborable,0.2,9.0,20.0,2.0,4.0,35.0,85.68,1.34,46.0,22.3,29.0,947.0,0.0,540.0,546.0,1086.0
12553,2020-06-09 15:00:00,laborable,0.2,9.0,15.0,8.0,10.0,29.0,91.77,1.58,310.0,24.1,24.0,946.0,0.0,503.0,459.0,962.0
12554,2020-06-09 16:00:00,laborable,0.2,9.0,18.0,2.0,3.0,31.0,92.79,1.69,278.0,24.7,20.0,946.0,0.0,468.0,512.0,980.0
12555,2020-06-09 17:00:00,laborable,0.2,14.0,29.0,3.0,6.0,51.0,80.36,1.54,42.0,24.6,24.0,946.0,0.0,522.0,526.0,1048.0
12556,2020-06-09 18:00:00,laborable,0.2,14.0,29.0,6.0,8.0,51.0,83.61,1.63,61.0,24.5,24.0,946.0,0.0,593.0,662.0,1255.0
12557,2020-06-09 19:00:00,laborable,0.3,16.0,38.0,7.0,8.0,63.0,71.59,1.25,104.0,23.3,26.0,945.0,0.0,549.0,688.0,1237.0
12558,2020-06-09 20:00:00,laborable,0.3,14.0,40.0,4.0,6.0,61.0,68.39,1.77,74.0,21.0,30.0,946.0,0.0,509.0,591.0,1100.0
12559,2020-06-09 21:00:00,laborable,0.3,13.0,40.0,6.0,9.0,59.0,64.54,1.7,76.0,19.7,33.0,946.0,0.0,424.0,526.0,950.0
12560,2020-06-09 22:00:00,laborable,0.2,9.0,31.0,5.0,7.0,45.0,70.64,1.58,76.0,18.7,34.0,947.0,0.0,340.0,381.0,721.0
12561,2020-06-09 23:00:00,laborable,0.2,8.0,26.0,4.0,6.0,39.0,72.61,1.63,72.0,18.0,36.0,947.0,0.0,187.0,230.0,417.0
12562,2020-06-10 00:00:00,laborable,0.2,5.0,17.0,4.0,5.0,24.0,76.53,1.54,61.0,17.0,38.0,948.0,0.0,137.0,171.0,308.0
12563,2020-06-10 01:00:00,laborable,0.2,4.0,14.0,6.0,7.0,20.0,73.96,1.43,66.0,16.0,42.0,948.0,0.0,85.0,93.0,178.0
12564,2020-06-10 02:00:00,laborable,0.2,5.0,11.0,6.0,8.0,18.0,70.24,1.38,67.0,15.1,47.0,948.0,0.0,76.0,71.0,147.0
12565,2020-06-10 03:00:00,laborable,0.2,5.0,10.0,4.0,6.0,17.0,67.74,1.53,62.0,14.3,50.0,948.0,0.0,55.0,41.0,96.0
12566,2020-06-10 04:00:00,laborable,0.2,4.0,10.0,4.0,4.0,17.0,65.67,1.3,64.0,13.7,53.0,948.0,0.0,62.0,46.0,108.0
12567,2020-06-10 05:00:00,laborable,0.2,5.0,15.0,5.0,6.0,23.0,60.61,0.95,73.0,13.3,55.0,948.0,0.0,133.0,61.0,194.0
12568,2020-06-10 06:00:00,laborable,0.2,4.0,18.0,7.0,8.0,25.0,49.36,0.86,293.0,12.5,59.0,948.0,0.0,339.0,141.0,480.0
12569,2020-06-10 07:00:00,laborable,0.3,11.0,38.0,5.0,6.0,55.0,33.43,0.82,304.0,13.1,58.0,948.0,0.0,595.0,304.0,899.0
12570,2020-06-10 08:00:00,laborable,0.3,22.0,46.0,5.0,7.0,79.0,39.13,1.18,74.0,15.9,48.0,948.0,0.0,525.0,459.0,984.0
12571,2020-06-10 09:00:00,laborable,0.3,18.0,39.0,6.0,9.0,67.0,47.83,1.4,66.0,16.6,46.0,948.0,0.0,460.0,509.0,969.0
12572,2020-06-10 10:00:00,laborable,0.2,16.0,32.0,4.0,7.0,56.0,59.68,1.25,29.0,18.3,41.0,948.0,0.0,400.0,501.0,901.0
12573,2020-06-10 11:00:00,laborable,0.2,16.0,33.0,3.0,5.0,58.0,62.89,1.01,84.0,19.3,38.0,947.0,0.0,514.0,557.0,1071.0
12574,2020-06-10 12:00:00,laborable,0.2,13.0,29.0,7.0,10.0,49.0,71.37,1.09,87.0,20.9,35.0,947.0,0.0,536.0,596.0,1132.0
12575,2020-06-10 13:00:00,laborable,0.2,14.0,29.0,3.0,6.0,50.0,77.51,1.3,126.0,23.0,31.0,946.0,0.0,491.0,574.0,1065.0
12576,2020-06-10 14:00:00,laborable,0.2,12.0,22.0,3.0,8.0,40.0,92.04,1.64,155.0,24.2,28.0,945.0,0.0,555.0,569.0,1124.0
12577,2020-06-10 15:00:00,laborable,0.2,9.0,18.0,8.0,15.0,32.0,96.37,1.39,168.0,25.5,26.0,944.0,0.0,498.0,551.0,1049.0
12578,2020-06-10 16:00:00,laborable,0.2,14.0,19.0,5.0,7.0,40.0,94.0,1.53,195.0,26.3,25.0,944.0,0.0,488.0,544.0,1032.0
12579,2020-06-10 17:00:00,laborable,0.2,8.0,18.0,10.0,12.0,30.0,94.7,1.13,208.0,26.7,25.0,943.0,0.0,539.0,569.0,1108.0
12580,2020-06-10 18:00:00,laborable,0.2,13.0,28.0,10.0,12.0,47.0,84.3,1.27,198.0,26.2,26.0,943.0,0.0,589.0,654.0,1243.0
12581,2020-06-10 19:00:00,laborable,0.2,10.0,32.0,6.0,8.0,48.0,76.27,1.18,190.0,25.2,28.0,942.0,0.0,579.0,676.0,1255.0
12582,2020-06-10 20:00:00,laborable,0.2,8.0,22.0,11.0,14.0,34.0,82.7,1.31,183.0,25.2,28.0,942.0,0.0,500.0,580.0,1080.0
12583,2020-06-10 21:00:00,laborable,0.2,7.0,23.0,8.0,10.0,34.0,90.51,1.27,206.0,24.1,24.0,942.0,0.0,468.0,480.0,948.0
12584,2020-06-10 22:00:00,laborable,0.2,7.0,27.0,7.0,9.0,38.0,87.4,1.14,227.0,23.0,26.0,942.0,0.0,307.0,370.0,677.0
12585,2020-06-10 23:00:00,laborable,0.2,6.0,15.0,7.0,9.0,24.0,95.74,1.2,229.0,22.2,29.0,942.0,0.0,230.0,202.0,432.0
12586,2020-06-11 00:00:00,laborable,0.2,5.0,14.0,8.0,10.0,21.0,93.28,0.91,220.0,21.2,31.0,942.0,0.0,166.0,195.0,361.0
12587,2020-06-11 01:00:00,laborable,0.2,5.0,11.0,8.0,10.0,18.0,93.76,0.87,241.0,20.4,33.0,942.0,0.0,94.0,112.0,206.0
12588,2020-06-11 02:00:00,laborable,0.2,4.0,9.0,6.0,9.0,15.0,90.66,0.96,219.0,19.2,36.0,941.0,0.0,73.0,85.0,158.0
12589,2020-06-11 03:00:00,laborable,0.2,5.0,8.0,6.0,8.0,15.0,91.32,0.99,206.0,18.4,37.0,941.0,0.0,49.0,44.0,93.0
12590,2020-06-11 04:00:00,laborable,0.2,4.0,8.0,5.0,7.0,15.0,89.0,1.07,226.0,17.6,40.0,941.0,0.0,60.0,43.0,103.0
12591,2020-06-11 05:00:00,laborable,0.2,5.0,13.0,6.0,8.0,20.0,80.35,1.22,200.0,16.6,50.0,940.0,0.0,140.0,65.0,205.0
12592,2020-06-11 06:00:00,laborable,0.2,15.0,41.0,10.0,13.0,64.0,56.39,1.0,211.0,16.0,56.0,940.0,0.0,355.0,166.0,521.0
12593,2020-06-11 07:00:00,laborable,0.3,21.0,53.0,10.0,13.0,85.0,46.8,1.07,219.0,16.5,55.0,940.0,0.0,535.0,347.0,882.0
12594,2020-06-11 08:00:00,laborable,0.3,16.0,47.0,9.0,14.0,71.0,54.2,1.21,199.0,18.4,51.0,939.0,0.0,481.0,459.0,940.0
12595,2020-06-11 09:00:00,laborable,0.3,12.0,25.0,10.0,15.0,44.0,75.86,1.79,199.0,20.2,47.0,939.0,0.0,483.0,510.0,993.0
12596,2020-06-11 10:00:00,laborable,0.3,11.0,22.0,7.0,12.0,39.0,82.99,1.64,210.0,21.1,44.0,939.0,0.0,525.0,552.0,1077.0
12597,2020-06-11 11:00:00,laborable,0.2,10.0,20.0,7.0,10.0,35.0,87.62,2.03,196.0,21.4,42.0,938.0,0.0,398.0,565.0,963.0
12598,2020-06-11 12:00:00,laborable,0.2,11.0,20.0,9.0,13.0,37.0,89.34,1.72,216.0,23.2,38.0,938.0,0.0,375.0,564.0,939.0
12599,2020-06-11 13:00:00,laborable,0.2,9.0,18.0,10.0,14.0,32.0,89.63,2.07,202.0,23.9,36.0,937.0,0.0,539.0,600.0,1139.0
12600,2020-06-11 14:00:00,laborable,0.3,18.0,34.0,9.0,13.0,62.0,79.37,1.66,224.0,24.0,36.0,937.0,0.0,533.0,572.0,1105.0
12601,2020-06-11 15:00:00,laborable,0.2,13.0,24.0,11.0,16.0,44.0,69.68,1.74,209.0,24.3,37.0,936.0,0.0,511.0,498.0,1009.0
12602,2020-06-11 16:00:00,laborable,0.2,26.0,28.0,10.0,15.0,67.0,63.21,2.41,261.0,24.3,36.0,936.0,0.0,463.0,550.0,1013.0
12603,2020-06-11 17:00:00,laborable,0.2,45.0,49.0,12.0,22.0,118.0,54.22,2.57,225.0,24.2,37.0,935.0,0.0,563.0,638.0,1201.0
12604,2020-06-11 18:00:00,laborable,0.2,8.0,14.0,6.0,15.0,26.0,68.72,3.07,217.0,23.4,36.0,935.0,0.0,577.0,687.0,1264.0
12605,2020-06-11 19:00:00,laborable,0.2,7.0,13.0,2.0,8.0,24.0,71.58,2.92,224.0,23.2,33.0,934.0,0.0,572.0,747.0,1319.0
12606,2020-06-11 20:00:00,laborable,0.2,7.0,13.0,5.0,10.0,24.0,64.48,2.84,219.0,21.6,40.0,934.0,0.0,529.0,648.0,1177.0
12607,2020-06-11 21:00:00,laborable,0.2,7.0,12.0,1.0,3.0,22.0,57.12,1.92,225.0,19.8,52.0,935.0,0.0,462.0,499.0,961.0
12608,2020-06-11 22:00:00,laborable,0.2,6.0,10.0,4.0,7.0,20.0,55.59,1.69,224.0,18.4,53.0,935.0,0.0,307.0,379.0,686.0
12609,2020-06-11 23:00:00,laborable,0.1,4.0,6.0,9.0,13.0,13.0,66.42,2.25,224.0,17.0,48.0,936.0,0.0,191.0,232.0,423.0
12610,2020-06-12 00:00:00,laborable,0.2,4.0,6.0,3.0,7.0,12.0,67.64,2.2,222.0,16.4,50.0,936.0,0.0,137.0,190.0,327.0
12611,2020-06-12 01:00:00,laborable,0.1,4.0,6.0,6.0,8.0,12.0,69.71,1.6,226.0,15.7,48.0,936.0,0.0,109.0,132.0,241.0
12612,2020-06-12 02:00:00,laborable,0.1,6.0,6.0,3.0,4.0,15.0,72.75,1.47,275.0,14.6,47.0,936.0,0.0,71.0,106.0,177.0
12613,2020-06-12 03:00:00,laborable,0.1,4.0,3.0,1.0,1.0,10.0,73.32,1.47,215.0,13.8,48.0,936.0,0.0,59.0,47.0,106.0
12614,2020-06-12 04:00:00,laborable,0.1,4.0,5.0,1.0,2.0,11.0,69.82,1.26,218.0,13.0,54.0,936.0,0.0,61.0,45.0,106.0
12615,2020-06-12 05:00:00,laborable,0.1,4.0,7.0,1.0,2.0,14.0,64.63,1.3,216.0,11.8,60.0,936.0,0.0,143.0,66.0,209.0
12616,2020-06-12 06:00:00,laborable,0.2,7.0,20.0,1.0,1.0,30.0,53.03,1.35,211.0,10.8,62.0,937.0,0.0,338.0,147.0,485.0
12617,2020-06-12 07:00:00,laborable,0.2,10.0,25.0,4.0,5.0,40.0,45.32,1.52,209.0,10.9,62.0,937.0,0.0,548.0,301.0,849.0
12618,2020-06-12 08:00:00,laborable,0.2,12.0,20.0,14.0,15.0,38.0,49.88,1.78,205.0,12.3,59.0,937.0,0.0,528.0,443.0,971.0
12619,2020-06-12 09:00:00,laborable,0.2,12.0,19.0,7.0,8.0,37.0,51.6,1.54,195.0,13.8,55.0,937.0,0.0,504.0,523.0,1027.0
12620,2020-06-12 10:00:00,laborable,0.2,9.0,13.0,11.0,12.0,27.0,59.74,1.89,207.0,14.9,51.0,937.0,0.0,336.0,516.0,852.0
12621,2020-06-12 11:00:00,laborable,0.2,9.0,11.0,3.0,6.0,25.0,65.22,2.29,202.0,16.6,46.0,937.0,0.0,0.0,552.0,552.0
12622,2020-06-12 12:00:00,laborable,0.2,12.0,14.0,2.0,6.0,33.0,64.92,2.17,206.0,17.5,43.0,937.0,0.0,369.0,573.0,942.0
12623,2020-06-12 13:00:00,laborable,0.2,10.0,13.0,3.0,5.0,28.0,66.63,2.3,208.0,18.0,42.0,937.0,0.0,536.0,647.0,1183.0
12624,2020-06-12 14:00:00,laborable,0.2,11.0,14.0,4.0,6.0,31.0,69.34,2.23,196.0,20.0,37.0,937.0,0.0,542.0,581.0,1123.0
12625,2020-06-12 15:00:00,laborable,0.2,9.0,12.0,10.0,12.0,26.0,72.47,2.62,203.0,19.8,38.0,937.0,0.0,555.0,569.0,1124.0
12626,2020-06-12 16:00:00,laborable,0.2,9.0,12.0,1.0,3.0,25.0,72.25,2.59,216.0,20.0,38.0,937.0,0.0,535.0,577.0,1112.0
