year,month,day,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,contaminante,fecha,day-of-week
2017,11,20,5.0,4.0,2.0,2.0,2.0,2.0,2.0,5.0,10.0,17.0,12.0,,9.0,6.0,6.0,7.0,5.0,7.0,9.0,11.0,13.0,12.0,9.0,8.0,SO2,2017-11-20,Monday
2017,12,20,4.0,4.0,3.0,3.0,2.0,2.0,3.0,8.0,10.0,7.0,7.0,9.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,11.0,14.0,16.0,18.0,11.0,SO2,2017-12-20,Wednesday
2021,5,20,10.0,10.0,10.0,10.0,10.0,11.0,11.0,,,12.0,10.0,10.0,9.0,9.0,9.0,8.0,7.0,7.0,6.0,6.0,7.0,8.0,8.0,9.0,SO2,2021-05-20,Thursday
2021,8,20,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,8.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,8.0,8.0,SO2,2021-08-20,Friday
2021,2,20,13.0,11.0,10.0,9.0,8.0,7.0,7.0,8.0,11.0,10.0,7.0,8.0,10.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,10.0,12.0,11.0,10.0,SO2,2021-02-20,Saturday
2021,9,20,11.0,11.0,12.0,12.0,11.0,12.0,12.0,,,12.0,12.0,11.0,11.0,10.0,9.0,9.0,9.0,8.0,9.0,9.0,10.0,10.0,11.0,11.0,SO2,2021-09-20,Monday
2017,1,20,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,5.0,4.0,SO2,2017-01-20,Friday
2018,8,20,8.0,8.0,9.0,8.0,8.0,8.0,8.0,9.0,8.0,9.0,9.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,9.0,SO2,2018-08-20,Monday
2018,9,20,10.0,10.0,10.0,10.0,10.0,9.0,10.0,12.0,15.0,14.0,11.0,9.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,10.0,SO2,2018-09-20,Thursday
2021,3,20,8.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,5.0,4.0,5.0,6.0,7.0,10.0,9.0,9.0,8.0,8.0,8.0,10.0,11.0,10.0,9.0,8.0,SO2,2021-03-20,Saturday
2017,9,20,8.0,6.0,6.0,6.0,6.0,6.0,7.0,9.0,12.0,17.0,10.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,9.0,14.0,14.0,12.0,SO2,2017-09-20,Wednesday
2017,6,20,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,SO2,2017-06-20,Tuesday
2018,7,20,6.0,6.0,6.0,6.0,6.0,6.0,7.0,9.0,10.0,8.0,8.0,7.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,SO2,2018-07-20,Friday
2019,4,20,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,SO2,2019-04-20,Saturday
2020,10,20,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,3.0,2.0,3.0,2.0,2.0,2.0,SO2,2020-10-20,Tuesday
2021,10,20,5.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,10.0,10.0,8.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,SO2,2021-10-20,Wednesday
2019,5,20,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,SO2,2019-05-20,Monday
2018,3,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,SO2,2018-03-20,Tuesday
2020,5,20,4.0,4.0,4.0,4.0,5.0,5.0,5.0,6.0,7.0,6.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,SO2,2020-05-20,Wednesday
2018,4,20,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,SO2,2018-04-20,Friday
2018,5,20,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,SO2,2018-05-20,Sunday
2018,6,20,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,SO2,2018-06-20,Wednesday
2019,9,21,46.0,36.0,31.0,29.0,23.0,24.0,27.0,31.0,48.0,45.0,38.0,23.0,23.0,20.0,16.0,16.0,16.0,23.0,23.0,24.0,29.0,26.0,16.0,20.0,NO2,2019-09-21,Saturday
2017,7,21,0.3,0.3,0.3,0.2,0.3,0.2,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,CO,2017-07-21,Friday
2019,6,21,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,CO,2019-06-21,Friday
2019,8,21,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,CO,2019-08-21,Wednesday
2018,5,21,0.4,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.4,0.8,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,CO,2018-05-21,Monday
2019,9,21,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,CO,2019-09-21,Saturday
2019,7,21,0.5,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,CO,2019-07-21,Sunday
2020,12,21,0.5,0.5,0.4,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,CO,2020-12-21,Monday
2018,9,21,0.6,0.5,0.4,0.3,0.3,0.3,0.3,0.8,1.1,1.0,0.6,0.5,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.4,0.4,CO,2018-09-21,Friday
2017,2,21,0.3,0.2,0.3,0.3,0.3,0.3,0.4,0.6,0.7,1.1,0.6,0.5,0.4,0.3,0.4,0.3,0.3,0.3,0.4,0.6,1.4,0.8,0.8,0.9,CO,2017-02-21,Tuesday
2017,6,21,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.6,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.6,0.7,0.9,1.0,CO,2017-06-21,Wednesday
2017,10,21,1.1,1.2,0.5,0.5,0.5,0.4,0.4,0.5,0.5,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,CO,2017-10-21,Saturday
2018,6,21,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.5,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.4,0.6,CO,2018-06-21,Thursday
2019,11,21,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.5,0.6,0.7,0.5,0.5,0.5,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.5,CO,2019-11-21,Thursday
2020,10,21,0.1,0.2,0.2,0.1,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,CO,2020-10-21,Wednesday
2017,5,21,0.8,0.5,0.4,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.7,0.7,CO,2017-05-21,Sunday
2017,9,21,1.0,0.7,0.7,0.5,0.4,0.4,0.5,0.8,1.2,1.2,1.0,0.5,0.6,0.5,0.4,0.4,0.3,0.3,0.4,0.5,0.5,0.6,0.6,0.7,CO,2017-09-21,Thursday
2019,4,21,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,CO,2019-04-21,Sunday
2019,5,21,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,CO,2019-05-21,Tuesday
2019,10,21,0.4,0.4,0.4,0.3,0.3,0.3,0.4,0.5,0.6,0.8,0.8,0.6,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.8,0.9,0.5,CO,2019-10-21,Monday
2021,4,21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,CO,2021-04-21,Wednesday
2017,8,21,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.3,0.4,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.4,CO,2017-08-21,Monday
2018,8,21,0.4,0.4,0.3,0.3,0.3,0.3,0.4,0.5,0.8,0.4,0.4,0.4,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.5,CO,2018-08-21,Tuesday
2021,9,21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,,,,,,0.3,0.3,0.2,0.2,0.2,0.2,0.2,CO,2021-09-21,Tuesday
2021,5,21,0.6,0.4,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.4,0.4,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,CO,2021-05-21,Friday
2020,2,21,0.3,0.3,0.2,0.2,0.2,0.1,0.2,0.3,1.0,1.3,1.1,0.3,0.2,0.2,0.1,0.1,0.2,0.2,0.3,0.5,0.7,0.7,0.4,0.3,CO,2020-02-21,Friday
2021,2,21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,CO,2021-02-21,Sunday
2017,3,21,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,CO,2017-03-21,Tuesday
2018,7,21,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.3,0.3,CO,2018-07-21,Saturday
2021,3,21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,CO,2021-03-21,Sunday
2021,7,21,0.3,0.4,0.3,0.3,0.2,0.2,0.2,0.3,0.4,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,CO,2021-07-21,Wednesday
2021,8,21,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,,,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.3,CO,2021-08-21,Saturday
2017,4,21,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.8,0.8,0.5,0.4,0.4,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.6,CO,2017-04-21,Friday
2018,2,21,0.5,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,CO,2018-02-21,Wednesday
2018,3,21,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.5,0.4,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.4,0.4,CO,2018-03-21,Wednesday
2019,3,21,0.4,0.4,0.3,0.3,0.3,0.3,0.5,0.8,0.7,0.6,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.7,0.9,1.1,0.8,CO,2019-03-21,Thursday
2017,1,21,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.6,0.7,0.6,0.6,0.5,CO,2017-01-21,Saturday
2018,10,21,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.4,0.5,0.6,0.5,0.5,0.5,CO,2018-10-21,Sunday
2019,2,21,0.6,0.5,0.5,0.5,0.4,0.5,0.5,1.1,1.2,1.7,0.9,0.5,0.5,0.5,0.5,0.4,0.3,0.4,0.4,1.0,1.8,1.4,1.1,1.0,CO,2019-02-21,Thursday
2018,1,21,0.4,0.4,0.4,0.5,0.4,0.3,0.3,0.5,0.4,0.3,0.4,0.5,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.4,0.6,0.8,0.9,0.9,CO,2018-01-21,Sunday
2018,4,21,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.6,0.7,0.8,0.9,CO,2018-04-21,Saturday
2018,11,21,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.3,0.4,0.4,0.3,0.3,0.4,0.6,0.6,0.7,0.5,0.5,0.5,CO,2018-11-21,Wednesday
2018,12,21,0.5,0.4,0.4,0.4,0.4,0.4,0.3,0.4,0.5,0.5,0.4,0.5,0.4,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.4,0.4,0.4,0.4,CO,2018-12-21,Friday
2019,1,21,0.7,0.6,0.6,0.5,0.5,0.5,0.5,0.9,1.3,1.9,1.2,0.7,0.4,0.5,0.4,0.4,0.4,0.4,0.5,0.4,0.5,0.6,0.6,0.7,CO,2019-01-21,Monday
2020,9,21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.2,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,CO,2020-09-21,Monday
2021,6,21,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,CO,2021-06-21,Monday
2020,5,21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.4,0.2,0.2,0.1,,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,CO,2020-05-21,Thursday
2019,12,21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,CO,2019-12-21,Saturday
2020,6,21,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,CO,2020-06-21,Sunday
2020,7,21,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,CO,2020-07-21,Tuesday
2020,8,21,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,CO,2020-08-21,Friday
2017,11,21,1.0,0.8,0.7,0.6,0.6,0.5,0.6,0.8,1.0,1.2,1.2,1.1,0.9,0.7,0.5,0.5,0.6,0.8,2.2,2.9,2.0,1.7,1.4,1.1,CO,2017-11-21,Tuesday
2017,12,21,0.8,0.7,0.7,0.6,0.5,0.5,0.6,0.7,0.9,1.3,1.7,1.5,0.6,0.5,0.6,0.5,0.5,0.5,0.6,0.7,1.3,1.8,1.7,1.3,CO,2017-12-21,Thursday
2020,11,21,0.5,0.5,0.4,0.3,0.3,0.3,0.3,0.6,,,,,,,,,,,0.5,0.8,0.9,0.5,0.5,0.5,CO,2020-11-21,Saturday
2021,10,21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.8,0.7,0.6,0.6,0.5,0.3,0.2,0.3,0.4,0.8,0.6,0.3,0.3,0.3,0.2,0.2,CO,2021-10-21,Thursday
2021,2,21,10.0,10.0,10.0,7.0,5.0,6.0,6.0,8.0,10.0,11.0,10.0,12.0,12.0,12.0,15.0,11.0,9.0,12.0,11.0,16.0,15.0,11.0,12.0,8.0,NO2,2021-02-21,Sunday
2021,3,21,10.0,11.0,7.0,7.0,11.0,11.0,16.0,24.0,35.0,31.0,16.0,14.0,18.0,13.0,10.0,7.0,7.0,9.0,10.0,20.0,32.0,33.0,39.0,43.0,NO2,2021-03-21,Sunday
2021,4,21,17.0,12.0,9.0,10.0,13.0,17.0,22.0,,,,38.0,48.0,41.0,33.0,29.0,29.0,38.0,32.0,23.0,15.0,16.0,17.0,14.0,15.0,NO2,2021-04-21,Wednesday
2021,5,21,75.0,64.0,36.0,52.0,43.0,40.0,40.0,67.0,71.0,72.0,80.0,57.0,28.0,17.0,13.0,19.0,26.0,14.0,10.0,11.0,13.0,16.0,14.0,12.0,NO2,2021-05-21,Friday
2021,6,21,14.0,14.0,8.0,7.0,5.0,7.0,13.0,31.0,32.0,27.0,18.0,21.0,25.0,20.0,10.0,14.0,19.0,11.0,16.0,10.0,8.0,11.0,13.0,16.0,NO2,2021-06-21,Monday
2021,7,21,47.0,71.0,53.0,44.0,36.0,27.0,24.0,,,52.0,39.0,31.0,30.0,25.0,19.0,21.0,20.0,23.0,16.0,11.0,18.0,41.0,64.0,87.0,NO2,2021-07-21,Wednesday
2021,8,21,36.0,25.0,40.0,41.0,39.0,34.0,26.0,28.0,,34.0,33.0,29.0,18.0,15.0,6.0,6.0,5.0,6.0,6.0,11.0,22.0,39.0,30.0,33.0,NO2,2021-08-21,Saturday
2021,9,21,13.0,12.0,9.0,10.0,9.0,8.0,11.0,24.0,35.0,37.0,29.0,29.0,,,,,29.0,31.0,32.0,19.0,25.0,19.0,14.0,12.0,NO2,2021-09-21,Tuesday
2021,10,21,16.0,9.0,10.0,13.0,17.0,11.0,20.0,60.0,78.0,63.0,64.0,68.0,47.0,44.0,23.0,33.0,29.0,32.0,50.0,45.0,44.0,46.0,22.0,22.0,NO2,2021-10-21,Thursday
2020,2,21,51.0,46.0,37.0,33.0,32.0,34.0,36.0,49.0,80.0,81.0,101.0,67.0,48.0,41.0,27.0,39.0,46.0,43.0,63.0,99.0,97.0,96.0,76.0,64.0,NO2,2020-02-21,Friday
2020,5,21,45.0,37.0,28.0,20.0,17.0,17.0,18.0,30.0,56.0,69.0,46.0,34.0,37.0,24.0,,19.0,19.0,22.0,25.0,14.0,9.0,8.0,10.0,7.0,NO2,2020-05-21,Thursday
2020,6,21,21.0,37.0,59.0,30.0,20.0,26.0,40.0,29.0,24.0,22.0,25.0,10.0,10.0,7.0,5.0,3.0,3.0,3.0,4.0,5.0,11.0,13.0,15.0,18.0,NO2,2020-06-21,Sunday
2020,7,21,69.0,44.0,17.0,10.0,20.0,12.0,16.0,56.0,58.0,50.0,36.0,45.0,44.0,28.0,26.0,29.0,29.0,32.0,18.0,14.0,18.0,21.0,14.0,11.0,NO2,2020-07-21,Tuesday
2020,8,21,28.0,20.0,20.0,17.0,30.0,20.0,18.0,36.0,32.0,25.0,13.0,18.0,9.0,9.0,6.0,10.0,8.0,6.0,4.0,7.0,6.0,8.0,7.0,11.0,NO2,2020-08-21,Friday
2020,9,21,13.0,19.0,11.0,11.0,9.0,17.0,24.0,25.0,35.0,44.0,39.0,40.0,,29.0,26.0,32.0,26.0,28.0,43.0,29.0,44.0,42.0,29.0,21.0,NO2,2020-09-21,Monday
2020,10,21,5.0,4.0,6.0,5.0,6.0,7.0,21.0,52.0,56.0,42.0,36.0,39.0,34.0,45.0,30.0,45.0,37.0,37.0,38.0,34.0,25.0,23.0,19.0,15.0,NO2,2020-10-21,Wednesday
2020,11,21,39.0,34.0,29.0,24.0,22.0,21.0,22.0,21.0,,,,,,,,,,,53.0,76.0,70.0,58.0,56.0,50.0,NO2,2020-11-21,Saturday
2020,12,21,54.0,43.0,31.0,17.0,15.0,22.0,32.0,39.0,57.0,54.0,52.0,72.0,65.0,57.0,52.0,56.0,47.0,43.0,41.0,42.0,42.0,49.0,54.0,53.0,NO2,2020-12-21,Monday
2019,1,21,72.0,62.0,56.0,48.0,50.0,46.0,51.0,84.0,103.0,137.0,100.0,67.0,39.0,44.0,25.0,29.0,29.0,36.0,45.0,45.0,58.0,72.0,78.0,85.0,NO2,2019-01-21,Monday
2019,2,21,62.0,54.0,47.0,42.0,42.0,36.0,40.0,62.0,85.0,124.0,76.0,66.0,60.0,57.0,48.0,34.0,27.0,39.0,46.0,121.0,148.0,116.0,98.0,93.0,NO2,2019-02-21,Thursday
2019,3,21,16.0,21.0,20.0,13.0,13.0,15.0,67.0,90.0,93.0,82.0,62.0,47.0,39.0,31.0,30.0,36.0,36.0,45.0,40.0,67.0,109.0,122.0,125.0,96.0,NO2,2019-03-21,Thursday
2019,4,21,23.0,27.0,18.0,12.0,9.0,7.0,8.0,9.0,10.0,10.0,10.0,13.0,15.0,15.0,15.0,17.0,19.0,18.0,17.0,20.0,23.0,25.0,23.0,19.0,NO2,2019-04-21,Sunday
2019,5,21,55.0,39.0,46.0,14.0,8.0,9.0,16.0,32.0,56.0,54.0,54.0,53.0,44.0,41.0,32.0,35.0,37.0,43.0,60.0,49.0,36.0,32.0,43.0,66.0,NO2,2019-05-21,Tuesday
2019,6,21,35.0,27.0,30.0,16.0,12.0,11.0,14.0,31.0,40.0,41.0,39.0,79.0,55.0,50.0,25.0,35.0,21.0,21.0,29.0,20.0,44.0,43.0,33.0,21.0,NO2,2019-06-21,Friday
2019,7,21,81.0,28.0,22.0,24.0,14.0,14.0,21.0,19.0,20.0,18.0,18.0,13.0,16.0,14.0,16.0,12.0,9.0,15.0,18.0,19.0,21.0,35.0,45.0,31.0,NO2,2019-07-21,Sunday
2019,8,21,10.0,11.0,10.0,9.0,7.0,7.0,12.0,22.0,29.0,35.0,37.0,27.0,24.0,22.0,20.0,16.0,16.0,21.0,20.0,24.0,19.0,18.0,17.0,24.0,NO2,2019-08-21,Wednesday
2019,10,21,44.0,33.0,34.0,24.0,17.0,17.0,15.0,23.0,23.0,27.0,30.0,40.0,33.0,28.0,29.0,28.0,25.0,27.0,30.0,28.0,48.0,68.0,56.0,46.0,NO2,2019-10-21,Monday
2019,11,21,43.0,42.0,25.0,18.0,12.0,15.0,21.0,29.0,33.0,29.0,31.0,36.0,37.0,43.0,28.0,24.0,19.0,34.0,38.0,45.0,42.0,36.0,29.0,45.0,NO2,2019-11-21,Thursday
2019,12,21,11.0,10.0,7.0,6.0,5.0,6.0,8.0,11.0,14.0,13.0,12.0,13.0,10.0,8.0,10.0,8.0,7.0,9.0,12.0,14.0,16.0,17.0,14.0,7.0,NO2,2019-12-21,Saturday
2018,1,21,41.0,40.0,41.0,50.0,37.0,18.0,24.0,47.0,46.0,37.0,47.0,49.0,40.0,44.0,47.0,48.0,36.0,53.0,59.0,56.0,66.0,71.0,72.0,62.0,NO2,2018-01-21,Sunday
2018,2,21,54.0,48.0,48.0,40.0,34.0,33.0,32.0,30.0,48.0,48.0,45.0,38.0,31.0,29.0,28.0,26.0,29.0,36.0,38.0,41.0,47.0,56.0,42.0,35.0,NO2,2018-02-21,Wednesday
2018,3,21,9.0,5.0,4.0,3.0,2.0,5.0,13.0,55.0,78.0,45.0,38.0,34.0,38.0,39.0,32.0,26.0,29.0,34.0,35.0,53.0,59.0,41.0,26.0,27.0,NO2,2018-03-21,Wednesday
2018,4,21,24.0,24.0,19.0,17.0,17.0,14.0,18.0,20.0,31.0,44.0,42.0,37.0,54.0,56.0,67.0,54.0,30.0,31.0,46.0,74.0,83.0,83.0,87.0,87.0,NO2,2018-04-21,Saturday
2018,5,21,60.0,47.0,25.0,15.0,18.0,23.0,31.0,53.0,67.0,74.0,,40.0,24.0,25.0,22.0,19.0,15.0,18.0,24.0,25.0,30.0,36.0,47.0,35.0,NO2,2018-05-21,Monday
2018,6,21,44.0,31.0,19.0,15.0,14.0,15.0,50.0,89.0,88.0,80.0,57.0,54.0,58.0,43.0,35.0,36.0,45.0,44.0,62.0,73.0,64.0,80.0,75.0,102.0,NO2,2018-06-21,Thursday
2018,7,21,28.0,34.0,17.0,16.0,10.0,10.0,10.0,13.0,18.0,20.0,23.0,20.0,24.0,18.0,17.0,13.0,14.0,18.0,21.0,37.0,26.0,30.0,23.0,18.0,NO2,2018-07-21,Saturday
2018,8,21,94.0,84.0,60.0,59.0,48.0,54.0,64.0,85.0,94.0,59.0,64.0,70.0,54.0,29.0,20.0,15.0,16.0,27.0,44.0,40.0,56.0,71.0,74.0,104.0,NO2,2018-08-21,Tuesday
2018,9,21,110.0,90.0,65.0,57.0,53.0,59.0,56.0,74.0,88.0,95.0,87.0,73.0,74.0,66.0,50.0,43.0,40.0,31.0,37.0,97.0,147.0,142.0,61.0,45.0,NO2,2018-09-21,Friday
2018,10,21,31.0,28.0,21.0,17.0,14.0,11.0,11.0,13.0,17.0,15.0,15.0,18.0,20.0,31.0,31.0,31.0,25.0,31.0,43.0,57.0,72.0,76.0,69.0,61.0,NO2,2018-10-21,Sunday
2018,11,21,12.0,8.0,8.0,5.0,5.0,8.0,20.0,38.0,50.0,46.0,41.0,37.0,33.0,32.0,30.0,35.0,42.0,61.0,79.0,93.0,100.0,81.0,60.0,50.0,NO2,2018-11-21,Wednesday
2018,12,21,60.0,54.0,52.0,51.0,43.0,32.0,30.0,46.0,61.0,65.0,60.0,58.0,54.0,40.0,39.0,35.0,39.0,46.0,43.0,47.0,41.0,45.0,49.0,51.0,NO2,2018-12-21,Friday
