sexo,edad,ccaa,edu,p6,p7,p8,p9,hab_r,clase_social_r,situacion_laboral_r,educacion_r,recuerdo_r
2,43,13,4,10,6,6,1,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,80,10,8,10,5,5,5,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",VOX
1,60,7,4,10,1,1,1,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",PSOE
2,41,4,4,10,4,4,4,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",UP
1,54,7,6,6,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,47,3,5,5,6,6,1,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",PSOE
2,28,11,5,10,2,2,3,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",CS
2,49,8,5,10,1,6,1,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE
1,61,13,4,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PP
2,55,13,4,5,2,2,2,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PP
2,52,9,4,10,1,1,1,Más de 10.000,Alta / Media Alta,Parado,"Segundo grado, segundo ciclo",PSOE
1,67,9,7,10,8,8,8,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",JXCAT
2,40,13,7,10,14,14,18,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",Abstención
1,56,13,4,10,6,6,6,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",MP
2,68,13,3,10,18,3,3,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, primer ciclo y menos",CS
1,44,8,3,6,1,1,1,Menos de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PSOE
2,46,1,4,9,4,4,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,75,10,5,10,1,1,1,Más de 10.000,Media,Pensionista,"Tercer grado, primer ciclo",PSOE
1,46,12,7,7,18,2,1,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,38,13,3,10,12,12,12,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",Otros
1,63,5,5,9,3,3,3,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",CS
1,24,12,4,10,13,13,13,Más de 10.000,Media,Estudiante,"Segundo grado, segundo ciclo",Otros
1,48,1,7,0,17,16,18,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",Abstención
1,48,16,5,10,9,8,9,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PNV
1,41,1,4,0,17,4,18,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,33,10,4,10,5,5,5,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",VOX
2,64,9,6,10,7,7,7,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",ERC
2,45,11,4,99,18,2,2,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PP
1,37,1,5,10,15,15,16,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Blanco
1,60,9,6,10,1,15,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,48,5,6,8,18,16,3,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",CS
1,36,1,4,99,17,16,19,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,23,2,7,8,18,16,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
2,39,9,4,8,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,40,1,6,10,15,15,16,Menos de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",Blanco
2,20,13,4,10,19,17,18,Más de 10.000,Media,Estudiante,"Segundo grado, segundo ciclo",Abstención
2,22,16,6,7,5,5,10,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",BILDU
1,58,13,7,10,5,5,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
1,72,13,6,7,18,16,1,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",PSOE
2,50,7,4,99,18,16,4,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP
2,63,10,6,0,16,15,3,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",CS
1,58,4,3,5,18,16,19,Más de 10.000,Media,Pensionista,"Segundo grado, primer ciclo y menos",Abstención
1,52,1,2,5,18,15,17,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",Nulo
1,72,15,3,10,1,1,1,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PSOE
1,44,1,4,0,19,17,20,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,34,10,4,8,18,16,4,Menos de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",UP
1,76,1,6,10,5,5,1,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",PSOE
1,30,4,3,10,1,4,4,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",UP
1,54,10,5,10,1,1,1,Menos de 10.000,Media baja / Baja,Trabaja,"Tercer grado, primer ciclo",PSOE
1,53,16,3,10,10,10,10,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",BILDU
1,74,1,6,10,5,5,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
2,22,1,4,7,19,5,20,Más de 10.000,Alta / Media Alta,Parado,"Segundo grado, segundo ciclo",Abstención
2,30,1,5,9,12,3,12,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Otros
1,39,13,6,8,15,16,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,39,8,3,6,4,4,4,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",UP
2,70,6,4,10,4,4,4,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",UP
2,38,9,6,10,7,7,7,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",ERC
1,22,12,3,6,2,2,2,Más de 10.000,Media,Parado,"Segundo grado, primer ciclo y menos",PP
1,42,11,6,10,12,12,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP
2,42,6,7,10,18,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,34,11,4,6,1,1,1,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PSOE
1,44,13,6,10,4,4,1,Más de 10.000,Alta / Media Alta,Parado,"Tercer grado, segundo ciclo y más",PSOE
1,55,6,3,10,18,1,1,Menos de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, primer ciclo y menos",PSOE
2,32,1,4,10,1,1,1,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,54,13,6,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX
1,67,14,4,10,15,1,1,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",PSOE
2,34,4,7,10,16,12,1,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,35,10,4,5,3,3,5,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",VOX
2,64,9,4,10,5,5,5,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",VOX
2,18,1,5,10,1,1,18,Más de 10.000,Alta / Media Alta,Estudiante,"Tercer grado, primer ciclo",Abstención
2,70,13,6,10,2,2,2,Menos de 10.000,Media baja / Baja,Pensionista,"Tercer grado, segundo ciclo y más",PP
1,36,14,4,5,18,16,18,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,65,1,7,10,5,5,3,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
1,54,1,4,10,5,5,3,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",CS
1,39,8,4,10,1,1,1,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,23,13,5,7,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE
1,48,13,6,8,6,6,6,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",MP
2,33,7,4,10,4,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,41,12,7,5,18,16,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,50,15,5,99,18,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",VOX
2,66,9,4,10,7,7,7,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",ERC
2,37,8,6,10,6,15,4,Más de 10.000,Alta / Media Alta,Trabajo del hogar no remunerado,"Tercer grado, segundo ciclo y más",UP
1,65,1,5,10,18,15,5,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, primer ciclo",VOX
2,60,1,5,10,4,4,4,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, primer ciclo",UP
1,30,7,6,4,18,16,20,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",Abstención
1,44,1,4,0,17,15,18,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,62,9,3,9,19,17,20,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",Abstención
1,69,9,4,9,1,1,1,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE
1,56,4,4,99,18,16,1,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PSOE
1,65,7,4,10,3,3,3,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",CS
2,47,9,3,9,18,1,16,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",Blanco
2,55,5,5,7,2,1,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Abstención
2,64,8,4,10,2,2,2,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PP
2,65,12,3,10,4,4,4,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, primer ciclo y menos",UP
2,31,2,5,4,16,4,17,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Nulo
2,69,7,5,7,2,2,18,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",Abstención
2,28,13,7,10,3,3,3,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",CS
2,38,5,7,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX
2,36,7,4,5,18,12,12,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Otros
2,41,10,3,7,19,17,5,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",VOX
2,68,1,5,10,18,15,16,Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, primer ciclo",Blanco
2,55,10,4,10,1,1,1,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PSOE
1,67,5,6,10,4,4,18,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",Abstención
1,30,9,4,6,4,4,4,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP
1,63,9,4,10,8,4,8,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",JXCAT
2,40,12,6,4,16,9,10,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",BILDU
2,35,1,4,10,16,15,17,Menos de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Nulo
1,49,7,5,10,1,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",PSOE
1,55,1,6,3,18,5,3,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",CS
2,51,12,6,8,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,63,13,5,10,5,5,18,Más de 10.000,Alta / Media Alta,Parado,"Tercer grado, primer ciclo",Abstención
2,54,9,8,10,5,2,2,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",PP
1,33,13,4,9,16,2,3,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",CS
1,60,10,6,10,4,4,4,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",UP
2,69,10,4,10,5,5,5,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",VOX
2,59,12,4,10,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",UP
2,57,5,4,10,1,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,69,5,6,10,18,16,3,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",CS
2,39,13,4,10,5,5,5,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",VOX
2,33,4,4,10,18,4,4,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",UP
2,24,7,4,9,1,1,1,Más de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",PSOE
2,55,10,4,10,5,5,5,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",VOX
2,40,12,3,10,2,2,2,Menos de 10.000,Media,Pensionista,"Segundo grado, primer ciclo y menos",PP
1,41,9,5,10,5,8,8,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",JXCAT
2,57,9,5,10,2,2,2,Más de 10.000,Media,Parado,"Tercer grado, primer ciclo",PP
1,57,13,7,10,2,2,2,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
2,23,15,6,10,2,2,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
1,36,12,5,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE
1,57,16,4,10,9,9,9,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PNV
1,43,1,6,10,2,2,2,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",PP
1,72,13,4,10,5,5,5,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",VOX
1,65,11,4,10,2,2,2,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PP
2,48,7,5,5,15,15,16,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",Blanco
2,51,14,5,99,18,16,19,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",Abstención
2,69,10,5,10,2,2,2,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",PP
2,47,10,5,10,2,3,3,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",CS
1,60,1,6,8,2,2,19,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
2,43,8,4,7,1,1,2,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PP
2,36,8,4,2,1,1,1,Más de 10.000,Alta / Media Alta,Parado,"Segundo grado, segundo ciclo",PSOE
2,20,14,4,10,1,1,1,Más de 10.000,Media baja / Baja,Estudiante,"Segundo grado, segundo ciclo",PSOE
1,57,3,6,8,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX
2,54,13,5,10,6,12,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE
2,40,7,7,7,5,2,2,Más de 10.000,Alta / Media Alta,Parado,"Tercer grado, segundo ciclo y más",PP
1,40,14,7,7,18,4,4,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",UP
1,71,3,5,10,18,4,4,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",UP
1,49,7,6,9,5,5,5,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX
1,54,13,4,6,1,1,18,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,43,14,4,10,5,5,5,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",VOX
1,48,12,6,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
2,20,13,5,10,4,4,4,Más de 10.000,Media,Estudiante,"Tercer grado, primer ciclo",UP
2,19,9,4,10,18,16,18,Más de 10.000,Media,Estudiante,"Segundo grado, segundo ciclo",Abstención
2,26,1,7,10,2,2,2,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",PP
2,41,16,6,7,10,10,10,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",BILDU
1,53,15,4,0,18,17,20,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,44,14,6,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,46,9,4,10,4,4,4,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP
1,49,14,5,0,17,15,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Abstención
1,30,13,7,10,3,5,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS
2,25,10,4,1,17,16,5,Más de 10.000,Media baja / Baja,Estudiante,"Segundo grado, segundo ciclo",VOX
2,52,9,3,10,1,1,1,Más de 10.000,Media,Parado,"Segundo grado, primer ciclo y menos",PSOE
2,20,1,4,8,2,2,18,Más de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",Abstención
1,67,10,6,10,5,5,5,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",VOX
1,69,9,4,7,3,3,3,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",CS
2,36,1,4,0,17,15,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,60,11,3,10,1,1,1,Más de 10.000,Media,Pensionista,"Segundo grado, primer ciclo y menos",PSOE
2,19,16,4,10,10,10,18,Más de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",Abstención
1,50,1,4,0,17,15,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,32,13,4,10,2,2,18,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,63,9,3,10,8,8,8,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",JXCAT
1,49,13,6,10,1,6,1,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,49,1,4,10,18,1,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,18,10,4,10,5,2,18,Menos de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",Abstención
2,55,1,4,10,2,3,3,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",CS
1,27,5,6,10,1,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,67,9,5,10,7,7,7,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",ERC
2,73,13,4,10,18,2,2,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PP
2,41,9,3,0,17,15,18,Más de 10.000,Media,Pensionista,"Segundo grado, primer ciclo y menos",Abstención
1,57,13,8,10,1,1,1,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,20,13,4,10,5,5,5,Más de 10.000,Media baja / Baja,Estudiante,"Segundo grado, segundo ciclo",VOX
2,57,1,3,0,17,1,18,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",Abstención
1,44,10,3,8,2,2,2,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PP
2,35,5,6,10,2,2,3,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",CS
2,45,12,4,10,18,1,1,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE
2,39,10,6,0,17,16,3,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",CS
1,46,13,4,10,5,5,5,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",VOX
2,26,9,7,10,2,2,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
2,56,10,4,10,2,2,2,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PP
1,50,1,4,10,4,4,4,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",UP
2,42,12,4,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,63,10,4,10,5,5,5,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",VOX
1,70,16,6,5,9,9,9,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PNV
1,44,4,3,8,4,4,4,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",UP
2,48,7,1,10,19,2,2,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PP
1,37,1,8,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,32,13,6,10,2,5,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP
1,73,10,3,9,1,1,1,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PSOE
1,49,16,6,10,1,4,20,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
2,28,11,4,10,3,3,3,Menos de 10.000,Media,Parado,"Segundo grado, segundo ciclo",CS
1,57,5,6,10,2,2,1,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,56,10,4,99,16,15,17,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Nulo
1,56,9,4,10,8,8,8,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",JXCAT
2,54,10,4,10,4,4,4,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",UP
2,54,12,4,0,1,1,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE
1,72,13,4,10,5,5,5,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",VOX
2,60,10,4,1,17,12,18,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención
1,56,12,5,10,13,13,13,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",Otros
2,55,11,4,10,1,1,1,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",PSOE
2,43,1,6,99,14,14,19,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención
2,58,1,4,8,4,4,4,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",UP
2,29,10,7,5,4,5,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,61,9,4,9,4,4,4,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",UP
1,38,16,5,10,2,17,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP
1,42,2,4,5,19,17,20,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención
2,50,7,4,0,17,16,19,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención
1,31,1,7,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,74,13,4,9,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PP
2,36,10,5,8,2,3,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP
1,36,4,7,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
2,23,9,6,7,18,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP
1,68,10,5,10,1,1,1,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",PSOE
2,24,9,3,9,11,1,19,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, primer ciclo y menos",Abstención
1,60,10,6,10,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX
1,25,11,4,8,5,2,2,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PP
2,55,9,5,5,16,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE
1,52,9,6,10,2,3,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,33,10,9,0,17,16,18,Más de 10.000,Alta / Media Alta,Pensionista,Otros,Abstención
2,23,5,6,4,1,1,4,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",UP
1,62,1,6,9,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE
1,60,1,3,9,18,1,1,Más de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PSOE
1,67,4,3,10,2,2,2,Menos de 10.000,Media,Trabaja,"Segundo grado, primer ciclo y menos",PP
2,52,13,4,10,5,3,5,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",VOX
1,67,7,4,10,5,2,5,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",VOX
2,61,9,4,10,1,1,1,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",PSOE
2,55,10,4,9,4,4,4,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",UP
2,39,13,5,9,1,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",PSOE
2,55,12,5,2,18,16,18,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",Abstención
2,58,9,4,10,1,1,1,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",PSOE
