id,sexo,edad,edad_r,hab,prov,ccaa,edu,cs,p1_1,p1_2,p1_3,p1_4,p1_5,p1_6,p1_7,p1_8,p1_9,p1_10,p2_1,p2_2,p2_3,p3_1,p3_2,p3_3,p3_4,p3_5,p3_6,p4_1,p4_2,p4_3,p4_4,p4_5,p4_6,p4_7,p4_8,p4_9,p5_1,p5_2,p5_3,p5_4,p5_5,p5_6,p5_7,p5_8,p5_9,p5_10,p5_11,p5_12,p6,p7,p8,p9,hab_r,clase_social_r,situacion_laboral_r,educacion_r,recuerdo_r,ponde
1132,1,36,3,5,32,12,5,3,4,5,5,4,4,5,3,2,4,3,4,4,5,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE,0.7709263579450699
1133,1,57,5,1,48,16,4,4,5,5,4,4,4,5,4,3,4,3,4,4,5,3,4,3,3,3,4,2,2,2,3,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,9,9,9,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PNV,1.1444014429009963
1134,1,43,3,4,11,1,6,6,4,4,4,3,4,3,3,1,2,4,4,2,3,2,2,2,2,2,2,3,2,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",PP,1.018454741218975
1135,1,72,6,5,28,13,4,4,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",VOX,1.1662306333226868
1136,1,65,6,3,6,11,4,4,4,4,4,1,4,2,1,1,2,3,4,5,2,1,2,2,2,2,2,4,4,3,3,3,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,10,2,2,2,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PP,1.1886184388369465
1137,2,48,4,4,40,7,5,6,4,4,4,4,4,4,3,2,4,4,3,4,3,5,2,5,5,5,5,2,3,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,15,15,16,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",Blanco,0.9090703646351516
1138,2,51,4,5,30,14,5,6,4,4,4,4,4,4,4,6,4,4,4,4,3,3,3,3,3,3,4,5,2,3,3,3,5,3,4,3,1,1,6,4,4,1,1,4,1,1,6,6,99,18,16,19,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",Abstención,0.7812097351321041
1139,2,69,6,4,3,10,5,7,3,2,3,4,3,3,2,2,2,4,5,4,2,1,2,2,1,1,2,3,4,1,1,1,1,1,2,1,2,2,2,2,5,5,5,5,5,5,5,5,10,2,2,2,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",PP,2.23856464252308
1140,2,47,4,3,3,10,5,4,5,4,5,2,3,3,3,1,1,3,5,4,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,6,2,2,2,2,2,2,2,2,2,2,2,10,2,3,3,Más de 10.000,Media,Trabaja,"Tercer grado, primer ciclo",CS,0.7001711268454237
1141,1,60,5,5,29,1,6,1,4,3,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,19,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,0.7714579879827927
1142,2,43,3,3,13,8,4,2,4,4,2,3,2,3,4,3,4,3,4,3,4,4,2,3,3,2,3,3,4,3,3,2,2,3,3,2,1,1,1,2,1,1,2,2,2,2,1,1,7,1,1,2,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PP,0.7913174195077121
1143,2,36,3,2,13,8,4,3,5,4,3,4,3,3,2,5,4,3,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,1,Más de 10.000,Alta / Media Alta,Parado,"Segundo grado, segundo ciclo",PSOE,0.9476997180177515
1144,2,20,1,3,30,14,4,6,5,4,4,5,4,5,6,1,4,4,4,4,3,2,2,2,3,3,2,3,3,3,4,3,3,3,4,3,1,1,1,1,1,1,1,1,5,1,1,1,10,1,1,1,Más de 10.000,Media baja / Baja,Estudiante,"Segundo grado, segundo ciclo",PSOE,1.288541081046854
1145,1,57,5,5,33,3,6,1,1,2,2,2,3,3,3,1,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,8,5,5,5,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX,0.7996046939126351
1146,2,54,4,4,28,13,5,2,4,4,2,5,1,5,3,1,3,4,2,4,3,1,1,1,1,1,1,2,3,1,1,1,1,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,10,6,12,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PSOE,0.7402364701202262
1147,2,40,3,4,5,7,7,1,5,4,2,5,3,4,1,3,1,1,5,3,1,1,1,2,1,1,1,1,4,3,3,1,4,4,1,1,2,3,2,2,4,3,3,2,5,3,3,3,7,5,2,2,Más de 10.000,Alta / Media Alta,Parado,"Tercer grado, segundo ciclo y más",PP,0.9875574741071386
1148,1,40,3,5,30,14,7,7,5,4,4,5,4,4,5,3,3,4,4,3,2,2,2,2,2,2,2,4,4,2,2,2,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,7,18,4,4,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",UP,1.1468588634750205
1149,1,71,6,4,33,3,5,6,5,5,5,5,4,5,1,5,2,1,4,4,4,3,4,3,4,2,3,3,3,2,2,2,3,2,2,2,6,5,6,5,4,4,1,4,4,6,5,5,10,18,4,4,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",UP,1.872418692989086
1150,1,49,4,1,47,7,6,3,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,9,5,5,5,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",VOX,1.1065211838776343
1151,1,54,4,2,28,13,4,4,5,4,5,5,3,4,3,1,4,3,4,5,3,2,3,4,3,3,2,2,5,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,18,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.7194174995496655
1152,2,43,3,3,30,14,4,4,1,3,1,3,2,1,3,1,2,1,4,1,4,4,4,1,1,1,1,1,1,1,2,4,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",VOX,0.8463725056313363
1153,1,48,4,4,36,12,6,2,3,3,1,4,3,3,3,1,1,3,1,4,2,1,1,1,1,1,1,3,4,2,2,1,1,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP,0.7546523341914217
1154,2,20,1,6,28,13,5,4,5,4,4,5,3,5,4,2,1,2,5,5,1,2,2,4,2,2,3,4,4,1,1,2,2,1,2,1,4,4,5,4,4,4,4,4,5,4,4,4,10,4,4,4,Más de 10.000,Media,Estudiante,"Tercer grado, primer ciclo",UP,0.8713019306080733
1155,2,19,1,5,8,9,4,4,3,4,4,5,4,3,3,3,3,3,3,5,3,2,2,3,2,2,2,1,2,3,3,2,2,2,2,3,6,2,2,2,6,1,1,1,6,2,2,2,10,18,16,18,Más de 10.000,Media,Estudiante,"Segundo grado, segundo ciclo",Abstención,0.9154670931709925
1156,2,26,2,3,11,1,7,4,5,4,5,5,3,5,3,1,4,6,1,5,3,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,5,2,2,2,2,5,2,4,3,2,5,5,10,2,2,2,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",PP,1.0712797205090412
1157,2,41,3,5,48,16,6,1,5,3,3,5,4,3,4,4,4,5,3,4,4,3,3,2,4,2,3,2,4,3,2,4,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,7,10,10,10,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",BILDU,0.9645491487018857
1158,1,53,4,2,31,15,4,4,4,1,2,2,4,3,2,2,4,4,3,4,2,1,2,2,2,1,1,3,3,2,1,1,2,1,1,2,1,6,5,6,1,1,1,1,6,1,6,1,0,18,17,20,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.8108362293386957
1159,2,44,3,3,30,14,6,2,4,5,4,5,5,5,4,1,4,4,5,5,3,3,3,4,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.8560096122717222
1160,1,46,4,6,8,9,4,4,5,4,5,5,5,5,5,5,4,4,5,5,4,4,3,3,3,3,3,4,4,2,3,3,1,2,2,3,1,2,1,2,4,4,6,4,1,2,2,4,10,4,4,4,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",UP,0.5969819714832526
1161,1,49,4,5,30,14,5,2,4,4,4,5,4,4,4,3,3,3,3,4,2,2,2,5,2,2,2,3,4,1,2,2,2,1,1,2,5,5,5,5,5,5,5,5,5,5,5,5,0,17,15,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",Abstención,0.6894759556072462
1162,1,30,2,6,28,13,7,1,5,4,4,5,5,5,3,2,4,4,4,4,5,2,3,3,3,3,4,3,3,4,3,3,2,2,1,4,2,3,2,1,2,2,2,2,3,3,3,3,10,3,5,3,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",CS,0.9039740511454522
1163,2,25,2,3,3,10,4,6,5,2,6,4,6,5,4,6,6,3,4,4,3,2,2,3,2,1,2,4,4,2,4,3,1,2,4,3,6,5,2,4,1,5,2,1,2,2,2,4,1,17,16,5,Más de 10.000,Media baja / Baja,Estudiante,"Segundo grado, segundo ciclo",VOX,1.089487769321165
1164,2,52,4,3,17,9,3,4,5,5,5,5,4,5,4,5,5,5,5,5,5,4,4,4,4,4,4,3,2,4,4,4,3,3,3,4,1,1,6,1,1,1,6,1,1,1,6,1,10,1,1,1,Más de 10.000,Media,Parado,"Segundo grado, primer ciclo y menos",PSOE,0.6976000455129934
1165,2,20,1,5,11,1,4,2,4,4,4,5,3,5,3,1,3,3,1,4,3,5,1,2,1,2,2,1,1,2,3,2,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,8,2,2,18,Más de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",Abstención,1.033634996151275
1166,1,67,6,3,46,10,6,4,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,2,2,1,6,3,3,3,3,5,5,3,3,5,3,3,10,5,5,5,Más de 10.000,Media,Pensionista,"Tercer grado, segundo ciclo y más",VOX,1.3401140787427865
1167,1,69,6,5,8,9,4,4,4,4,3,3,4,3,4,2,3,3,4,4,4,2,2,2,2,3,2,3,3,2,2,2,2,2,2,2,5,2,1,2,1,5,2,5,5,1,2,1,7,3,3,3,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",CS,1.1909591898913616
1168,2,36,3,3,41,1,4,5,2,3,3,4,2,6,6,6,3,3,3,3,6,1,1,2,2,1,1,4,3,1,2,2,2,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,0,17,15,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.9645899413340667
1169,1,60,5,5,6,11,3,4,5,5,5,5,5,5,5,4,4,4,4,5,3,3,3,3,3,3,3,3,5,3,3,3,5,3,3,5,1,1,1,1,1,1,1,1,1,6,1,1,10,1,1,1,Más de 10.000,Media,Pensionista,"Segundo grado, primer ciclo y menos",PSOE,0.5472491887818779
1170,2,19,1,3,20,16,4,2,4,4,4,5,3,5,4,1,5,5,5,5,5,3,2,3,4,2,3,3,4,4,3,3,4,4,4,3,1,1,1,1,1,1,5,5,1,1,1,5,10,10,10,18,Más de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",Abstención,1.3094172223170712
1171,1,50,4,3,41,1,4,5,1,3,3,4,1,1,1,1,1,2,4,4,3,1,2,3,2,2,3,3,3,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,2,0,17,15,18,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.871024568700555
1172,1,32,2,6,28,13,4,2,4,1,4,4,1,4,1,1,2,6,2,2,3,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,5,5,2,5,2,10,2,2,18,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.8133077045936917
1173,2,63,5,4,8,9,3,6,3,4,4,5,3,5,4,5,4,3,4,4,4,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,10,8,8,8,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",JXCAT,0.846172413083982
1174,1,49,4,4,28,13,6,6,4,5,5,5,4,5,3,3,5,5,5,5,4,2,3,3,3,2,3,4,3,2,2,2,2,2,2,3,1,5,1,5,1,1,6,1,1,6,2,6,10,1,6,1,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.817233326288338
1175,1,49,4,5,23,1,4,5,5,5,3,5,3,2,4,1,3,3,5,5,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,10,18,1,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE,0.7769323638848733
1176,2,18,1,1,3,10,4,1,4,3,5,4,3,5,6,6,1,2,5,2,1,2,1,2,2,2,2,3,3,1,2,2,1,1,1,2,5,2,6,2,2,2,2,2,3,2,2,2,10,5,2,18,Menos de 10.000,Alta / Media Alta,Estudiante,"Segundo grado, segundo ciclo",Abstención,1.5243308703471043
1177,2,55,5,4,4,1,4,6,4,2,3,5,4,4,2,1,2,1,4,5,3,2,1,1,1,1,2,2,3,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,3,5,5,2,10,2,3,3,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",CS,0.9446397895279021
1178,1,27,2,4,38,5,6,4,5,5,4,4,4,4,3,3,4,4,4,5,4,2,2,3,3,2,3,4,3,2,2,2,3,2,3,2,1,2,1,4,4,1,1,4,1,2,2,1,10,1,1,1,Más de 10.000,Media,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,1.048275204207846
1179,2,67,6,3,43,9,5,6,5,5,5,5,4,5,5,5,4,5,5,5,4,3,3,3,4,3,3,3,3,3,3,3,3,2,3,3,1,1,1,4,4,4,1,4,4,4,1,4,10,7,7,7,Más de 10.000,Media baja / Baja,Pensionista,"Tercer grado, primer ciclo",ERC,1.5300643210866656
1180,2,73,6,6,28,13,4,7,1,3,1,1,1,3,1,1,1,1,1,4,3,2,2,2,1,1,1,3,4,2,3,2,2,2,1,3,2,2,2,2,2,2,2,2,3,2,3,3,10,18,2,2,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",PP,1.7672230602441468
1181,2,41,3,6,8,9,3,4,3,4,4,4,2,3,6,4,3,3,4,3,6,5,5,5,2,1,5,5,5,2,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,0,17,15,18,Más de 10.000,Media,Pensionista,"Segundo grado, primer ciclo y menos",Abstención,0.6611097155498182
1182,1,57,5,1,28,13,8,1,5,5,5,3,5,5,5,3,5,5,5,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Menos de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.9986495486490653
1183,2,20,1,5,28,13,4,6,1,2,2,2,2,1,1,1,1,2,2,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,6,3,3,5,3,3,3,3,3,3,10,5,5,5,Más de 10.000,Media baja / Baja,Estudiante,"Segundo grado, segundo ciclo",VOX,1.0140501959405983
1184,2,57,5,3,29,1,3,6,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,0,17,1,18,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",Abstención,0.8816717309626921
1185,1,44,3,6,46,10,3,7,4,3,3,4,3,4,3,2,4,3,3,4,4,2,1,2,2,2,2,3,4,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,8,2,2,2,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",PP,1.0080146820931148
1186,2,35,3,3,38,5,6,4,5,5,5,1,4,1,5,1,4,4,5,5,3,3,3,3,3,2,2,3,2,2,2,1,2,2,2,1,2,2,2,2,2,5,2,2,3,2,2,2,10,2,2,3,Más de 10.000,Media,Parado,"Tercer grado, segundo ciclo y más",CS,0.7876609360322122
1187,2,45,4,1,32,12,4,4,4,3,4,5,4,4,4,3,4,3,4,4,4,2,3,3,3,3,3,3,4,2,3,3,2,3,2,3,6,2,5,6,1,1,6,1,1,6,6,1,10,18,1,1,Menos de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",PSOE,0.9287106309043546
1188,2,39,3,5,12,10,6,6,4,3,3,4,3,3,3,2,3,6,4,4,3,2,3,2,2,2,2,3,3,2,2,2,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,0,17,16,3,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, segundo ciclo y más",CS,0.7722572850802591
1189,1,46,4,3,28,13,4,5,3,4,2,2,2,3,1,1,1,2,1,1,1,2,2,4,1,1,1,1,1,1,3,2,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",VOX,0.7640303272534933
1190,2,26,2,6,8,9,7,1,3,4,5,5,3,4,4,3,4,5,5,5,5,2,3,4,3,3,3,4,4,2,2,4,4,2,4,4,3,5,3,3,5,5,2,5,3,2,5,5,10,2,2,18,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,0.9352007891618099
1191,2,56,5,3,3,10,4,6,3,5,5,5,2,5,3,1,2,1,4,4,3,1,1,1,1,1,1,3,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,2,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",PP,0.7926787964365335
1192,1,50,4,1,41,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,5,3,3,3,3,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,10,4,4,4,Menos de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",UP,1.1375461483749956
1193,2,42,3,2,15,12,4,3,4,5,4,4,5,4,4,2,4,4,3,4,3,2,2,2,3,2,2,3,3,2,2,2,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",PSOE,0.9341571670929918
1194,1,63,5,6,46,10,4,4,5,1,5,1,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,10,5,5,5,Más de 10.000,Media,Trabaja,"Segundo grado, segundo ciclo",VOX,0.5996844761400874
1195,1,70,6,5,48,16,6,2,1,5,1,5,2,3,5,3,3,1,2,3,4,1,2,2,1,1,1,2,4,1,1,1,2,1,1,1,5,5,5,5,5,5,5,5,2,5,5,5,5,9,9,9,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PNV,1.5194450487008129
1196,1,44,3,1,7,4,3,6,4,4,4,4,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,3,2,3,2,3,3,2,3,2,1,4,1,1,4,4,1,4,4,1,4,1,8,4,4,4,Menos de 10.000,Media baja / Baja,Parado,"Segundo grado, primer ciclo y menos",UP,1.3685530772847208
1197,2,48,4,1,9,7,1,7,1,1,1,1,1,1,1,1,1,1,3,4,3,1,1,1,1,1,2,4,4,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,10,19,2,2,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PP,1.5195484869715528
1198,1,37,3,6,41,1,8,1,5,5,4,5,4,5,3,4,4,2,5,5,4,3,3,3,4,3,4,4,4,2,2,3,4,2,4,3,1,1,1,1,1,1,1,1,4,5,5,1,10,1,1,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.8189598649839934
1199,2,32,2,4,28,13,6,1,4,5,1,5,3,5,2,1,1,2,5,2,2,1,2,2,2,2,2,3,4,2,2,2,2,1,2,2,3,2,2,2,2,2,3,2,2,2,2,2,10,2,5,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PP,1.131776226023353
1200,1,73,6,1,46,10,3,5,5,5,5,5,5,4,5,2,4,5,5,5,1,3,3,4,4,3,4,4,3,4,4,4,3,3,4,3,1,1,4,1,4,1,1,4,3,4,4,1,9,1,1,1,Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",PSOE,1.9987948077857067
1201,1,49,4,3,48,16,6,2,5,3,5,5,4,3,5,3,5,5,5,5,5,2,3,3,3,2,2,4,4,3,2,3,2,2,4,2,1,1,1,4,1,1,1,4,1,1,1,1,10,1,4,20,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,0.8785331492917536
1202,2,28,2,1,6,11,4,4,5,5,4,5,4,5,3,2,3,2,4,5,3,2,2,3,3,2,2,3,3,2,2,2,1,1,1,1,5,2,5,5,4,4,6,1,1,1,5,2,10,3,3,3,Menos de 10.000,Media,Parado,"Segundo grado, segundo ciclo",CS,1.1245204223314922
1203,1,57,5,3,38,5,6,5,3,2,3,1,2,1,1,1,3,2,3,3,2,2,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,2,2,1,Más de 10.000,Media baja / Baja,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,0.8065733618930785
1204,1,56,5,6,46,10,4,6,3,4,4,3,2,1,3,1,2,3,1,4,2,2,1,1,1,1,1,3,3,2,2,2,1,2,3,2,5,5,5,3,5,5,5,5,5,5,5,3,99,16,15,17,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Nulo,0.6783470753670418
1205,1,56,5,3,17,9,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,2,2,2,2,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,4,5,5,5,6,10,8,8,8,Más de 10.000,Alta / Media Alta,Trabaja,"Segundo grado, segundo ciclo",JXCAT,0.7824338846287238
1206,2,54,4,6,46,10,4,5,5,5,5,5,5,5,5,3,4,3,5,4,3,3,3,3,3,2,2,3,4,3,3,2,2,2,2,2,4,6,4,4,4,4,6,4,6,4,6,5,10,4,4,4,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",UP,0.6877781532805981
1207,2,54,4,4,36,12,4,6,5,4,4,4,3,4,2,3,3,2,5,5,5,3,2,2,2,2,2,4,4,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",PSOE,0.8550577366998594
1208,1,72,6,6,28,13,4,4,5,1,5,4,2,2,3,1,1,3,1,4,1,1,2,1,1,1,1,3,2,2,1,2,2,1,2,1,2,2,5,2,5,5,5,5,3,5,5,3,10,5,5,5,Más de 10.000,Media,Pensionista,"Segundo grado, segundo ciclo",VOX,1.133503376766322
1209,2,60,5,3,46,10,4,7,4,4,2,4,3,4,2,2,3,3,1,2,2,1,1,1,1,1,1,3,3,2,2,2,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,1,17,12,18,Más de 10.000,Media baja / Baja,Parado,"Segundo grado, segundo ciclo",Abstención,1.0784504032959388
1210,1,56,5,5,36,12,5,7,5,5,5,5,4,5,5,5,3,3,5,5,3,3,3,4,4,3,3,3,3,3,3,3,3,2,3,2,6,6,1,6,4,4,4,4,4,4,6,4,10,13,13,13,Más de 10.000,Media baja / Baja,Parado,"Tercer grado, primer ciclo",Otros,0.9567958738221437
1211,2,55,5,3,10,11,4,6,5,5,5,5,4,4,4,2,4,4,4,5,5,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,10,1,1,1,Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",PSOE,0.7030689763392756
1212,2,43,3,2,41,1,6,2,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,4,4,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,99,14,14,19,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",Abstención,0.9186080001177221
1213,2,58,5,3,41,1,4,1,4,4,4,5,4,5,4,5,4,4,4,4,3,1,3,4,3,3,3,2,3,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,8,4,4,4,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",UP,0.8761852504382349
1214,2,29,2,3,3,10,7,1,3,1,1,2,3,1,2,2,2,2,3,1,3,3,2,2,3,4,4,1,2,2,2,1,2,1,1,1,4,4,3,5,4,4,3,1,2,2,5,4,5,4,5,1,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, segundo ciclo y más",PSOE,1.082708087929443
1215,2,61,5,5,8,9,4,2,5,4,3,4,4,4,4,4,3,3,4,3,3,2,3,2,3,3,3,3,3,2,2,3,3,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,9,4,4,4,Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, segundo ciclo",UP,0.6298545857958411
1216,1,38,3,5,20,16,5,1,4,4,3,4,3,3,3,1,3,4,4,3,3,2,2,3,2,2,2,3,3,3,5,2,3,3,2,2,5,5,6,6,6,6,6,5,2,6,5,2,10,2,17,2,Más de 10.000,Alta / Media Alta,Trabaja,"Tercer grado, primer ciclo",PP,0.9521116882614997
1217,1,42,3,6,50,2,4,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,5,19,17,20,Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",Abstención,0.7558217746334648
