year,month,day,hour,minute,second,laborday,saturday,sunday,holiday,CO,PM25,NOx,O3,windspeed,winddirection,temperature,humidity,pressure,rain,traffic
2020,5,22,16,0,0,0,1,0,0,0.2,18.0,21.0,111.8,1.59,201.0,32.4,25.0,952.0,0.0,868.0
2020,5,22,17,0,0,0,1,0,0,0.2,18.0,21.0,113.8,1.34,201.0,33.2,23.0,952.0,0.0,824.0
2020,5,22,18,0,0,0,1,0,0,0.2,15.0,19.0,112.2,1.44,210.0,32.8,24.0,951.0,0.0,993.0
2020,5,22,19,0,0,0,1,0,0,0.2,10.0,18.0,111.9,1.14,228.0,31.6,25.0,951.0,0.0,964.0
2020,5,22,20,0,0,0,1,0,0,0.2,13.0,22.0,103.2,0.89,246.0,29.9,28.0,951.0,0.0,914.0
2020,5,22,21,0,0,0,1,0,0,0.3,27.0,44.0,78.5,0.76,249.0,28.7,32.0,952.0,0.0,738.0
2020,5,22,22,0,0,0,1,0,0,0.3,11.0,36.0,71.42,0.69,5.0,27.4,36.0,952.0,0.0,481.0
2020,5,22,23,0,0,0,1,0,0,0.3,12.0,50.0,61.72,0.64,238.0,25.9,38.0,953.0,0.0,247.0
2020,5,23,0,0,0,0,0,1,0,0.4,15.0,82.0,33.97,0.53,223.0,23.3,45.0,953.0,0.0,185.0
2020,5,23,1,0,0,0,0,1,0,0.3,14.0,63.0,31.44,0.65,73.0,22.4,48.0,953.0,0.0,122.0
2020,5,23,2,0,0,0,0,1,0,0.2,16.0,32.0,51.33,0.59,94.0,22.5,46.0,953.0,0.0,104.0
2020,5,23,3,0,0,0,0,1,0,0.2,12.0,26.0,48.39,0.75,73.0,21.1,54.0,953.0,0.0,90.0
2020,5,23,4,0,0,0,0,1,0,0.2,11.0,29.0,40.3,0.62,58.0,20.0,59.0,953.0,0.0,69.0
2020,5,23,5,0,0,0,0,1,0,0.2,12.0,26.0,36.49,0.78,28.0,18.9,63.0,953.0,0.0,121.0
2020,5,23,6,0,0,0,0,1,0,0.2,9.0,32.0,34.93,0.6,20.0,18.2,63.0,953.0,0.0,227.0
2020,5,23,7,0,0,0,0,1,0,0.2,13.0,34.0,32.84,0.68,1.0,18.5,62.0,954.0,0.0,373.0
2020,5,23,8,0,0,0,0,1,0,0.2,14.0,36.0,35.72,0.7,54.0,22.1,52.0,954.0,0.0,516.0
2020,5,23,9,0,0,0,0,1,0,0.2,14.0,47.0,51.95,1.06,82.0,24.1,47.0,955.0,0.0,620.0
2020,5,23,10,0,0,0,0,1,0,0.2,15.0,40.0,73.38,1.19,57.0,25.5,44.0,955.0,0.0,766.0
2020,5,23,11,0,0,0,0,1,0,0.2,17.0,32.0,88.64,1.18,95.0,27.4,39.0,955.0,0.0,813.0
2020,5,23,12,0,0,0,0,1,0,0.2,13.0,24.0,108.9,1.15,66.0,29.3,34.0,955.0,0.0,891.0
2020,5,23,13,0,0,0,0,1,0,0.2,13.0,21.0,128.0,1.37,66.0,30.6,30.0,954.0,0.0,876.0
2020,5,23,14,0,0,0,0,1,0,0.2,8.0,17.0,129.1,1.53,182.0,31.3,27.0,954.0,0.0,920.0
2020,5,23,15,0,0,0,0,1,0,0.2,2.0,17.0,121.1,1.43,215.0,32.5,23.0,953.0,0.0,764.0
2020,5,23,16,0,0,0,0,1,0,0.2,6.0,13.0,110.2,1.37,196.0,33.3,21.0,953.0,0.0,662.0
2020,5,23,17,0,0,0,0,1,0,0.2,7.0,12.0,102.6,1.27,187.0,33.3,21.0,952.0,0.0,628.0
2020,5,23,18,0,0,0,0,1,0,0.2,7.0,14.0,97.87,1.24,208.0,33.6,23.0,952.0,0.0,626.0
2020,5,23,19,0,0,0,0,1,0,0.2,9.0,14.0,96.09,1.05,230.0,32.2,25.0,952.0,0.0,653.0
2020,5,23,20,0,0,0,0,1,0,0.2,7.0,19.0,91.35,0.92,229.0,30.3,28.0,952.0,0.0,691.0
2020,5,23,21,0,0,0,0,1,0,0.2,12.0,27.0,60.62,1.01,280.0,29.0,35.0,952.0,0.0,581.0
2020,5,23,22,0,0,0,0,1,0,0.2,10.0,32.0,51.29,0.95,65.0,27.6,40.0,953.0,0.0,446.0
2020,5,23,23,0,0,0,0,1,0,0.2,11.0,22.0,51.93,2.07,62.0,25.6,47.0,954.0,0.0,257.0
2020,5,24,0,0,0,0,0,0,1,0.2,3.0,17.0,51.9,2.68,66.0,23.6,51.0,954.0,0.0,210.0
2020,5,24,1,0,0,0,0,0,1,0.2,2.0,15.0,52.8,1.5,68.0,22.4,53.0,954.0,0.0,105.0
2020,5,24,2,0,0,0,0,0,1,0.2,1.0,12.0,54.53,1.6,70.0,20.7,58.0,955.0,0.0,99.0
2020,5,24,3,0,0,0,0,0,1,0.2,3.0,14.0,51.98,1.18,49.0,19.5,61.0,955.0,0.0,61.0
2020,5,24,4,0,0,0,0,0,1,0.2,4.0,12.0,53.0,1.27,70.0,18.8,62.0,955.0,0.0,49.0
2020,5,24,5,0,0,0,0,0,1,0.2,1.0,12.0,54.57,1.18,77.0,18.5,63.0,955.0,0.0,72.0
2020,5,24,6,0,0,0,0,0,1,0.2,3.0,15.0,52.57,1.21,71.0,18.1,63.0,955.0,0.0,113.0
2020,5,24,7,0,0,0,0,0,1,0.2,7.0,19.0,50.93,1.29,59.0,18.3,62.0,955.0,0.0,184.0
2020,5,24,8,0,0,0,0,0,1,0.2,3.0,23.0,51.84,1.42,69.0,19.9,56.0,956.0,0.0,288.0
2020,5,24,9,0,0,0,0,0,1,0.2,4.0,20.0,71.17,1.26,63.0,22.8,43.0,956.0,0.0,405.0
2020,5,24,10,0,0,0,0,0,1,0.2,4.0,17.0,84.94,1.62,103.0,23.1,42.0,956.0,0.0,467.0
2020,5,24,11,0,0,0,0,0,1,0.2,8.0,18.0,89.24,1.56,78.0,23.9,42.0,955.0,0.0,594.0
2020,5,24,12,0,0,0,0,0,1,0.2,8.0,16.0,99.94,1.5,1.0,25.0,40.0,955.0,0.0,628.0
2020,5,24,13,0,0,0,0,0,1,0.2,4.0,17.0,105.8,1.58,14.0,26.5,38.0,955.0,0.0,685.0
2020,5,24,14,0,0,0,0,0,1,0.2,6.0,14.0,108.0,1.41,41.0,28.0,36.0,954.0,0.0,684.0
2020,5,24,15,0,0,0,0,0,1,0.2,9.0,15.0,112.8,1.25,169.0,29.7,34.0,953.0,0.0,538.0
2020,5,24,16,0,0,0,0,0,1,0.2,10.0,16.0,110.7,0.94,10.0,29.9,34.0,953.0,0.0,464.0
2020,5,24,17,0,0,0,0,0,1,0.2,6.0,15.0,111.1,1.15,69.0,31.2,31.0,952.0,0.0,453.0
2020,5,24,18,0,0,0,0,0,1,0.2,7.0,15.0,105.9,1.34,72.0,32.0,29.0,952.0,0.0,464.0
2020,5,24,19,0,0,0,0,0,1,0.2,5.0,14.0,95.08,0.84,217.0,30.1,30.0,952.0,0.0,552.0
2020,5,24,20,0,0,0,0,0,1,0.2,5.0,16.0,79.7,0.87,238.0,29.4,30.0,951.0,0.0,606.0
2020,5,24,21,0,0,0,0,0,1,0.2,7.0,24.0,82.91,0.69,26.0,28.4,35.0,952.0,0.0,508.0
2020,5,24,22,0,0,0,0,0,1,0.3,10.0,34.0,71.06,0.61,236.0,26.9,40.0,952.0,0.0,373.0
2020,5,24,23,0,0,0,0,0,1,0.3,12.0,53.0,47.5,0.91,115.0,25.1,43.0,953.0,0.0,228.0
2020,5,25,0,0,0,0,1,0,0,0.2,9.0,30.0,66.06,1.01,122.0,24.0,40.0,953.0,0.0,185.0
2020,5,25,1,0,0,0,1,0,0,0.2,6.0,16.0,77.51,0.9,153.0,22.8,45.0,953.0,0.0,110.0
2020,5,25,2,0,0,0,1,0,0,0.2,7.0,14.0,71.84,0.62,46.0,21.8,53.0,953.0,0.0,74.0
2020,5,25,3,0,0,0,1,0,0,0.2,5.0,25.0,57.38,0.92,77.0,21.2,60.0,953.0,0.0,78.0
2020,5,25,4,0,0,0,1,0,0,0.2,9.0,17.0,61.32,0.93,74.0,20.7,65.0,953.0,0.0,78.0
2020,5,25,5,0,0,0,1,0,0,0.2,5.0,24.0,61.05,1.01,68.0,19.9,66.0,953.0,0.0,188.0
2020,5,25,6,0,0,0,1,0,0,0.2,10.0,46.0,48.45,1.02,77.0,19.3,68.0,953.0,0.0,551.0
2020,5,25,7,0,0,0,1,0,0,0.3,4.0,83.0,32.71,0.93,79.0,19.3,68.0,953.0,0.0,819.0
2020,5,25,8,0,0,0,1,0,0,0.3,4.0,91.0,32.72,0.91,86.0,21.5,62.0,953.0,0.0,962.0
2020,5,25,9,0,0,0,1,0,0,0.3,9.0,74.0,39.8,0.84,118.0,23.1,57.0,953.0,0.0,1061.0
2020,5,25,10,0,0,0,1,0,0,0.2,10.0,67.0,48.24,1.21,85.0,24.6,51.0,953.0,0.0,1081.0
2020,5,25,11,0,0,0,1,0,0,0.2,26.0,54.0,60.99,1.3,77.0,25.6,47.0,953.0,0.0,1053.0
2020,5,25,12,0,0,0,1,0,0,0.2,11.0,44.0,76.64,1.36,116.0,26.8,43.0,953.0,0.0,1309.0
2020,5,25,13,0,0,0,1,0,0,0.2,14.0,45.0,78.88,1.53,109.0,28.1,40.0,952.0,0.0,1318.0
2020,5,25,14,0,0,0,1,0,0,0.2,10.0,37.0,87.53,1.87,100.0,29.0,39.0,952.0,0.0,1210.0
2020,5,25,15,0,0,0,1,0,0,0.2,12.0,51.0,77.66,1.94,150.0,29.0,39.0,951.0,0.0,972.0
2020,5,25,16,0,0,0,1,0,0,0.2,7.0,39.0,84.85,1.9,101.0,29.5,38.0,951.0,0.0,845.0
2020,5,25,17,0,0,0,1,0,0,0.2,9.0,51.0,71.34,2.32,76.0,25.9,50.0,952.0,0.0,906.0
2020,5,25,18,0,0,0,1,0,0,0.3,4.0,63.0,51.23,1.55,78.0,21.3,75.0,952.0,5.6,1010.0
2020,5,25,19,0,0,0,1,0,0,0.3,1.0,75.0,41.81,0.77,46.0,21.8,78.0,951.0,0.1,949.0
2020,5,25,20,0,0,0,1,0,0,0.3,11.0,60.0,45.42,0.88,70.0,22.4,67.0,952.0,0.0,871.0
2020,5,25,21,0,0,0,1,0,0,0.3,10.0,52.0,53.24,2.77,73.0,21.2,61.0,953.0,0.0,662.0
2020,5,25,22,0,0,0,1,0,0,0.2,4.0,35.0,58.0,1.78,70.0,19.6,65.0,954.0,0.0,455.0
2020,5,25,23,0,0,0,1,0,0,0.2,3.0,34.0,56.76,1.22,50.0,19.7,65.0,954.0,0.1,279.0
2020,5,26,0,0,0,0,1,0,0,0.2,4.0,29.0,57.73,0.75,37.0,18.7,70.0,954.0,0.0,143.0
2020,5,26,1,0,0,0,1,0,0,0.2,3.0,32.0,58.58,0.78,70.0,18.4,67.0,954.0,0.0,109.0
2020,5,26,2,0,0,0,1,0,0,0.2,1.0,17.0,65.15,0.99,74.0,18.2,68.0,954.0,0.0,93.0
2020,5,26,3,0,0,0,1,0,0,0.2,18.0,15.0,52.04,1.55,62.0,18.0,74.0,954.0,0.0,58.0
2020,5,26,4,0,0,0,1,0,0,0.2,7.0,23.0,45.19,0.92,67.0,17.9,76.0,954.0,0.0,70.0
2020,5,26,5,0,0,0,1,0,0,0.2,8.0,20.0,43.16,1.01,69.0,17.8,77.0,954.0,0.0,172.0
2020,5,26,6,0,0,0,1,0,0,0.2,12.0,39.0,34.8,0.93,66.0,17.8,78.0,954.0,0.0,486.0
2020,5,26,7,0,0,0,1,0,0,0.3,10.0,59.0,30.23,0.8,79.0,18.8,73.0,954.0,0.0,840.0
2020,5,26,8,0,0,0,1,0,0,0.3,10.0,66.0,33.06,1.33,71.0,19.9,69.0,955.0,0.0,886.0
2020,5,26,9,0,0,0,1,0,0,0.3,9.0,68.0,34.77,1.66,78.0,19.1,72.0,955.0,0.0,1049.0
2020,5,26,10,0,0,0,1,0,0,0.3,11.0,62.0,35.29,1.7,64.0,19.5,72.0,955.0,0.0,984.0
2020,5,26,11,0,0,0,1,0,0,0.2,8.0,79.0,42.27,1.13,62.0,21.4,62.0,955.0,0.0,1207.0
2020,5,26,12,0,0,0,1,0,0,0.2,9.0,49.0,59.07,1.3,85.0,23.0,53.0,955.0,0.0,1217.0
2020,5,26,13,0,0,0,1,0,0,0.2,4.0,48.0,67.09,1.2,128.0,23.3,51.0,955.0,0.0,1289.0
2020,5,26,14,0,0,0,1,0,0,0.2,12.0,34.0,79.75,1.28,80.0,24.3,49.0,954.0,0.0,1200.0
2020,5,26,15,0,0,0,1,0,0,0.2,7.0,51.0,79.37,1.8,76.0,25.4,44.0,954.0,0.0,1026.0
2020,5,26,16,0,0,0,1,0,0,0.2,7.0,42.0,85.21,1.82,75.0,24.5,45.0,953.0,0.0,1066.0
2020,5,26,17,0,0,0,1,0,0,0.2,8.0,49.0,94.14,1.91,63.0,26.5,44.0,953.0,0.0,1127.0
2020,5,26,18,0,0,0,1,0,0,0.3,8.0,55.0,87.85,2.17,65.0,26.4,45.0,952.0,0.0,1222.0
2020,5,26,19,0,0,0,1,0,0,0.2,10.0,54.0,69.99,1.48,58.0,25.7,47.0,952.0,0.0,1230.0
2020,5,26,20,0,0,0,1,0,0,0.3,8.0,53.0,58.83,0.93,67.0,24.8,49.0,952.0,0.0,1075.0
2020,5,26,21,0,0,0,1,0,0,0.3,9.0,56.0,54.02,0.86,86.0,24.2,49.0,952.0,0.0,835.0
2020,5,26,22,0,0,0,1,0,0,0.3,8.0,40.0,55.55,1.0,49.0,23.5,53.0,953.0,0.0,629.0
2020,5,26,23,0,0,0,1,0,0,0.2,7.0,30.0,54.25,2.29,64.0,22.2,58.0,953.0,0.0,362.0
2020,5,27,0,0,0,0,1,0,0,0.2,3.0,29.0,51.29,1.62,64.0,21.4,60.0,954.0,0.0,257.0
2020,5,27,1,0,0,0,1,0,0,0.2,11.0,25.0,61.97,1.81,58.0,20.8,56.0,954.0,0.0,169.0
2020,5,27,2,0,0,0,1,0,0,0.2,10.0,23.0,57.19,1.09,65.0,20.1,61.0,954.0,0.0,110.0
2020,5,27,3,0,0,0,1,0,0,0.2,14.0,25.0,57.03,0.93,50.0,19.6,63.0,954.0,0.0,89.0
2020,5,27,4,0,0,0,1,0,0,0.2,8.0,29.0,45.74,0.56,66.0,19.0,68.0,954.0,0.0,90.0
2020,5,27,5,0,0,0,1,0,0,0.2,6.0,27.0,50.01,0.93,66.0,18.8,68.0,954.0,0.0,186.0
2020,5,27,6,0,0,0,1,0,0,0.3,4.0,53.0,33.49,0.56,23.0,18.1,72.0,954.0,0.0,504.0
2020,5,27,7,0,0,0,1,0,0,0.4,10.0,117.0,21.62,0.97,55.0,18.5,70.0,954.0,0.0,899.0
2020,5,27,8,0,0,0,1,0,0,0.3,14.0,73.0,43.11,1.74,62.0,20.5,52.0,955.0,0.0,945.0
2020,5,27,9,0,0,0,1,0,0,0.3,12.0,67.0,55.64,2.07,60.0,21.6,44.0,955.0,0.0,1077.0
2020,5,27,10,0,0,0,1,0,0,0.2,8.0,50.0,74.77,2.27,63.0,22.9,39.0,955.0,0.0,1101.0
2020,5,27,11,0,0,0,1,0,0,0.2,10.0,51.0,81.71,2.42,61.0,23.9,36.0,955.0,0.0,1265.0
2020,5,27,12,0,0,0,1,0,0,0.2,6.0,43.0,87.1,2.31,75.0,24.6,35.0,954.0,0.0,1124.0
2020,5,27,13,0,0,0,1,0,0,0.2,6.0,52.0,85.54,2.07,65.0,26.2,31.0,954.0,0.0,1087.0
2020,5,27,14,0,0,0,1,0,0,0.2,7.0,52.0,86.39,2.11,58.0,27.5,29.0,953.0,0.0,1308.0
2020,5,27,15,0,0,0,1,0,0,0.2,3.0,48.0,85.73,2.12,67.0,28.5,27.0,952.0,0.0,1112.0
2020,5,27,16,0,0,0,1,0,0,0.2,4.0,44.0,86.31,1.98,66.0,29.2,27.0,952.0,0.0,1062.0
2020,5,27,17,0,0,0,1,0,0,0.2,5.0,50.0,82.77,1.77,65.0,30.3,25.0,951.0,0.0,1191.0
2020,5,27,18,0,0,0,1,0,0,0.2,5.0,58.0,77.48,2.04,69.0,30.0,26.0,951.0,0.0,1365.0
2020,5,27,19,0,0,0,1,0,0,0.3,4.0,63.0,74.85,1.83,68.0,28.0,29.0,951.0,0.0,1344.0
2020,5,27,20,0,0,0,1,0,0,0.2,1.0,46.0,90.51,1.86,149.0,26.6,32.0,951.0,0.0,1140.0
2020,5,27,21,0,0,0,1,0,0,0.2,6.0,42.0,85.13,1.42,126.0,25.1,35.0,952.0,0.0,891.0
2020,5,27,22,0,0,0,1,0,0,0.2,14.0,51.0,75.22,1.08,97.0,23.8,38.0,953.0,0.0,647.0
2020,5,27,23,0,0,0,1,0,0,0.2,12.0,32.0,89.87,1.42,127.0,22.5,39.0,953.0,0.0,426.0
2020,5,28,0,0,0,0,1,0,0,0.2,8.0,32.0,87.91,0.98,92.0,21.4,43.0,954.0,0.0,297.0
2020,5,28,1,0,0,0,1,0,0,0.2,8.0,18.0,98.88,0.81,171.0,20.5,47.0,954.0,0.0,203.0
2020,5,28,2,0,0,0,1,0,0,0.2,9.0,21.0,91.47,0.66,121.0,19.6,52.0,954.0,0.0,124.0
2020,5,28,3,0,0,0,1,0,0,0.2,5.0,24.0,88.22,0.72,55.0,19.1,52.0,954.0,0.0,87.0
2020,5,28,4,0,0,0,1,0,0,0.2,7.0,25.0,78.09,0.96,73.0,18.3,51.0,954.0,0.0,106.0
2020,5,28,5,0,0,0,1,0,0,0.2,5.0,22.0,80.22,1.06,69.0,17.9,47.0,954.0,0.0,215.0
2020,5,28,6,0,0,0,1,0,0,0.2,8.0,39.0,72.4,1.02,53.0,17.8,46.0,954.0,0.0,536.0
2020,5,28,7,0,0,0,1,0,0,0.3,8.0,63.0,54.8,1.17,61.0,18.7,44.0,954.0,0.0,860.0
2020,5,28,8,0,0,0,1,0,0,0.3,11.0,58.0,64.97,1.9,60.0,19.9,41.0,954.0,0.0,1005.0
2020,5,28,9,0,0,0,1,0,0,0.3,13.0,48.0,75.59,1.94,59.0,20.9,40.0,954.0,0.0,908.0
2020,5,28,10,0,0,0,1,0,0,0.2,12.0,36.0,85.99,2.04,58.0,21.4,39.0,954.0,0.0,1125.0
2020,5,28,11,0,0,0,1,0,0,0.2,9.0,34.0,90.68,1.71,78.0,22.7,37.0,953.0,0.0,702.0
2020,5,28,12,0,0,0,1,0,0,0.2,10.0,37.0,90.6,1.89,61.0,23.5,35.0,953.0,0.0,733.0
2020,5,28,13,0,0,0,1,0,0,0.2,9.0,27.0,100.2,1.77,55.0,24.6,32.0,952.0,0.0,896.0
2020,5,28,14,0,0,0,1,0,0,0.2,9.0,33.0,96.8,1.94,54.0,26.1,29.0,951.0,0.0,1216.0
2020,5,28,15,0,0,0,1,0,0,0.2,11.0,26.0,101.7,1.64,66.0,27.4,26.0,950.0,0.0,1068.0
2020,5,28,16,0,0,0,1,0,0,0.2,9.0,29.0,97.68,1.54,110.0,29.0,24.0,950.0,0.0,989.0
2020,5,28,17,0,0,0,1,0,0,0.2,7.0,36.0,97.11,1.73,69.0,29.2,24.0,949.0,0.0,1156.0
2020,5,28,18,0,0,0,1,0,0,0.2,11.0,38.0,96.77,1.31,64.0,29.9,23.0,949.0,0.0,1281.0
2020,5,28,19,0,0,0,1,0,0,0.2,8.0,34.0,93.14,1.1,119.0,28.9,26.0,948.0,0.0,1245.0
2020,5,28,20,0,0,0,1,0,0,0.2,7.0,33.0,84.23,1.58,88.0,26.8,29.0,948.0,0.0,1208.0
2020,5,28,21,0,0,0,1,0,0,0.2,6.0,33.0,76.71,1.22,146.0,25.5,31.0,949.0,0.0,899.0
2020,5,28,22,0,0,0,1,0,0,0.3,9.0,49.0,56.65,0.77,76.0,24.4,34.0,949.0,0.0,662.0
2020,5,28,23,0,0,0,1,0,0,0.3,9.0,63.0,40.95,0.55,126.0,23.0,39.0,949.0,0.0,409.0
2020,5,29,0,0,0,0,1,0,0,0.3,11.0,53.0,46.96,0.68,65.0,21.7,44.0,949.0,0.0,325.0
2020,5,29,1,0,0,0,1,0,0,0.2,7.0,18.0,75.79,1.01,80.0,21.0,49.0,949.0,0.0,241.0
2020,5,29,2,0,0,0,1,0,0,0.2,5.0,16.0,75.47,0.91,57.0,20.1,51.0,950.0,0.0,165.0
2020,5,29,3,0,0,0,1,0,0,0.2,8.0,16.0,74.56,0.98,68.0,19.5,52.0,949.0,0.0,115.0
2020,5,29,4,0,0,0,1,0,0,0.2,8.0,12.0,84.22,1.14,64.0,19.0,49.0,949.0,0.0,101.0
2020,5,29,5,0,0,0,1,0,0,0.2,3.0,13.0,86.26,1.22,73.0,18.5,48.0,949.0,0.0,209.0
2020,5,29,6,0,0,0,1,0,0,0.2,6.0,33.0,70.45,1.38,61.0,18.0,49.0,949.0,0.0,543.0
2020,5,29,7,0,0,0,1,0,0,0.3,4.0,51.0,59.6,1.21,65.0,18.5,45.0,949.0,0.0,895.0
2020,5,29,8,0,0,0,1,0,0,0.2,6.0,53.0,65.29,0.87,100.0,21.4,39.0,949.0,0.0,995.0
2020,5,29,9,0,0,0,1,0,0,0.2,7.0,50.0,70.99,1.18,61.0,22.3,37.0,949.0,0.0,1111.0
2020,5,29,10,0,0,0,1,0,0,0.2,7.0,50.0,77.41,1.32,65.0,23.1,35.0,948.0,0.0,1124.0
2020,5,29,11,0,0,0,1,0,0,0.2,8.0,47.0,81.16,1.16,66.0,24.9,33.0,948.0,0.0,1263.0
2020,5,29,12,0,0,0,1,0,0,0.2,4.0,41.0,94.88,1.28,62.0,25.5,33.0,947.0,0.0,1286.0
2020,5,29,13,0,0,0,1,0,0,0.2,8.0,38.0,100.9,1.22,68.0,27.1,31.0,946.0,0.0,1352.0
2020,5,29,14,0,0,0,1,0,0,0.2,7.0,43.0,102.0,1.25,131.0,29.4,27.0,945.0,0.0,1322.0
2020,5,29,15,0,0,0,1,0,0,0.2,5.0,42.0,109.2,1.32,19.0,30.2,23.0,944.0,0.0,1186.0
2020,5,29,16,0,0,0,1,0,0,0.2,9.0,36.0,115.8,1.91,44.0,30.6,21.0,944.0,0.0,1062.0
2020,5,29,17,0,0,0,1,0,0,0.2,11.0,29.0,121.4,1.18,85.0,32.2,20.0,943.0,0.0,1239.0
2020,5,29,18,0,0,0,1,0,0,0.2,11.0,44.0,104.2,1.63,69.0,31.8,20.0,943.0,0.0,1239.0
2020,5,29,19,0,0,0,1,0,0,0.2,8.0,47.0,101.8,1.22,79.0,30.3,22.0,942.0,0.0,1266.0
2020,5,29,20,0,0,0,1,0,0,0.3,6.0,57.0,79.69,0.79,91.0,28.9,24.0,942.0,0.0,1268.0
2020,5,29,21,0,0,0,1,0,0,0.5,15.0,134.0,20.04,0.54,188.0,27.3,28.0,942.0,0.0,1076.0
2020,5,29,22,0,0,0,1,0,0,0.6,18.0,162.0,10.1,0.51,214.0,24.8,32.0,943.0,0.0,791.0
2020,5,29,23,0,0,0,1,0,0,0.7,17.0,163.0,12.08,0.51,63.0,23.5,35.0,943.0,0.0,481.0
2020,5,30,0,0,0,0,0,1,0,0.4,15.0,50.0,38.76,0.7,0.0,23.3,40.0,943.0,0.0,452.0
2020,5,30,1,0,0,0,0,1,0,0.2,12.0,24.0,56.16,0.98,1.0,22.1,49.0,943.0,0.0,304.0
2020,5,30,2,0,0,0,0,1,0,0.3,11.0,34.0,39.21,0.62,40.0,20.7,53.0,943.0,0.0,260.0
2020,5,30,3,0,0,0,0,1,0,0.2,15.0,25.0,49.23,1.27,55.0,21.0,50.0,944.0,0.0,129.0
2020,5,30,4,0,0,0,0,1,0,0.2,13.0,21.0,55.19,0.86,86.0,20.9,45.0,944.0,0.0,125.0
2020,5,30,5,0,0,0,0,1,0,0.2,9.0,23.0,61.33,0.79,65.0,19.9,45.0,944.0,0.0,164.0
2020,5,30,6,0,0,0,0,1,0,0.2,8.0,19.0,76.75,1.35,64.0,19.3,45.0,944.0,0.0,244.0
2020,5,30,7,0,0,0,0,1,0,0.2,7.0,24.0,78.78,1.4,67.0,19.5,45.0,945.0,0.0,468.0
2020,5,30,8,0,0,0,0,1,0,0.2,10.0,24.0,82.22,1.69,74.0,20.8,42.0,945.0,0.0,667.0
2020,5,30,9,0,0,0,0,1,0,0.2,7.0,24.0,93.54,1.63,70.0,21.5,40.0,945.0,0.0,837.0
2020,5,30,10,0,0,0,0,1,0,0.2,10.0,26.0,95.16,1.41,62.0,22.9,37.0,945.0,0.0,1026.0
2020,5,30,11,0,0,0,0,1,0,0.2,8.0,25.0,100.4,1.58,88.0,24.3,36.0,945.0,0.0,1252.0
2020,5,30,12,0,0,0,0,1,0,0.2,11.0,27.0,107.0,1.37,57.0,25.8,33.0,944.0,0.0,1450.0
2020,5,30,13,0,0,0,0,1,0,0.2,10.0,28.0,115.6,1.36,60.0,27.8,29.0,944.0,0.0,1476.0
2020,5,30,14,0,0,0,0,1,0,0.2,8.0,21.0,124.4,1.25,120.0,30.4,25.0,943.0,0.0,1328.0
2020,5,30,15,0,0,0,0,1,0,0.2,3.0,16.0,134.4,1.3,101.0,31.5,23.0,942.0,0.0,1069.0
2020,5,30,16,0,0,0,0,1,0,0.2,11.0,13.0,122.8,1.18,19.0,33.0,20.0,941.0,0.0,957.0
2020,5,30,17,0,0,0,0,1,0,0.2,10.0,13.0,120.7,1.53,166.0,33.0,20.0,941.0,0.0,984.0
2020,5,30,18,0,0,0,0,1,0,0.2,10.0,15.0,115.8,1.1,137.0,32.5,20.0,941.0,0.0,1169.0
2020,5,30,19,0,0,0,0,1,0,0.2,11.0,16.0,112.5,0.94,226.0,31.1,21.0,940.0,0.0,1256.0
2020,5,30,20,0,0,0,0,1,0,0.2,3.0,33.0,88.74,0.7,215.0,29.9,22.0,940.0,0.0,1223.0
2020,5,30,21,0,0,0,0,1,0,0.3,2.0,59.0,54.84,1.08,222.0,27.7,29.0,941.0,0.0,1123.0
2020,5,30,22,0,0,0,0,1,0,0.2,11.0,20.0,88.7,1.32,306.0,26.1,33.0,941.0,0.0,761.0
2020,5,30,23,0,0,0,0,1,0,0.3,12.0,23.0,78.69,0.86,300.0,25.1,35.0,942.0,0.0,467.0
2020,5,31,0,0,0,0,0,0,1,0.3,11.0,49.0,51.04,0.75,85.0,24.4,38.0,942.0,0.0,530.0
2020,5,31,1,0,0,0,0,0,1,0.3,14.0,35.0,52.91,0.79,75.0,23.7,38.0,942.0,0.0,388.0
2020,5,31,2,0,0,0,0,0,1,0.2,13.0,20.0,68.78,0.71,44.0,23.2,34.0,942.0,0.0,285.0
2020,5,31,3,0,0,0,0,0,1,0.2,8.0,15.0,81.42,1.21,67.0,22.2,38.0,942.0,0.0,197.0
2020,5,31,4,0,0,0,0,0,1,0.2,6.0,10.0,84.53,1.04,74.0,21.4,42.0,942.0,0.0,123.0
2020,5,31,5,0,0,0,0,0,1,0.2,5.0,10.0,84.72,1.57,69.0,20.9,43.0,942.0,0.0,104.0
2020,5,31,6,0,0,0,0,0,1,0.2,6.0,10.0,85.54,1.8,68.0,20.3,45.0,942.0,0.0,131.0
2020,5,31,7,0,0,0,0,0,1,0.2,8.0,13.0,81.56,1.58,59.0,20.3,46.0,942.0,0.0,230.0
2020,5,31,8,0,0,0,0,0,1,0.2,7.0,15.0,80.12,1.41,61.0,21.0,44.0,942.0,0.0,371.0
2020,5,31,9,0,0,0,0,0,1,0.2,8.0,16.0,82.7,1.45,89.0,21.9,42.0,943.0,0.0,534.0
2020,5,31,10,0,0,0,0,0,1,0.2,10.0,19.0,86.79,1.22,90.0,23.5,39.0,943.0,0.0,736.0
2020,5,31,11,0,0,0,0,0,1,0.2,12.0,21.0,90.0,1.19,91.0,23.8,38.0,943.0,0.0,898.0
2020,5,31,12,0,0,0,0,0,1,0.2,12.0,26.0,87.79,1.18,87.0,23.9,37.0,943.0,0.0,1104.0
