tconst,averageRating,numVotes
tt16794528,7.5,2016
tt1679482,7.3,2109
tt1680019,7.4,3508
tt1680045,6.1,17137
tt1680051,5.4,3132
tt1680058,6.9,3040
tt1680059,7.5,3091
tt1680095,5.9,3118
tt1680099,5.7,2382
tt1680110,6.1,3017
tt1680114,6.6,19580
tt1680123,5.9,3298
tt1680133,5.8,4040
tt1680136,7.1,11318
tt1680138,3.0,3513
tt1680453,9.2,2440
tt1680679,7.0,2957
tt1681772,8.1,4219
tt1682180,6.8,110930
tt1682181,7.3,10432
tt1682187,5.9,3257
tt1682246,5.6,5057
tt1682940,4.2,5010
tt1683040,6.4,3408
tt1683043,6.7,14207
tt1683048,7.4,5799
tt1683084,9.2,25800
tt1683085,9.6,30676
tt1683086,9.7,35701
tt1683087,9.5,27557
tt1683088,9.9,66733
tt1683089,8.2,21391
tt1683090,8.0,21673
tt1683091,8.6,20562
tt1683092,8.6,20616
tt1683093,8.4,20845
tt1683094,8.8,21532
tt1683095,9.2,24240
tt1683096,8.8,21823
tt1683526,7.7,88950
tt1683876,7.7,8532
tt1683921,6.6,4953
tt1683970,5.0,2340
tt1684226,7.9,36572
tt1684233,6.1,33875
tt1684551,7.8,5151
tt1684555,3.5,2867
tt1684564,4.3,2199
tt1684628,5.9,7777
tt1684910,6.5,4313
tt1684925,5.9,5907
tt1684927,3.7,2992
tt1685104,8.6,2334
tt1685401,7.2,14018
tt1685407,7.4,2322
tt1685471,8.3,13720
tt1686018,3.6,3027
tt1686039,5.7,15268
tt1686042,6.2,2300
tt1686067,7.2,4048
tt16860882,7.8,2005
tt1686313,7.0,9651
tt16867040,8.1,13375
tt1686768,6.7,2366
tt1686784,5.9,8356
tt1686812,7.4,2327
tt1686821,5.4,55665
tt1687221,8.2,7591
tt1687247,7.6,15386
tt1687281,6.5,10129
tt1687901,6.4,67475
tt1688612,7.1,2522
tt1688649,7.2,2467
tt1688699,6.5,4264
tt1690368,5.6,2792
tt1690455,5.9,6177
tt1690470,6.1,2155
tt1690483,6.3,2765
tt1690953,7.3,407003
tt1690967,6.0,2397
tt1691152,7.2,6187
tt1691154,5.4,3970
tt16913068,5.1,5362
tt1691323,6.2,7039
tt1691338,8.0,4537
tt1691360,8.4,4141
tt1691453,4.9,2557
tt16914952,5.7,2134
tt1691535,8.4,4148
tt16915972,6.9,2416
tt1691733,8.2,4644
tt1691916,6.4,54125
tt1691917,5.7,46443
tt1691920,5.9,6267
tt1692098,6.1,2779
tt1692190,7.6,11019
tt1692202,8.4,2056
tt1692486,7.1,128928
tt1692489,7.5,2186
tt1692504,6.2,8567
tt1692557,8.0,2018
tt1692928,8.2,4236
tt1693592,8.1,16598
tt1693830,6.6,2386
tt1693843,4.7,2352
tt1693872,5.1,3793
tt1694019,6.7,2406
tt1694020,5.8,37930
tt1694021,5.3,10242
tt1694118,6.1,2632
tt1694423,7.2,9180
tt1694505,7.2,2015
tt1694508,2.4,2882
tt1694542,6.8,16034
tt16953538,7.8,2632
tt1695360,8.4,125298
tt16953666,7.1,4170
tt1695366,7.2,2065
tt1695405,5.5,4157
tt1695800,8.3,5920
tt1695989,7.5,6673
tt1695994,4.5,3943
tt1696190,7.0,3045
tt1696192,3.9,3512
tt1696202,7.5,3555
tt16969542,5.4,2175
tt16969944,6.8,4320
tt1697033,4.5,2404
tt1697062,8.8,6896
tt1697064,6.3,7891
tt16970976,5.8,3483
tt1697219,8.2,2648
tt16972222,9.5,9539
tt16975352,8.2,2424
tt1697793,6.6,5785
tt1697800,4.4,3035
tt16978166,9.1,4565
tt1697851,7.1,6951
tt1698007,9.0,2670
tt1698008,2.5,2403
tt1698010,7.9,6534
tt1698441,8.0,7755
tt1698641,6.2,45123
tt1698648,5.7,15620
tt16987356,6.3,4979
tt16988436,8.9,7892
tt16988630,8.3,6283
tt1699114,6.8,15996
tt1699135,5.8,3072
tt1699147,6.1,3790
tt1699195,7.3,3897
tt1699225,7.6,2359
tt1699231,5.2,20175
tt1699327,7.9,4085
tt1699491,6.1,2224
tt1699513,3.0,6321
tt1699518,6.6,6837
tt1699544,8.7,4416
tt1699746,5.4,3925
tt1699748,8.3,53234
tt1699755,5.3,4963
tt1699759,8.7,16245
tt1700258,6.3,10064
tt1700423,6.2,2921
tt17005888,7.0,2459
tt1700808,6.2,3765
tt1700841,6.1,199203
tt1700844,6.2,16184
tt1700845,6.1,10143
tt17008706,9.4,7241
tt1701210,6.6,12260
tt1701223,7.0,8730
tt1701224,5.1,3280
tt1701257,7.3,2381
tt1701258,8.1,2125
tt1701804,8.0,3427
tt1701920,8.0,4758
tt1701976,7.3,2278
tt1701990,5.6,15874
tt1701991,7.2,9884
tt1702009,3.0,2173
tt1702014,7.9,26193
tt1702042,8.3,33164
tt1702425,5.5,21270
tt1702429,6.3,2949
tt1702433,6.7,6241
tt1702439,6.6,112630
tt1702443,1.6,76329
tt1703048,6.8,3909
tt1703049,7.4,5600
tt1703125,5.8,2717
tt1703148,6.7,40178
tt1703199,6.1,60044
tt17036612,7.1,3460
tt1703824,6.1,2376
tt1703874,6.2,5484
tt1703925,7.8,43308
tt1703957,6.5,20337
tt1703958,5.8,6977
tt17041964,7.7,20780
tt1704292,6.9,18170
tt17043230,5.8,7130
tt1704503,5.0,2487
tt1704573,6.8,61340
tt1704614,3.4,2061
tt1704619,7.0,7087
tt1704637,7.9,3007
tt17047510,6.3,8174
tt17048216,7.6,2830
tt17048442,7.3,2168
tt17049044,7.2,2072
tt17050700,8.1,2230
tt1705120,7.3,3867
tt1705134,5.2,3085
tt17057722,6.3,3929
tt1705772,7.7,15751
tt1705773,2.4,5492
tt1705786,7.3,18846
tt1705952,4.8,12786
tt1705977,7.4,2216
tt1706317,4.1,2500
tt1706414,6.5,3141
tt1706433,7.1,2060
tt1706450,6.1,4739
tt1706593,7.0,255313
tt1706596,6.9,2917
tt1706598,6.1,8317
tt1706601,8.9,12837
tt1706620,7.1,368187
tt1707380,5.4,6293
tt17073864,8.8,5602
tt1707386,7.5,334509
tt1707391,4.6,5531
tt1707392,5.3,9907
tt17074560,7.0,2621
tt17076046,7.0,27029
tt1707609,7.8,3427
tt1707610,7.5,2723
tt1707611,7.2,2616
tt1707612,8.6,3428
tt1707613,8.7,3461
tt1707614,8.9,3518
tt1707615,8.9,3887
tt1707616,8.6,3563
tt1707617,8.9,3801
tt1707618,8.1,2850
tt1707619,8.0,2756
tt1707620,8.5,3374
tt1707621,8.2,2783
tt1707622,7.7,2659
tt1707623,7.9,2714
tt1707624,6.9,2879
tt1707625,7.0,2592
tt1707626,6.7,2694
tt1707627,6.9,2651
tt1707628,7.5,2699
tt1707629,6.2,2619
tt1707630,7.1,2658
tt1707687,4.8,3168
tt1707764,8.0,4258
tt1707765,8.1,4549
tt1707766,7.7,4183
tt17080956,8.6,2695
tt1708135,7.0,9585
tt1708446,8.2,12205
tt1708453,7.0,3872
tt1708459,6.8,2267
tt1708523,9.1,2703
tt1708532,4.8,18780
tt1708917,7.5,2303
tt1709122,6.1,2400
tt1709143,5.5,37707
tt1709157,7.4,6278
tt1709198,8.1,2913
tt1709652,5.7,3018
tt1709654,6.1,4437
tt1710295,6.6,2564
tt1710308,8.5,48545
tt1710310,5.6,3540
tt1710396,5.7,8639
tt1710417,5.5,8830
tt1710573,7.0,3336
tt1710689,8.2,2322
tt1711018,4.9,6350
tt1711366,5.4,4414
tt1711386,8.5,5119
tt1711425,5.8,75753
tt1711525,5.9,83403
tt1712064,9.1,20918
tt1712159,3.9,12457
tt1712170,5.1,34666
tt1712187,5.9,4340
tt1712192,6.4,17142
tt1712261,6.3,73878
tt1712573,6.8,2813
tt1712578,5.7,4387
tt1713440,6.8,8332
tt1713476,5.7,28293
tt1713733,8.2,3499
tt1713938,6.4,2689
tt1714014,7.4,5784
tt1714193,6.4,2914
tt1714196,7.5,5673
tt1714203,3.8,43699
tt1714204,7.5,21865
tt1714205,7.1,3788
tt1714206,7.1,156526
tt1714208,6.0,24907
tt1714209,4.7,34410
tt1714210,7.6,31126
tt1714810,5.4,2102
tt1714832,7.5,5726
tt1714833,6.3,5135
tt1714866,6.2,3303
tt1714886,6.5,2443
tt1714915,7.2,103214
tt1714917,7.2,6166
tt1715210,7.2,3929
tt1715320,4.8,2307
tt1715336,6.4,24204
tt1715368,2.9,2061
tt1715873,6.1,26114
tt17158756,8.4,2106
tt17163896,9.4,7052
tt1716747,2.7,8987
tt1716753,3.6,2503
tt1716767,5.5,2078
tt1716772,6.7,84169
tt1716777,7.0,43551
tt1717455,8.0,5248
tt1717578,8.3,5547
tt1717715,4.9,5176
tt17179270,9.1,4589
tt1717968,8.0,2740
tt17180046,9.2,4549
tt1718158,3.9,4188
tt1718199,7.0,15247
tt1718438,5.8,3014
tt1718747,5.9,3536
tt1718835,6.0,3060
tt1718903,5.5,9399
tt1718924,6.5,12742
tt1719071,6.0,4406
tt17196124,4.3,6172
tt1719634,6.6,2532
tt1720182,6.6,7738
tt17202326,4.5,2258
tt1720254,4.8,6003
tt1720601,5.4,6704
tt1720616,6.1,42680
tt1720619,6.3,10363
tt1720655,8.8,4279
tt1721224,8.3,4051
tt1721225,6.7,6114
tt1721226,8.9,8082
tt1721350,8.8,3179
tt1721351,8.8,3735
tt1721666,4.4,2652
tt1721677,7.7,2362
tt17220204,1.4,4705
tt17220704,6.7,15751
tt17221298,4.4,2288
tt1722450,7.3,4748
tt1722512,7.2,12920
tt1722805,8.6,3447
tt1722806,8.8,3537
tt1722807,8.9,3470
tt1723121,7.0,458973
tt1723122,5.2,7553
tt1723124,5.3,5389
tt1723639,8.6,7138
tt1723642,5.5,4022
tt1723669,7.6,3137
tt1723760,7.2,10663
tt1723811,7.2,199295
tt1723816,7.4,74013
tt1723888,8.8,7492
tt1723889,8.8,6927
tt1724495,7.2,4209
tt1724572,6.8,2376
tt1724587,8.0,7121
tt1724597,6.4,2460
tt1724962,6.7,6924
tt1724970,5.3,22486
tt1725047,3.0,43573
tt1725156,6.7,5597
tt1725593,7.6,4093
tt1725594,8.0,4236
tt1725795,6.5,12732
tt1725902,4.8,3786
tt1725929,6.3,2603
tt1725969,7.7,3629
tt1725986,5.7,15301
tt1725995,7.5,3028
tt1726252,6.2,6571
tt1726372,8.5,2209
tt1726374,8.8,3001
tt1726376,8.5,2725
tt1726377,8.2,2093
tt1726379,8.1,2087
tt1726380,8.6,2382
tt1726382,8.3,2092
tt1726576,7.5,2061
tt1726589,5.6,8084
tt1726592,6.3,80720
tt1726669,6.7,79920
tt1726738,6.2,2413
tt1726839,7.7,14022
tt1726861,6.6,5658
tt1726888,7.0,2600
tt1727252,5.6,4629
tt1727261,5.8,3181
tt1727358,5.3,7252
tt1727360,5.4,2969
tt1727387,7.0,8685
tt1727388,7.4,152712
tt1727434,7.0,4728
tt1727444,7.3,2655
tt17274522,8.3,2589
tt1727496,5.9,4033
tt1727516,5.7,7314
tt1727523,5.4,2006
tt1727535,6.5,2975
tt1727587,7.4,3560
tt17277218,9.8,60899
tt1727770,6.0,44055
tt1727776,6.3,52172
tt1727816,5.6,2271
tt1727824,7.9,549535
tt1727829,8.6,3126
tt1727885,4.0,2845
tt1728102,6.9,39871
tt1728179,5.1,5117
tt1728196,7.3,8740
tt1728239,3.9,4250
tt1728620,7.2,2265
tt1728860,7.4,2077
tt1728973,3.5,4913
tt1728975,5.3,6551
tt1728986,5.6,9358
tt1729211,6.2,2802
tt1729226,7.1,4640
tt1729637,4.7,26643
tt1730687,5.1,3582
tt1730704,3.7,5722
tt1730768,7.0,44461
tt1731141,6.6,244792
tt1731311,8.5,3377
tt1731697,5.2,31009
tt1731701,5.4,22511
tt1731767,7.2,3800
tt1731998,6.0,2299
tt17323738,6.2,2742
tt17324012,8.0,3601
tt1732475,8.4,2638
tt1733025,8.3,2509
tt1733105,7.5,5496
tt1733125,4.4,2376
tt1733344,8.8,5089
tt1733345,8.8,4252
tt1733346,8.9,4451
tt1733347,8.9,4460
tt1733369,8.5,3676
tt1733578,3.8,2482
tt17337688,9.6,8215
tt1733785,8.6,71438
tt1734067,5.0,5126
tt1734110,7.2,12002
tt1734135,8.4,17648
tt1734433,6.6,9023
tt1734477,7.7,2166
tt1734493,6.3,36437
tt1734537,7.8,9281
tt1735200,7.0,3438
tt1735485,5.8,21260
tt1735538,7.6,2440
tt1735862,4.4,6135
tt1735898,6.1,293637
tt1735907,5.2,5765
tt1736341,7.8,6848
tt1736552,5.7,2417
tt1736633,7.6,26816
tt1736636,6.6,2719
tt17371078,4.3,2927
tt1737237,6.8,2484
tt1737327,7.6,3074
tt1737328,7.6,3088
tt1737537,8.8,3380
tt1737538,8.4,3368
tt1737539,7.6,2766
tt1737565,3.1,2272
tt1738293,7.3,2722
tt1738387,5.2,4797
tt1738398,8.5,3342
tt1738419,8.0,2523
tt1738476,7.7,2571
tt1740047,7.0,22964
tt1740053,5.0,2240
tt1740299,7.9,103862
tt1740707,6.9,76899
tt1740710,5.9,9720
tt1740718,3.1,2288
tt1740725,4.5,2752
tt1740828,4.2,2257
tt1741225,7.5,3826
tt1741243,5.9,11624
tt1741256,7.2,32443
tt1741273,6.3,49394
tt1741542,6.9,8542
tt1741689,8.2,2067
tt1742044,6.8,35478
tt1742334,5.7,64617
tt1742336,6.7,27833
tt1742340,5.8,3216
tt17425056,8.4,2208
tt1742650,4.9,20740
tt1742683,7.3,18051
tt1742965,7.8,2693
tt1742995,7.8,2513
tt1743360,6.5,4235
tt1743720,6.6,15024
tt1743724,6.8,5503
tt1743880,6.4,3133
tt1743904,7.3,10501
tt1743990,8.8,2038
tt1743993,5.3,4881
tt1744244,7.9,2382
tt17444636,2.2,18984
tt1744776,6.9,3744
tt1744885,6.1,3364
tt1745240,7.8,4339
tt1745672,3.6,3553
tt1745686,6.7,6595
tt1745739,8.7,2658
tt1745787,7.0,11475
tt1745862,6.2,7571
tt1745863,7.1,2156
tt1745960,8.3,551624
tt1746026,7.5,3037
tt1746183,6.6,2501
tt1747501,8.1,2315
tt1747551,6.1,2495
tt1747924,5.4,2385
tt1747958,6.5,20551
tt1747960,8.1,4071
tt1747967,5.2,3570
tt1748043,6.4,2315
tt1748122,7.8,354729
tt1748179,6.2,63008
tt1748197,4.4,21443
tt1748207,6.6,22341
tt1748227,6.1,51319
tt1748277,8.3,4038
tt1748888,7.9,4039
tt1749004,7.5,9290
tt17491040,6.1,4076
tt17494264,6.9,2762
tt17505964,9.9,54651
tt1751105,7.7,21527
tt17513352,8.6,9139
tt1751634,7.7,153524
tt1751740,8.0,2316
tt1751797,8.3,2392
tt17518176,9.2,5096
tt1752076,8.1,4778
tt17521746,9.8,18372
tt1752581,8.0,4282
tt1752582,7.7,4174
tt1752583,7.5,4044
tt1752584,8.8,5372
tt17527372,6.9,2087
tt1753353,6.8,3886
tt1753383,7.2,74665
tt1753496,6.4,21228
tt1753549,7.6,3361
tt1753584,5.3,4475
tt1753640,5.1,2207
tt1753722,7.3,5254
tt1753813,6.2,8825
tt1753866,6.4,4360
tt1753887,7.3,7633
tt1753968,6.7,23332
tt1754000,5.8,2928
tt1754029,2.4,2067
tt1754078,6.9,2384
tt1754109,8.8,6191
tt1754134,8.3,5814
tt1754190,7.2,2602
tt17542000,6.6,2807
tt1754264,5.7,19965
tt17543592,7.6,6067
tt1754367,6.5,5757
tt1754374,6.8,2055
tt1754392,7.1,2228
tt1754656,7.7,63613
tt1754700,2.4,31646
tt1754730,5.3,32343
tt1754799,5.1,4218
tt1754811,2.7,4641
tt1754920,7.4,4694
tt1754944,5.1,2363
tt1755893,3.8,5734
tt1755897,8.1,2415
tt1756384,7.3,2189
tt1756415,5.4,4084
tt1756427,2.4,2693
tt1756476,7.4,13688
tt1756534,8.4,2591
tt1756545,8.2,3951
tt1756714,8.0,2282
tt1756750,7.2,16730
tt1756799,5.2,12940
tt1756851,4.7,11301
tt1756927,6.6,3042
tt1757050,7.9,2289
tt1757176,8.0,3199
tt1757202,7.7,2138
tt1757742,5.0,11571
tt1757746,6.4,12290
tt1757769,6.1,3481
tt1757779,5.1,2121
tt1757800,6.8,2615
tt1758429,8.5,139955
tt1758556,8.7,3403
tt1758557,8.8,3282
tt1758570,1.9,5095
tt1758575,5.8,3022
tt1758589,7.5,20515
tt1758595,5.5,20542
tt1758610,7.1,4882
tt1758692,6.6,62266
tt1758772,7.7,25446
tt1758795,5.8,40318
tt1758810,5.1,66849
tt1758830,6.2,144978
tt17592606,9.1,13139
tt1759387,8.3,2305
tt17594170,9.9,53382
tt1759744,5.9,5000
tt1759761,8.4,58112
tt1760171,8.0,2288
tt1760943,4.3,4311
tt1760967,7.1,11020
tt1760980,6.2,2095
tt1761828,9.1,3407
tt1762300,7.9,2632
tt1762399,5.2,11582
tt1762926,8.7,3369
tt1763264,5.9,21956
tt17632818,7.3,2586
tt1763303,6.8,71983
tt1763316,5.1,4294
tt1763611,8.4,3709
tt1763868,8.6,3327
tt1764141,7.4,4571
tt1764183,6.6,53455
tt1764234,6.2,147565
tt1764275,6.6,5535
tt1764366,3.3,4543
tt1764429,8.7,15882
tt1764600,5.0,3805
tt1764614,4.9,2339
tt1764625,5.9,8597
tt1764647,5.3,3227
tt1764651,6.6,311443
tt1765510,7.9,2634
tt1765622,6.5,6143
tt1766094,5.0,20710
tt1766190,6.6,2785
tt17663790,7.2,2286
tt17663992,7.2,28136
tt1766998,8.2,2527
tt1767272,4.9,2151
tt1767319,3.1,5097
tt1767354,6.8,54742
tt1767372,6.1,27687
tt1767382,5.2,23376
tt17677178,5.5,2386
tt1769363,6.7,10279
tt1769411,7.9,2594
tt1770734,6.2,12778
tt1771072,7.8,6327
tt1771742,6.9,2109
tt1772230,5.7,6357
tt1772240,5.2,56423
tt1772250,7.3,43899
tt1772264,6.8,58068
tt1772270,6.1,2346
tt1772271,5.9,5092
tt1772288,7.0,32270
tt1772339,6.7,2206
tt1772341,7.7,431522
tt1772373,5.1,4645
tt1772379,7.6,6780
tt1772398,7.2,6940
tt1772416,6.3,2497
tt1772424,7.4,13038
tt1772685,8.2,5826
tt1772752,5.1,7419
tt1772872,5.2,2446
tt1772925,7.8,36755
tt1773015,7.5,5615
tt1773109,5.7,4362
tt1773182,6.4,2421
tt1773185,8.2,10205
tt1773389,5.3,2872
tt1773753,5.1,8271
tt1773764,8.0,7491
tt1774591,5.9,5438
tt1775555,8.2,2109
tt1775926,8.8,11244
tt1775927,8.4,2478
tt1775928,8.0,2329
tt1775929,8.5,2284
tt1775930,9.1,2664
tt1776196,6.9,5184
tt1776222,7.1,2331
tt1776254,7.4,2132
tt1776740,8.1,4312
tt1777034,7.3,12409
tt1777551,7.4,7261
tt1777595,6.3,2106
tt1777606,6.4,8110
tt1777608,6.6,2595
tt1777781,9.0,7784
tt1777782,7.3,5455
tt1777783,7.1,5509
tt1777828,9.0,5003
tt1778108,8.0,10605
tt1778304,5.8,96797
tt1778338,8.2,3706
tt1778342,7.9,5679
tt1778931,7.1,2299
tt1778997,8.1,3189
tt1779076,6.3,2094
tt1779155,7.8,3210
tt1779206,7.5,2250
tt1780441,7.8,21916
tt1780762,4.8,12046
tt1780798,5.7,25033
tt1780967,5.9,9460
tt1780983,3.6,3362
tt1781058,5.8,10820
tt1781069,8.1,18552
tt1781582,9.1,3423
tt1781583,9.2,3574
tt1781769,6.6,102462
tt1781775,4.5,6197
tt1781781,5.9,6529
tt1781812,5.3,4606
tt1781827,6.6,16890
tt1781840,6.2,3267
tt1781843,6.7,2840
tt1781896,3.7,8792
tt1781922,6.7,88404
tt1782352,7.4,6465
tt1782568,6.2,3530
tt1782633,7.6,2499
tt1783232,6.5,58518
tt1783244,4.4,2031
tt1783298,4.6,3583
tt1783413,5.6,2172
tt1783422,7.1,3180
tt1783423,5.6,7059
tt1783495,7.3,3309
tt1783732,6.3,39263
tt1783772,7.9,2404
tt1783916,5.9,6968
tt1784141,7.0,5445
tt1784499,6.0,9281
tt1784538,7.5,3817
tt1784575,7.3,12437
tt1784589,4.3,4702
tt1785089,8.8,3269
tt1785090,8.6,3178
tt1785091,8.5,3223
tt1785092,8.8,3258
tt1785093,8.4,3223
tt1785094,8.0,2659
tt1785095,9.1,3291
tt1785096,9.3,3399
tt1785097,8.6,3214
tt1785098,8.9,3212
tt1785123,6.3,9981
tt1785288,5.6,2320
tt1785394,7.3,2843
tt1785612,7.4,2971
tt1785635,4.8,13301
tt1785669,3.3,3498
tt1785914,7.4,8491
tt1786751,6.6,10634
tt1787127,6.8,2013
tt1787660,7.6,7130
tt1787725,7.1,3248
tt1787759,4.7,8321
tt1787767,6.4,2652
tt1787777,6.9,3412
tt1787791,7.2,2280
tt1787837,7.9,2222
tt1787988,7.2,43294
tt1788383,4.4,3615
tt1788391,6.4,42301
tt1788453,1.6,3564
tt1788634,7.2,4925
tt1788979,5.5,34889
tt1789083,8.2,4433
tt1789810,8.3,2436
tt1790076,8.4,5284
tt1790548,8.5,14255
tt1790621,6.1,4830
tt1790736,7.5,3237
tt1790809,6.5,320083
tt1790834,6.3,4845
tt1790864,6.8,478101
tt1790867,7.3,2017
tt1790869,5.3,5551
tt1790885,7.4,306864
tt1790886,6.1,133553
tt1790914,4.2,3553
tt1791504,7.9,5003
tt1791528,6.6,106777
tt1791596,7.5,2906
tt1791614,6.2,14977
tt1791681,3.8,2376
tt1791682,6.3,51595
tt1792131,4.5,2159
tt1792543,5.1,4189
tt1792647,6.7,8127
tt1792794,1.7,2976
tt1792799,5.0,3920
tt1793223,5.6,2246
tt1793239,6.1,3952
tt1793931,5.4,3582
tt17940992,8.0,2039
tt17941224,9.2,4557
tt17941228,9.2,4460
tt1794147,7.3,2870
tt1794886,5.9,2848
tt1795096,8.9,30946
tt1795139,8.4,6305
tt1795140,8.0,5837
tt1795141,7.5,5475
tt1795142,8.0,6251
tt1795143,7.0,5377
tt1795206,6.6,2037
tt1795369,8.6,3949
tt1795702,7.2,13871
tt1795956,8.6,3871
tt1795957,8.7,4201
tt1795958,7.9,3124
tt1795959,7.5,2968
tt1795960,8.1,3239
tt1795961,8.2,3410
tt1795962,7.5,2974
tt1795963,7.8,2977
tt1795964,7.7,3009
tt1795965,7.6,2936
tt1795966,8.4,3428
tt1795967,8.9,4739
tt1796395,6.5,2713
tt1796406,6.3,2642
tt1796652,7.5,2145
tt1796960,8.3,346870
tt1797346,4.0,2025
tt1797348,6.0,4130
tt1797404,7.4,25726
tt1797469,6.8,16733
tt1797475,6.2,5837
tt1797504,6.8,15807
tt1797530,8.7,19291
tt1797629,7.5,3694
tt1798034,7.7,2653
tt1798188,7.4,46364
tt1798243,7.4,19008
tt1798274,7.3,18922
tt1798603,5.6,26960
tt1798632,4.6,17795
tt1798684,7.3,244205
tt1798695,3.0,4712
tt1798701,7.5,2005
tt1798709,8.0,627720
tt1799508,5.4,5689
tt1799516,6.3,5106
tt1799527,8.5,6447
tt1799631,7.4,13901
tt1800241,7.2,485416
tt1800246,6.1,104885
tt1800254,5.8,2076
tt1800302,6.7,65824
tt1800338,7.0,4086
tt1800372,7.4,3737
tt1800741,6.4,56995
tt1800763,9.0,23118
tt1800864,7.2,5100
tt1801051,6.6,15048
tt1801061,6.5,5774
tt1801071,8.1,7404
tt1801096,5.7,3720
tt1801552,4.7,16036
tt1802125,8.3,3141
tt1802126,8.7,3127
tt1802127,7.9,3198
tt1802197,7.0,11013
tt1802810,5.7,3629
tt18034898,8.8,4979
tt1804262,8.4,12429
tt1804263,8.5,12676
tt1804264,9.1,15146
tt1804265,9.2,16815
tt1804266,7.9,12935
tt1804267,8.3,12902
tt1804268,7.5,12528
tt1804269,8.0,12625
tt1804270,7.6,12272
tt1804271,9.2,17851
tt1804272,8.2,12424
tt1804273,8.2,12012
tt1804642,7.2,3621
tt1805117,9.5,2208
tt1805263,7.9,4395
tt1805297,7.1,10434
tt1806234,9.0,26805
tt1806725,9.6,3101
tt1806911,6.5,2273
tt1806913,4.9,9897
tt1806999,8.4,4305
tt1807022,8.1,2474
tt1807081,7.0,3850
tt1807165,8.3,4755
tt18072556,8.0,5604
tt18072950,8.8,2027
tt18076310,5.0,4080
tt1807892,6.0,4058
tt18079362,5.8,3626
tt1807944,5.3,4089
tt1807950,7.2,19092
tt1808015,6.3,5776
tt1808197,6.5,13583
tt18082212,7.7,2334
tt1808223,7.5,24269
tt1808240,6.1,2821
tt18082758,5.2,4086
tt1808339,6.1,4915
tt1808454,6.6,11016
tt1808477,4.4,2032
tt1808691,5.2,2518
tt1809194,7.2,2200
tt1809231,6.6,3304
tt1809362,7.6,5606
tt1809398,7.2,172282
tt1809413,7.8,5601
tt18096250,7.4,2849
tt1810331,7.5,4103
tt1810683,7.3,23440
tt1810697,5.3,12409
tt1811020,8.2,4740
tt1811179,8.0,3954
tt1811307,6.2,2465
tt1811315,5.2,2035
tt18115928,7.2,2124
tt1812445,8.8,2409
tt1812446,8.4,2258
tt1812447,8.6,2348
tt1812523,8.2,8526
tt1813609,4.8,2867
tt1813757,7.9,9810
tt1814409,8.5,2220
tt1814410,8.5,2205
tt1814411,8.2,2294
tt1814614,5.9,13295
tt1814621,5.7,35581
tt1814642,8.9,2103
tt1814643,7.3,3268
tt1814691,7.5,5034
tt1814836,7.4,8497
tt1814884,9.4,31340
tt1814930,7.1,3005
tt1815138,7.5,8915
tt1815240,8.7,11668
tt1815708,4.6,10430
tt1815717,6.3,2627
tt1815782,5.9,2845
tt1815799,6.2,2505
tt1815852,6.6,6320
tt1815862,4.8,203937
tt1815899,7.7,2338
tt1816518,7.8,21114
tt1816597,5.9,3420
tt1816608,4.6,5716
tt1816993,6.6,2945
tt1817005,8.4,4540
tt1817006,8.2,4416
tt1817007,9.3,9116
tt1817081,5.6,12104
tt1817191,6.3,2442
tt1817232,7.1,4852
tt1817273,7.3,274384
tt1817287,7.1,3587
tt1817676,5.6,6924
tt1817771,5.9,12694
tt18184012,7.5,2355
tt1819022,7.1,8902
tt1819509,7.3,38761
tt1819513,6.8,3325
tt1819545,5.2,2579
tt1819654,6.9,20891
tt1820166,6.3,7285
tt1820462,4.1,3538
tt1820488,7.0,7406
tt1820723,6.2,6191
tt1820742,7.0,7549
tt18211918,9.0,19739
tt1821220,4.3,2349
tt1821229,8.5,6723
tt1821284,9.8,4663
tt1821317,8.1,6646
tt1821362,5.8,2825
tt1821426,6.2,7018
tt1821427,6.1,4641
tt1821474,8.5,3789
tt1821478,7.0,7166
tt1821480,8.1,63716
tt1821549,7.7,119810
tt1821593,7.3,23748
tt1821641,6.4,19138
tt1821658,5.7,29195
tt1821681,7.3,42975
tt1821682,8.1,4930
tt1821694,6.6,174438
tt1821700,7.5,29898
tt1821819,8.5,2185
tt1821877,3.1,2079
tt1821879,3.2,2619
tt1822395,4.5,2444
tt1822448,6.4,2377
tt18224610,4.7,3155
tt1823011,7.5,2749
tt1823059,5.6,4595
tt1823202,7.6,2318
tt18233116,7.5,2291
tt18233692,7.9,2463
tt18233698,8.2,2474
tt18233702,7.9,2265
tt18233706,8.1,2294
tt18233708,9.5,5288
tt18233714,9.2,3368
tt1823664,5.3,38905
tt1823672,6.8,257061
tt1823744,7.2,2268
tt1824254,6.9,8052
tt1824317,9.5,6975
tt1824359,8.4,6623
tt18247152,7.9,16306
tt1824873,9.7,2847
tt18249282,8.5,5125
tt18250904,6.6,2268
tt1825133,7.7,17615
tt1825157,6.5,51464
tt1825163,8.0,2267
tt1825683,7.3,793571
tt18257364,8.7,2951
tt18257366,7.8,2496
tt18257368,8.7,2685
tt18257370,8.5,2577
tt18257372,9.4,4066
tt18257404,8.6,2597
tt18257408,9.5,4475
tt18258584,6.5,12657
tt1825918,7.4,12499
tt1825955,6.5,2769
tt18260370,8.4,5230
tt18260538,5.9,7463
tt1826071,5.6,4671
tt18263234,9.0,2464
tt1826590,6.0,24479
