length,kbytes,curlybrackets,roundbrackets,colon,semicolon,comma,other,lines,words,lower,upper,digit,relat,space,ext
23,1525,8,70,2,25,1,275,52,165,758,75,36,11,264,java
13,2498,20,68,3,46,5,417,96,313,1529,50,35,10,315,java
23,2416,10,66,6,27,5,318,74,195,1435,152,10,14,373,java
16,692,12,34,3,9,29,118,24,80,335,23,59,0,70,java
29,1683,10,52,2,19,4,226,59,133,975,108,5,14,268,java
29,1617,14,54,3,28,8,214,54,141,897,98,31,13,257,java
24,1190,4,38,2,14,4,179,44,88,717,69,10,3,150,java
19,746,16,12,2,11,11,161,52,85,418,26,11,1,77,java
22,773,8,30,3,13,4,137,30,107,450,21,16,1,90,java
23,274,0,0,0,0,0,26,7,15,80,113,45,0,10,py
16,499,4,26,1,7,0,60,17,41,276,28,1,3,76,java
6,1261,0,30,8,0,8,90,37,112,829,92,1,0,203,py
11,849,10,30,3,16,0,134,30,78,528,39,7,0,52,java
10,3452,10,106,21,1,32,348,103,261,1870,126,19,0,842,py
9,14632,456,102,837,0,456,2293,476,830,7019,401,1367,0,1701,json
16,78126,0,,,,,,,,,,,,,html
15,664,8,20,3,12,0,86,22,59,418,36,6,0,53,java
15,664,8,20,3,12,0,86,22,59,418,36,6,0,53,java
14,11620,0,,,,,,,,,,,,,ipynb
14,4356,64,56,90,0,137,889,213,454,1913,44,161,0,1002,ipynb
15,49494,25,,,,,,,,,,,,,ipynb
25,4356,64,56,90,0,137,889,213,454,1913,44,161,0,1002,ipynb
26,72,4,0,4,0,3,17,6,10,34,0,2,0,8,ipynb
20,21113,238,84,294,14,653,3765,870,1863,6582,263,796,860,7564,ipynb
31,21366,204,76,282,14,633,3698,827,1875,7025,288,769,860,7517,ipynb
13,170,0,0,4,0,8,25,10,22,50,0,14,1,58,py
14,138,0,4,2,0,2,13,5,26,79,0,0,0,33,py
6,2549,0,102,19,0,1,504,147,214,1645,66,60,0,152,py
12,556665618,4370794,31263,20752154,4994,16896906,90760143,91945,41328851,298176244,15833973,67876233,626492,41336422,json
12,311753,0,,,,,,,,,,,,,ipynb
14,1634,20,16,35,0,55,376,69,148,765,8,21,1,337,ipynb
14,138,0,4,2,0,2,13,5,26,79,0,0,0,33,py
12,278,0,8,2,0,2,29,9,32,164,2,3,0,59,py
11,773,0,18,7,0,3,98,21,59,303,9,26,1,287,py
10,3829,12,108,21,0,26,429,110,300,2140,311,19,0,763,py
19,4080,12,108,21,0,25,441,111,302,2289,349,71,0,764,py
19,4632,16,140,24,0,29,447,116,332,2434,398,120,7,901,py
13,163668,0,,,,,,,,,,,,,ipynb
10,19911,0,,,,,,,,,,,,,py
21,394859,386,766,205,333,1407,20888,1335,4526,154347,144000,55336,655,16536,ipynb
14,506324,148,120,165,4,482,18856,576,1413,202751,198234,79552,588,5424,ipynb
11,92699,0,,,,,,,,,,,,,ipynb
9,226071,172,282,206,4,860,11361,887,2579,87352,83215,32408,608,9603,ipynb
6,8777,2,276,32,0,152,1277,278,848,5261,168,133,16,1460,py
12,64668,0,,,,,,,,,,,,,ipynb
20,39930,92,96,117,8,440,3220,479,1336,15447,10686,4640,549,4635,ipynb
9,121,0,8,0,0,7,22,9,24,57,0,3,0,15,py
12,20879,250,150,266,1,474,2478,593,2834,12350,586,261,8,4055,ipynb
13,272454,354,1020,406,12,34439,56621,4454,25242,75046,16426,42479,46,45605,ipynb
11,149855,0,,,,,,,,,,,,,ipynb
12,149855,0,,,,,,,,,,,,,ipynb
12,44912,972,432,1041,1,1581,8033,2225,5427,20517,342,883,12,11098,ipynb
11,10902,0,,,,,,,,,,,,,ipynb
21,394859,386,766,205,333,1407,20888,1335,4526,154347,144000,55336,655,16536,ipynb
11,119354,0,,,,,,,,,,,,,ipynb
12,64219,0,,,,,,,,,,,,,ipynb
13,59957,0,,,,,,,,,,,,,ipynb
12,54101,212,,,,,,,,,,,,,ipynb
12,1547991,750,2202,625,1024,583,67956,3042,7760,592585,642875,220540,1591,14218,html
13,1038,0,72,3,0,28,144,35,97,622,12,41,0,116,py
14,108,0,4,0,0,10,26,9,20,43,0,12,0,13,py
16,108,0,4,0,0,10,26,9,20,43,0,12,0,13,py
16,666,4,48,1,0,20,101,23,57,404,20,26,0,42,py
8,266,0,12,2,0,1,37,11,39,164,3,6,0,41,py
14,3490,14,174,21,0,69,538,128,293,2170,59,195,0,250,py
7,3005,6,160,13,3,85,436,139,301,1735,107,156,0,304,py
9,1425,0,72,9,0,21,233,61,149,852,19,56,3,160,py
7,100,0,6,0,0,7,14,4,8,61,0,8,0,4,py
15,339,0,10,0,0,20,49,13,54,193,1,21,0,45,py
11,249,0,0,0,0,0,29,11,30,198,0,0,0,22,py
10,309,0,28,1,0,11,52,16,37,158,0,30,0,29,py
11,377,0,26,3,0,2,46,17,36,240,2,7,0,51,py
13,235,0,12,1,0,23,63,19,25,96,1,24,0,15,py
14,1173,0,46,10,0,17,157,38,123,637,23,21,0,262,py
12,6171,16,280,33,0,134,775,181,572,3273,116,279,0,1265,py
14,5788,4,226,36,1,92,714,159,666,3473,129,199,0,914,py
15,7598,14,316,40,0,156,955,213,766,4208,155,318,0,1436,py
8,408,2,28,4,0,11,56,17,42,221,2,19,0,65,py
12,447,2,34,4,0,11,58,19,48,259,2,19,0,58,py
10,228,0,20,1,0,5,36,18,32,137,1,4,0,24,py
9,202,0,18,1,0,3,30,15,30,124,1,3,0,22,py
9,166,0,10,1,0,0,34,17,33,94,1,2,0,24,py
9,160,0,12,1,0,0,30,15,27,92,1,4,0,20,py
8,152,0,10,1,0,0,24,10,25,92,3,0,0,22,py
9,785,0,42,6,0,23,98,33,76,444,16,23,0,133,py
20,1315,2,64,9,0,22,213,45,129,699,29,41,0,236,py
11,145,0,10,1,0,2,20,13,22,89,1,5,0,17,py
22,1445,2,68,10,0,24,203,47,140,831,31,38,0,238,py
9,288,0,28,1,0,11,45,19,35,166,4,10,0,23,py
13,1315,2,64,9,0,22,213,45,129,699,29,41,0,236,py
8,315,0,20,2,0,6,49,19,30,192,1,15,0,30,py
11,88,0,0,1,1,0,18,1,4,46,16,1,2,3,html
9,1104,4,48,7,0,18,150,40,89,633,69,30,0,145,py
16,80019,0,8,138,56,47,13038,1199,4531,42933,826,6578,2176,14219,ipynb
13,2979,0,82,14,0,20,316,85,327,2036,49,33,0,429,py
15,8805,2,245,90,0,136,989,258,870,5710,122,104,2,1405,py
11,504,0,28,2,0,9,69,21,61,290,9,16,0,60,py
5,7956,2,240,50,0,92,942,205,894,5161,69,143,3,1254,py
10,424,6,2,17,0,9,86,25,43,191,10,24,0,54,json
14,106493,1034,309,1244,541,649,11058,2339,9155,73469,1903,2638,6725,6923,html
10,43536,1034,128,1148,460,488,4759,778,1852,30522,536,2174,1183,1104,html
13,19162,194,44,142,77,56,2305,427,1610,12962,465,493,1146,1278,html
13,58588,206,164,206,143,137,7504,1232,4538,38645,1984,1052,4830,3717,html
13,35969,194,54,156,58,107,4123,629,3019,25204,683,506,2400,2484,html
13,93340,194,157,268,224,208,10965,2074,8300,64154,1804,1484,7512,6370,html
13,70588,194,166,268,120,178,8653,1407,5660,48035,1624,825,5620,4905,html
11,305515,206,483,623,503,667,35490,6468,26793,210549,6247,3747,25644,21356,html
14,96325,1038,328,1196,589,706,10784,1952,7202,64335,2726,2845,6195,5583,html
14,330,0,0,1,0,0,54,7,32,221,3,0,18,33,html
20,238,0,0,0,2,0,46,5,24,142,3,8,14,23,html
16,212,0,0,0,0,0,34,6,22,141,1,0,14,22,html
13,334,0,0,0,2,0,53,12,42,194,1,2,26,56,html
10,9390,2,8,19,162,22,1276,215,776,5742,161,111,489,1398,html
10,1732,0,10,1,2,0,314,37,94,1150,39,6,100,110,html
10,649,0,0,1,0,0,129,21,46,388,7,0,48,76,html
12,847,0,0,1,0,0,150,36,66,486,2,0,76,132,html
13,1172,0,0,1,0,0,220,44,83,712,7,10,98,124,html
12,50955,742,530,998,25,1378,8867,2220,6257,24377,1306,1360,55,11317,ipynb
19,47227,0,,,,,,,,,,,,,ipynb
22,35882,528,343,701,7,1004,6192,1569,4495,17525,768,735,55,8024,ipynb
18,124642,0,,,,,,,,,,,,,ipynb
20,59193,866,624,952,3,1487,8321,2037,5244,27943,6521,2896,33,9547,ipynb
14,91494,0,,,,,,,,,,,,,ipynb
17,217602,575,850,634,36,26723,35487,4905,16440,64406,11281,36703,751,40156,ipynb
15,261379,0,,,,,,,,,,,,,ipynb
24,158328,0,,,,,,,,,,,,,ipynb
16,159849,0,,,,,,,,,,,,,ipynb
11,92699,0,,,,,,,,,,,,,ipynb
16,316652,0,,,,,,,,,,,,,ipynb
18,261654,0,,,,,,,,,,,,,ipynb
11,27070,0,,,,,,,,,,,,,ipynb
25,8706,0,,,,,,,,,,,,,ipynb
26,48008,986,268,1116,23,1589,9230,1560,5205,20118,682,942,42,13012,ipynb
19,61393,0,,,,,,,,,,,,,ipynb
22,72535,752,499,1091,779,1895,13477,1440,5196,29396,552,12234,42,11818,ipynb
12,20879,250,150,266,1,474,2478,593,2834,12350,586,261,8,4055,ipynb
23,48508,0,,,,,,,,,,,,,ipynb
30,740700,0,,,,,,,,,,,,,ipynb
33,35882,528,343,701,7,1004,6192,1569,4495,17525,768,735,55,8024,ipynb
29,64711,0,,,,,,,,,,,,,ipynb
31,59193,866,624,952,3,1487,8321,2037,5244,27943,6521,2896,33,9547,ipynb
28,341948,511,1394,556,15,39127,64818,5635,33435,99056,20353,54291,746,61081,ipynb
26,261379,0,,,,,,,,,,,,,ipynb
27,158328,0,,,,,,,,,,,,,ipynb
27,50857,0,,,,,,,,,,,,,ipynb
29,261654,0,,,,,,,,,,,,,ipynb
22,27070,0,,,,,,,,,,,,,ipynb
36,8706,0,,,,,,,,,,,,,ipynb
37,48008,986,268,1116,23,1589,9230,1560,5205,20118,682,942,42,13012,ipynb
30,61113,0,,,,,,,,,,,,,ipynb
33,72535,752,499,1091,779,1895,13477,1440,5196,29396,552,12234,42,11818,ipynb
23,20879,250,150,266,1,474,2478,593,2834,12350,586,261,8,4055,ipynb
25,177927,244,410,259,8,783,10344,813,1730,72025,61610,26529,418,5297,ipynb
21,94329,154,176,184,34,460,5860,595,1337,36808,32383,13234,494,4542,ipynb
19,187652,492,979,602,49,3013,19603,2902,7732,66377,39452,21107,4414,31564,ipynb
16,72013,2,156,1071,838,152,13295,1825,5083,36328,6813,3751,3708,4255,html
16,70249,2,182,1069,836,152,13191,1814,4684,34920,6800,3810,3770,3884,html
29,15746,2,22,70,34,39,2722,313,1344,9268,320,597,838,1522,html
12,11614,2,26,25,48,41,2097,251,1006,5027,1848,413,730,1287,html
13,20740,10,64,41,241,40,4325,830,1836,7222,3634,872,2010,1632,html
13,20528,14,32,32,162,77,3599,660,2017,8868,3068,663,1554,1980,html
13,14267,4,28,34,54,34,2583,411,1323,6203,2107,485,1020,1485,html
13,26476,20,78,32,180,90,4646,952,2772,11105,3915,868,2288,2483,html
13,17740,12,44,35,81,60,3268,573,1701,7303,2814,641,1378,1712,html
13,31174,44,60,34,501,68,6240,1283,2864,11429,5140,1191,3098,2267,html
13,27365,21,98,35,301,70,4853,970,2695,11429,4184,914,2290,2381,html
13,16253,18,36,28,208,27,3276,541,1359,5916,2746,639,1430,1389,html
13,20632,10,44,43,124,48,3972,727,1910,8190,3360,688,1774,1833,html
13,24020,2,28,36,183,67,3131,630,2174,10663,2604,496,1248,5113,html
12,13772,2,33,43,49,44,2449,310,1236,6046,1985,483,850,1479,html
13,11947,2,12,59,52,19,2549,330,808,4730,1981,434,930,1030,html
13,26249,24,48,38,379,56,4927,956,2500,10839,3876,921,2154,2212,html
13,18831,20,54,32,204,30,3711,670,1687,7228,3079,730,1628,1626,html
13,15379,10,40,31,142,23,3121,521,1318,5804,2586,607,1296,1379,html
13,11649,10,12,27,72,18,2508,372,906,4107,2108,522,982,1092,html
13,10244,2,10,30,55,25,2110,272,817,3816,1831,428,754,1092,html
12,14628,6,26,34,105,38,2771,422,1342,5977,2334,530,1072,1494,html
12,20178,4,36,37,70,74,3615,587,1851,8857,2979,670,1482,1948,html
12,25007,30,72,36,408,58,4894,961,2380,9534,3997,875,2254,2069,html
12,16113,18,56,35,117,65,3016,507,1531,6619,2487,605,1140,1629,html
12,23332,24,52,40,201,90,4476,892,2260,8881,3932,858,2048,2019,html
12,16696,8,36,28,107,16,3538,503,1128,6381,2960,434,1572,1294,html
12,14523,12,40,37,90,31,3067,527,1214,5099,2596,630,1306,1269,html
10,11399,8,38,33,50,41,2321,315,922,4308,1900,551,850,1165,html
8,8074,50,124,68,95,53,1157,6,438,4820,493,479,295,435,html
8,6546,0,14,20,0,29,635,143,741,4484,194,45,336,647,html
14,3871,0,6,10,5,25,344,67,384,2647,147,65,176,380,html
11,794,0,0,0,1,1,83,26,81,512,17,24,60,71,html
13,2661,0,4,4,1,14,205,51,283,1879,66,27,132,279,html
18,59698,45,175,164,1266,159,7462,777,3001,30314,1929,1615,2820,12973,html
20,6827,90,322,1,96,32,806,270,576,3961,364,30,4,852,java
12,11545,96,328,4,218,53,1360,487,1216,5202,410,181,27,3179,java
15,2812,22,62,0,53,15,355,149,420,1360,57,21,4,714,java
18,1829,0,2,4,9,2,282,34,80,1102,61,184,72,78,html
15,8635,48,280,4,102,85,803,276,1033,4979,419,135,12,1768,java
12,11336,96,322,4,215,53,1240,490,1211,5118,402,173,27,3196,java
9,2794,22,62,0,53,15,355,149,420,1344,55,21,4,714,java
15,11350,96,322,5,218,53,1256,495,1227,5097,389,168,27,3224,java
15,2812,22,62,0,53,15,355,149,420,1360,57,21,4,714,java
15,11110,96,318,5,212,50,1222,483,1203,5004,372,163,27,3158,java
9,841,14,32,10,22,13,145,37,110,398,11,8,0,151,java
11,1434,22,74,2,38,4,233,73,174,725,40,6,12,205,java
8,10083,54,430,16,175,178,1262,348,1095,4733,263,621,17,1987,java
9,12360,82,432,5,225,90,1275,461,1151,6582,483,131,11,2583,java
15,11336,96,338,2,177,93,1083,444,1159,5915,368,95,10,2715,java
19,40695,6,,,,,,,,,,,,,html
8,11108,0,0,2,1,24,1917,189,885,5153,796,1183,1146,698,html
8,11501,0,0,2,1,25,1988,196,916,5342,814,1224,1188,722,html
8,11507,0,0,2,1,25,1987,196,919,5342,823,1219,1188,725,html
8,2456,0,0,2,1,3,425,42,185,1184,151,240,264,145,html
13,973,0,6,2,5,3,136,40,85,507,49,35,80,110,html
10,6830,0,12,28,29,23,806,156,608,4045,225,172,552,782,html
8,5826,24,88,1,79,32,938,171,566,3052,167,190,277,807,html
13,4801,0,6,33,23,28,341,133,556,2944,211,157,354,572,html
13,4545,0,4,31,19,26,381,125,533,2786,205,156,272,541,html
10,17379,0,54,67,8,29,2730,433,1417,8357,736,418,1074,3473,html
12,5954,34,246,4,112,41,757,253,503,3374,283,99,6,998,java
9,415,8,14,0,11,5,60,38,45,222,12,2,0,81,java
14,922,8,32,4,18,0,142,57,83,546,25,28,5,114,java
10,1368,0,2,1,1,3,98,51,189,935,25,22,88,142,html
10,33571,292,1692,4,674,13,9929,1328,3165,13658,383,1248,84,5594,java
15,1081,24,22,4,20,0,155,83,133,583,19,20,4,230,java
12,11759,80,468,4,266,84,2601,508,1080,5351,271,671,13,1950,java
10,931,0,0,0,0,0,145,37,90,535,46,34,72,63,html
10,14209,0,68,78,11,27,1639,388,1221,7909,542,406,1106,2035,html
15,6121,58,187,8,74,11,648,273,848,3161,352,90,18,1514,java
15,3984,38,94,4,34,7,457,202,588,2187,180,63,12,908,java
13,1863,0,36,1,1,18,133,46,205,586,409,44,274,316,html
13,818,18,20,0,16,0,143,43,127,482,4,6,1,128,java
14,141,4,6,0,2,0,18,7,18,92,7,0,0,12,java
20,3490,18,118,2,62,16,421,114,346,1824,187,29,2,811,java
11,948,6,20,0,12,1,81,33,141,520,5,7,2,261,java
14,155,4,8,0,2,3,19,7,18,90,7,4,0,18,java
16,370,10,10,0,8,6,66,20,66,211,5,3,0,51,java
13,1465,24,22,2,23,6,204,47,154,944,64,1,0,175,java
11,750,14,24,0,18,5,148,36,93,342,7,16,6,134,java
14,222,4,10,0,4,0,28,10,24,136,12,2,0,16,java
22,2402,18,78,0,31,8,248,92,213,1153,74,32,2,666,java
18,2660,18,102,0,42,11,225,95,236,1359,110,35,1,662,java
16,2664,20,96,5,47,7,253,91,222,1267,132,41,0,705,java
12,2168,0,0,2,0,15,210,74,250,949,127,56,320,415,html
11,1969,0,8,9,17,9,440,78,183,969,35,75,118,211,html
16,59971,0,565,453,850,471,6516,1298,6735,37830,894,1859,2482,6753,html
8,12528,0,68,52,43,62,1266,304,1403,6861,348,187,468,2869,html
12,27736,12,182,87,182,179,3474,694,2792,13116,3027,539,1558,4686,html
11,11661,23,74,13,35,49,945,316,1534,7446,539,87,638,1496,html
10,61329,36,540,221,205,538,4339,1373,8176,40191,1173,1107,2044,9562,html
14,6854,94,312,14,103,48,946,302,1094,3024,268,159,94,1490,java
10,4226,0,34,15,13,11,417,109,526,2604,78,83,186,677,html
10,279,0,0,0,0,1,12,7,42,207,4,2,8,39,html
11,3229,30,44,1,31,6,274,118,459,1751,64,11,0,900,java
10,53354,65,549,262,381,355,5497,1623,6055,27965,1214,1150,3261,11032,html
14,359,4,18,4,5,2,44,12,60,191,11,2,3,63,java
14,735,8,34,3,16,0,122,31,95,366,18,0,0,137,java
14,613,4,26,3,11,0,66,18,65,346,22,15,1,101,java
14,730,6,26,1,14,0,69,24,82,381,13,3,1,192,java
14,456,6,20,1,11,0,98,19,61,231,9,4,2,55,java
15,1170,0,6,9,11,6,223,40,96,600,44,71,86,74,html
10,8909,0,51,27,6,51,536,174,1182,5559,254,136,464,1651,html
13,1465,24,22,2,23,6,204,47,154,944,64,1,0,175,java
10,70194,204,874,241,423,386,6616,2107,7516,36738,2540,1142,3372,15551,html
10,10577,4,89,36,23,50,697,236,1295,5956,238,210,424,2614,html
10,56790,210,658,206,265,341,5081,1621,5908,31139,2318,626,2922,11403,html
12,1504,18,28,4,18,0,142,56,207,866,25,11,10,327,java
10,542,12,24,4,7,0,52,27,71,279,17,12,8,101,java
14,384,4,14,4,6,0,43,23,52,203,13,2,8,65,java
13,737,12,28,4,12,0,73,34,94,386,20,14,8,147,java
16,1064,16,26,4,11,1,92,44,142,591,36,6,9,229,java
16,1155,14,22,10,19,0,112,53,137,556,47,20,8,295,java
16,1501,16,56,4,28,10,158,71,184,721,38,23,12,365,java
10,3371,26,148,0,59,32,243,105,291,1856,312,83,0,507,java
14,723,14,24,0,10,0,54,32,75,420,33,0,0,137,java
14,895,4,36,7,15,14,134,33,106,449,24,47,0,132,java
13,243,6,14,1,3,6,39,13,29,131,9,0,0,21,java
15,1230,20,24,2,16,7,188,49,172,599,14,1,0,310,java
12,560,8,14,0,7,5,71,25,83,382,3,3,1,66,java
14,307,12,10,0,4,5,56,17,40,165,9,16,0,30,java
11,348,4,2,2,3,1,58,16,54,165,5,17,4,87,java
12,947,14,22,2,11,4,107,32,124,655,22,0,0,110,java
11,3229,30,44,1,31,6,274,118,459,1751,64,11,0,900,java
14,690,6,34,4,13,1,132,29,85,405,25,3,0,67,java
11,376,6,6,2,4,1,63,18,56,176,10,17,4,87,java
12,1280,14,36,5,17,1,122,54,153,659,24,7,8,334,java
12,607,10,22,4,7,2,61,29,75,323,17,5,8,120,java
14,497,4,18,4,8,3,50,24,68,261,15,13,8,90,java
14,1493,16,38,5,23,7,142,53,189,815,38,20,10,326,java
14,1529,16,42,5,23,7,144,54,193,837,41,20,10,330,java
14,116,4,2,1,0,0,21,12,18,62,7,0,0,13,java
14,131,2,6,0,4,0,11,8,17,96,1,0,0,11,java
14,806,8,40,0,11,0,158,36,99,457,17,8,0,107,java
12,91,2,0,0,2,0,14,12,11,57,3,0,0,7,java
11,920,12,16,0,15,1,125,43,142,580,5,3,0,163,java
10,7405,10,24,21,4,45,525,155,997,4604,174,173,388,1282,html
14,143,4,6,0,2,0,16,8,18,78,5,0,0,24,java
10,11011,29,202,17,84,56,1022,300,1064,5722,574,148,318,2539,html
10,146069,372,2269,444,1034,967,12055,4075,14860,78303,7023,1756,6825,30946,html
12,1550,12,48,0,26,4,135,57,134,817,65,9,0,377,java
14,638,10,34,0,10,7,66,24,64,297,31,39,0,144,java
20,2028,20,58,1,23,2,314,80,267,1261,39,4,2,304,java
14,320,6,16,1,7,2,40,13,29,159,18,12,0,59,java
20,2400,24,80,1,30,2,358,96,304,1482,45,6,3,369,java
17,340,2,6,0,3,0,30,13,51,256,1,0,0,42,java
14,100,4,4,0,1,0,14,7,14,57,3,0,0,17,java
12,3880,16,98,6,52,26,691,141,399,2085,177,39,2,688,java
14,887,14,20,2,18,2,176,46,143,492,8,21,4,130,java
14,312,6,14,0,6,11,62,15,39,140,9,22,0,42,java
12,2150,20,80,2,43,26,273,89,222,1184,112,55,1,354,java
14,116,4,2,1,0,0,21,12,18,62,7,0,0,13,java
14,131,2,6,0,4,0,11,8,17,96,1,0,0,11,java
14,806,8,40,0,11,0,158,36,99,457,17,8,0,107,java
12,91,2,0,0,2,0,14,12,11,57,3,0,0,7,java
11,920,12,16,0,15,1,125,43,142,580,5,3,0,163,java
10,43873,94,526,149,313,273,4432,1300,4491,22521,1208,783,1849,10425,html
13,2985,46,170,8,121,53,420,161,304,1436,73,293,28,177,java
14,137,4,6,0,2,0,21,9,18,78,5,0,0,12,java
12,2982,12,84,2,46,16,209,87,285,1606,121,29,0,771,java
22,63,2,0,0,1,0,5,5,7,43,3,0,0,4,java
14,135,4,6,0,2,0,20,8,18,78,5,0,0,12,java
12,3242,12,116,0,51,29,286,101,258,1623,180,20,0,825,java
14,301,4,2,3,0,0,169,19,27,48,33,0,0,23,java
14,301,4,2,3,0,0,169,19,27,48,33,0,0,23,java
14,301,4,2,3,0,0,169,19,27,48,33,0,0,23,java
14,301,4,2,3,0,0,169,19,27,48,33,0,0,23,java
14,301,4,2,3,0,0,169,19,27,48,33,0,0,23,java
14,301,4,2,3,0,0,169,19,27,48,33,0,0,23,java
14,301,4,2,3,0,0,169,19,27,48,33,0,0,23,java
14,301,4,2,3,0,0,169,19,27,48,33,0,0,23,java
14,138,4,6,0,2,0,22,9,18,78,5,0,0,12,java
12,3452,16,104,1,51,25,276,100,318,1913,151,31,0,785,java
14,352,4,14,0,6,3,55,17,35,198,10,21,0,24,java
14,279,6,8,1,5,3,41,18,33,168,7,0,0,22,java
15,825,10,20,2,10,4,121,38,100,510,13,7,2,88,java
14,247,4,12,0,6,0,41,18,22,141,7,6,0,12,java
12,717,14,14,3,11,1,111,36,77,461,11,1,1,53,java
22,139,2,4,0,3,0,9,7,16,100,3,0,0,11,java
14,626,4,22,2,12,2,64,27,53,315,21,7,0,150,java
10,316,8,10,1,6,2,53,19,36,179,11,5,0,22,java
13,479,10,10,2,8,1,61,23,47,298,18,0,0,48,java
14,138,4,6,0,2,0,22,9,18,78,5,0,0,12,java
12,2583,12,78,1,39,11,224,80,246,1330,84,28,1,696,java
10,3439,0,10,10,41,5,445,90,258,1785,90,67,252,645,html
13,1975,12,48,3,22,2,394,63,213,1103,36,1,1,291,java
14,1473,10,42,5,27,2,209,49,151,751,24,21,6,327,java
14,656,4,22,3,11,1,117,30,75,387,19,0,0,62,java
13,661,12,16,0,8,2,110,35,57,427,8,0,0,43,java
13,1031,18,22,0,16,3,150,45,107,685,11,4,1,76,java
13,1975,12,48,3,22,2,394,63,213,1103,36,1,1,291,java
15,1287,8,42,2,18,2,124,35,127,584,25,9,7,431,java
13,1465,24,22,2,23,6,204,47,154,944,64,1,0,175,java
11,750,14,24,0,18,5,148,36,93,342,7,16,6,134,java
14,222,4,10,0,4,0,28,10,24,136,12,2,0,16,java
12,947,6,40,5,19,0,141,41,91,467,18,7,2,201,java
14,947,6,40,5,19,0,141,41,91,467,18,7,2,201,java
12,23102,6,30,9,104,380,3198,434,1501,9584,6265,250,1528,1314,html
12,601,10,26,0,10,7,98,31,66,325,18,27,0,49,java
22,2402,18,78,0,31,8,248,92,213,1153,74,32,2,666,java
18,2660,18,102,0,42,11,225,95,236,1359,110,35,1,662,java
16,2664,20,96,5,47,7,253,91,222,1267,132,41,0,705,java
14,134,4,6,0,2,0,19,8,18,78,5,0,0,12,java
12,2594,18,92,3,44,8,231,86,222,1437,131,14,4,527,java
9,306,8,6,0,6,2,23,14,29,194,9,0,0,44,java
23,1217,16,14,2,18,4,142,50,110,729,50,2,0,190,java
14,834,6,26,0,6,1,76,27,71,390,17,11,3,271,java
18,13345,6,62,14,129,13,2397,367,1008,4378,3701,184,1278,816,html
18,3030,14,70,11,19,5,404,102,386,1662,68,39,3,633,java
16,1253,4,36,5,19,4,136,40,119,624,38,27,0,320,java
16,2153,14,56,10,33,5,248,67,193,995,74,53,2,596,java
14,710,4,20,5,8,1,86,28,73,393,16,2,1,146,java
18,2018,20,50,0,17,1,204,65,251,1192,48,3,5,413,java
14,1293,12,46,4,21,1,223,46,130,663,32,6,11,228,java
21,740,14,12,1,10,0,81,24,100,504,11,2,0,81,java
14,713,4,20,0,15,6,107,27,78,408,48,12,0,66,java
12,555,12,16,0,9,3,83,28,71,338,16,0,0,50,java
19,305,6,10,0,4,2,39,17,30,195,13,0,0,19,java
14,818,6,38,6,15,1,135,30,81,488,30,6,1,62,java
18,492,12,14,0,10,2,79,29,57,263,12,5,0,66,java
13,150,2,6,0,4,0,11,8,18,104,3,0,0,12,java
13,1465,24,22,2,23,6,204,47,154,944,64,1,0,175,java
14,222,4,10,0,4,0,28,10,24,136,12,2,0,16,java
22,2402,18,78,0,31,8,248,92,213,1153,74,32,2,666,java
18,2660,18,102,0,42,11,225,95,236,1359,110,35,1,662,java
14,19571,6,134,11,267,34,3374,589,1450,6876,4922,222,2000,1136,html
12,23102,6,30,9,104,380,3198,434,1501,9584,6265,250,1528,1314,html
14,1196,10,26,3,20,3,261,45,180,591,19,32,5,181,java
21,783,0,2,3,2,0,138,32,70,265,206,28,62,45,html
23,743,0,2,3,2,0,132,32,68,235,204,28,62,43,html
20,4972,6,14,3,32,0,912,140,342,1352,1612,86,476,339,html
20,4908,6,14,3,34,0,903,140,337,1317,1605,86,472,328,html
13,9080,6,20,7,34,22,1080,213,864,4034,2086,110,680,788,html
14,6607,6,30,3,46,2,1250,168,467,1996,1884,93,696,433,html
10,1378,2,16,3,3,4,186,37,134,702,198,29,56,142,html
19,1103,0,2,3,2,1,194,44,89,353,321,33,97,53,html
21,5267,6,14,3,36,1,977,151,359,1402,1740,95,502,340,html
18,5766,6,22,4,36,4,1009,160,389,1814,1725,87,540,359,html
18,857,0,2,3,9,0,155,32,70,293,229,29,60,45,html
20,5336,4,10,3,38,0,989,144,361,1416,1765,95,526,346,html
17,5332,6,14,4,38,0,966,147,360,1521,1673,87,532,344,html
14,8784,6,30,7,86,10,1690,244,593,2403,2819,137,854,498,html
20,5564,6,14,3,32,0,1023,157,384,1501,1832,101,528,367,html
18,840,0,2,3,1,0,154,32,70,289,225,29,60,45,html
20,5609,6,14,3,35,0,1063,152,380,1553,1794,95,534,360,html
17,5925,6,22,4,34,4,1084,161,392,1859,1741,87,562,361,html
12,23102,6,30,9,104,380,3198,434,1501,9584,6265,250,1528,1314,html
18,905,0,2,3,1,0,165,32,70,343,225,29,60,45,html
20,5707,6,14,3,36,0,1126,152,373,1595,1793,95,534,353,html
17,5556,6,14,4,34,0,1088,147,361,1629,1671,87,532,344,html
14,19571,6,134,11,267,34,3374,589,1450,6876,4922,222,2000,1136,html
12,601,10,26,0,10,7,98,31,66,325,18,27,0,49,java
14,766,6,24,3,13,0,106,33,86,368,8,13,2,190,java
14,947,6,40,5,19,0,141,41,91,467,18,7,2,201,java
14,130,4,6,0,2,0,17,7,17,78,5,0,0,11,java
