MAGNITUD,ANO,MES,DIA,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
14,2020,4,8,10.13,12.58,14.57,41.03,23.44,32.66,25.45,11.9,16.86,44.87,63.3,72.58,77.43,82.71,85.43,86.2,84.18,86.65,83.7,82.79,68.12,42.15,24.78,18.56
6,2020,4,9,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2
7,2020,4,9,7.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,7.0,10.0,7.0,7.0,7.0,8.0,8.0,5.0,6.0,6.0,6.0,5.0,6.0,7.0,7.0
8,2020,4,9,24.0,36.0,12.0,12.0,14.0,11.0,12.0,35.0,29.0,25.0,21.0,16.0,17.0,17.0,17.0,18.0,10.0,14.0,15.0,15.0,21.0,22.0,24.0,16.0
9,2020,4,9,8.0,8.0,10.0,11.0,9.0,9.0,8.0,8.0,8.0,8.0,10.0,11.0,9.0,9.0,8.0,5.0,6.0,6.0,6.0,9.0,12.0,12.0,10.0,12.0
10,2020,4,9,11.0,10.0,11.0,13.0,11.0,11.0,10.0,10.0,10.0,10.0,12.0,13.0,11.0,11.0,10.0,7.0,8.0,7.0,8.0,11.0,14.0,13.0,11.0,13.0
12,2020,4,9,35.0,48.0,19.0,19.0,22.0,18.0,19.0,43.0,41.0,36.0,36.0,27.0,28.0,28.0,29.0,30.0,18.0,24.0,25.0,24.0,29.0,31.0,35.0,26.0
14,2020,4,9,37.71,34.97,63.48,70.43,72.04,78.14,78.71,49.53,50.57,51.49,56.84,70.53,79.05,77.84,77.07,74.78,85.0,81.0,83.54,80.88,62.08,50.78,46.18,57.76
6,2020,4,10,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2
7,2020,4,10,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,8.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,8.0,7.0
8,2020,4,10,14.0,11.0,10.0,9.0,8.0,9.0,10.0,14.0,15.0,13.0,12.0,13.0,11.0,12.0,10.0,11.0,12.0,12.0,13.0,17.0,17.0,18.0,19.0,14.0
9,2020,4,10,10.0,8.0,8.0,8.0,9.0,9.0,11.0,9.0,11.0,10.0,7.0,6.0,7.0,6.0,6.0,8.0,9.0,7.0,9.0,8.0,6.0,6.0,7.0,5.0
10,2020,4,10,11.0,8.0,9.0,9.0,10.0,10.0,11.0,10.0,12.0,10.0,7.0,7.0,8.0,7.0,7.0,9.0,10.0,8.0,10.0,9.0,7.0,6.0,7.0,6.0
12,2020,4,10,23.0,19.0,18.0,16.0,15.0,18.0,18.0,22.0,23.0,25.0,22.0,23.0,21.0,22.0,19.0,21.0,22.0,23.0,23.0,28.0,26.0,28.0,31.0,25.0
14,2020,4,10,59.28,60.03,62.08,64.32,64.32,63.09,62.56,60.98,58.73,57.71,57.9,57.31,59.84,58.63,60.05,60.9,61.34,61.22,61.36,57.39,55.4,50.41,51.02,58.84
6,2020,4,11,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3
7,2020,4,11,6.0,5.0,5.0,4.0,5.0,5.0,6.0,7.0,8.0,8.0,9.0,8.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,11.0
8,2020,4,11,17.0,15.0,21.0,11.0,10.0,9.0,15.0,20.0,19.0,14.0,14.0,12.0,12.0,9.0,12.0,8.0,7.0,9.0,9.0,10.0,16.0,22.0,26.0,33.0
9,2020,4,11,3.0,4.0,7.0,5.0,6.0,8.0,11.0,8.0,8.0,9.0,12.0,10.0,13.0,12.0,10.0,11.0,8.0,9.0,7.0,4.0,6.0,8.0,12.0,11.0
10,2020,4,11,4.0,5.0,8.0,6.0,7.0,9.0,12.0,10.0,10.0,11.0,14.0,12.0,15.0,13.0,11.0,12.0,10.0,10.0,8.0,5.0,7.0,9.0,13.0,13.0
12,2020,4,11,25.0,22.0,28.0,18.0,18.0,17.0,23.0,31.0,31.0,26.0,28.0,25.0,23.0,19.0,25.0,18.0,16.0,19.0,18.0,19.0,27.0,34.0,36.0,50.0
14,2020,4,11,55.7,57.64,52.63,62.58,65.17,66.75,56.44,50.86,46.13,53.17,59.7,69.55,76.12,82.37,80.58,84.22,81.89,81.47,79.17,75.3,67.12,60.49,53.35,42.27
6,2020,4,12,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2
7,2020,4,12,8.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,6.0,5.0,6.0,0.0,0.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,8.0,7.0,7.0
8,2020,4,12,31.0,11.0,6.0,7.0,6.0,7.0,9.0,13.0,21.0,12.0,8.0,0.0,0.0,5.0,7.0,7.0,5.0,5.0,7.0,9.0,13.0,35.0,39.0,28.0
9,2020,4,12,12.0,13.0,14.0,11.0,12.0,11.0,10.0,13.0,12.0,11.0,10.0,0.0,0.0,7.0,9.0,7.0,10.0,6.0,10.0,9.0,9.0,8.0,6.0,10.0
10,2020,4,12,14.0,14.0,15.0,13.0,14.0,12.0,11.0,14.0,13.0,12.0,11.0,0.0,0.0,8.0,10.0,9.0,12.0,7.0,11.0,10.0,11.0,10.0,8.0,12.0
12,2020,4,12,44.0,19.0,13.0,14.0,12.0,13.0,16.0,20.0,30.0,20.0,17.0,0.0,0.0,13.0,15.0,15.0,13.0,13.0,15.0,16.0,21.0,47.0,50.0,39.0
14,2020,4,12,43.62,74.74,92.1,94.1,96.03,96.94,93.54,87.34,79.63,87.72,95.4,0.0,0.0,98.55,97.42,98.69,98.87,100.3,98.77,97.13,89.65,59.33,52.99,58.3
6,2020,4,13,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4
7,2020,4,13,6.0,5.0,5.0,5.0,5.0,5.0,7.0,12.0,12.0,8.0,11.0,10.0,11.0,9.0,10.0,8.0,7.0,7.0,6.0,8.0,9.0,20.0,32.0,21.0
8,2020,4,13,20.0,9.0,8.0,10.0,10.0,11.0,20.0,37.0,46.0,25.0,31.0,23.0,24.0,20.0,18.0,17.0,14.0,9.0,11.0,23.0,41.0,66.0,75.0,63.0
9,2020,4,13,11.0,11.0,12.0,11.0,9.0,8.0,12.0,13.0,13.0,13.0,13.0,12.0,15.0,14.0,10.0,11.0,9.0,11.0,6.0,3.0,8.0,9.0,9.0,13.0
10,2020,4,13,12.0,10.0,14.0,13.0,11.0,10.0,13.0,14.0,14.0,15.0,14.0,13.0,16.0,16.0,11.0,12.0,11.0,12.0,7.0,4.0,9.0,11.0,11.0,15.0
12,2020,4,13,29.0,16.0,15.0,17.0,18.0,18.0,31.0,55.0,65.0,37.0,48.0,39.0,41.0,34.0,34.0,29.0,26.0,19.0,21.0,35.0,54.0,97.0,124.0,95.0
14,2020,4,13,62.53,84.4,85.27,83.76,88.22,86.54,75.92,57.45,49.78,76.7,71.28,76.8,76.1,78.88,83.71,87.82,88.89,91.1,87.69,77.96,60.9,32.26,16.61,22.54
6,2020,4,14,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2
7,2020,4,14,6.0,5.0,5.0,5.0,5.0,5.0,10.0,17.0,20.0,21.0,18.0,15.0,15.0,12.0,10.0,9.0,10.0,9.0,12.0,10.0,9.0,9.0,11.0,9.0
8,2020,4,14,35.0,24.0,19.0,16.0,15.0,15.0,29.0,42.0,46.0,39.0,33.0,29.0,26.0,18.0,17.0,20.0,21.0,23.0,29.0,28.0,32.0,35.0,33.0,31.0
9,2020,4,14,13.0,10.0,7.0,9.0,9.0,7.0,8.0,9.0,10.0,9.0,9.0,8.0,8.0,10.0,7.0,4.0,4.0,7.0,6.0,6.0,6.0,7.0,7.0,4.0
10,2020,4,14,14.0,11.0,8.0,10.0,10.0,9.0,9.0,11.0,11.0,11.0,11.0,10.0,10.0,11.0,9.0,6.0,6.0,9.0,8.0,8.0,7.0,8.0,8.0,5.0
12,2020,4,14,45.0,32.0,27.0,23.0,23.0,23.0,43.0,68.0,76.0,72.0,60.0,51.0,49.0,36.0,32.0,33.0,36.0,37.0,48.0,43.0,47.0,49.0,50.0,44.0
14,2020,4,14,37.88,39.4,35.69,37.49,39.48,44.08,42.9,32.35,27.16,31.37,36.15,39.01,44.69,67.01,74.59,72.81,73.87,74.1,66.63,68.97,63.14,52.78,54.58,56.46
6,2020,4,15,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,4,15,7.0,5.0,5.0,5.0,5.0,6.0,10.0,15.0,12.0,9.0,13.0,20.0,14.0,12.0,13.0,11.0,9.0,9.0,10.0,8.0,9.0,8.0,7.0,6.0
8,2020,4,15,23.0,16.0,14.0,16.0,16.0,19.0,31.0,38.0,30.0,29.0,38.0,49.0,28.0,19.0,18.0,18.0,14.0,16.0,21.0,18.0,27.0,28.0,21.0,18.0
9,2020,4,15,5.0,4.0,4.0,6.0,5.0,4.0,7.0,10.0,9.0,6.0,4.0,6.0,6.0,5.0,1.0,1.0,4.0,2.0,7.0,5.0,3.0,3.0,4.0,4.0
10,2020,4,15,6.0,5.0,5.0,7.0,6.0,5.0,7.0,11.0,11.0,7.0,5.0,6.0,6.0,5.0,1.0,2.0,5.0,3.0,8.0,5.0,4.0,4.0,5.0,5.0
12,2020,4,15,34.0,23.0,22.0,23.0,24.0,29.0,45.0,60.0,48.0,42.0,58.0,79.0,49.0,37.0,38.0,35.0,27.0,29.0,37.0,31.0,42.0,40.0,31.0,28.0
14,2020,4,15,60.45,66.07,68.54,64.62,63.07,60.64,51.66,47.95,52.91,58.46,60.64,55.24,71.78,75.73,74.14,73.61,77.69,73.17,68.67,73.12,59.17,53.02,59.36,59.87
6,2020,4,16,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3
7,2020,4,16,6.0,5.0,6.0,5.0,5.0,7.0,11.0,35.0,47.0,23.0,14.0,12.0,12.0,11.0,10.0,10.0,7.0,6.0,9.0,6.0,7.0,10.0,12.0,20.0
8,2020,4,16,14.0,10.0,14.0,9.0,13.0,18.0,33.0,60.0,64.0,37.0,21.0,18.0,18.0,16.0,16.0,22.0,14.0,9.0,11.0,15.0,18.0,28.0,36.0,49.0
9,2020,4,16,3.0,4.0,4.0,7.0,5.0,4.0,7.0,7.0,8.0,7.0,7.0,7.0,5.0,7.0,5.0,5.0,10.0,7.0,4.0,5.0,5.0,8.0,6.0,6.0
10,2020,4,16,4.0,5.0,4.0,8.0,6.0,5.0,8.0,9.0,10.0,9.0,9.0,10.0,6.0,9.0,8.0,8.0,13.0,8.0,5.0,6.0,6.0,8.0,7.0,7.0
12,2020,4,16,23.0,18.0,23.0,17.0,21.0,29.0,50.0,113.0,137.0,73.0,42.0,37.0,37.0,33.0,32.0,37.0,24.0,18.0,24.0,25.0,29.0,43.0,54.0,79.0
14,2020,4,16,62.75,62.06,55.84,59.93,56.68,52.86,37.34,11.95,12.82,36.65,55.35,58.3,61.57,71.05,75.48,71.69,70.43,67.12,65.04,60.81,59.89,46.84,38.37,22.58
6,2020,4,17,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.6,0.5,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.4
7,2020,4,17,9.0,5.0,5.0,5.0,5.0,6.0,26.0,113.0,67.0,34.0,15.0,9.0,9.0,6.0,7.0,7.0,6.0,6.0,6.0,5.0,5.0,25.0,26.0,41.0
8,2020,4,17,22.0,8.0,7.0,7.0,12.0,17.0,53.0,70.0,74.0,53.0,26.0,16.0,15.0,12.0,9.0,8.0,7.0,8.0,9.0,10.0,12.0,55.0,62.0,68.0
9,2020,4,17,6.0,5.0,4.0,4.0,1.0,4.0,4.0,9.0,12.0,8.0,9.0,8.0,3.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,7.0,10.0
10,2020,4,17,7.0,5.0,4.0,5.0,1.0,5.0,5.0,11.0,14.0,10.0,12.0,10.0,5.0,4.0,7.0,6.0,5.0,5.0,5.0,6.0,5.0,7.0,9.0,12.0
12,2020,4,17,36.0,15.0,15.0,15.0,19.0,26.0,92.0,244.0,176.0,105.0,50.0,30.0,29.0,21.0,19.0,18.0,17.0,17.0,18.0,18.0,20.0,93.0,103.0,131.0
14,2020,4,17,48.93,65.4,63.18,61.94,48.97,50.76,11.32,8.84,10.76,27.18,51.31,62.89,71.81,72.62,79.39,80.98,82.65,80.98,78.72,76.49,73.65,27.86,15.89,9.44
6,2020,4,18,0.4,0.4,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,4,18,42.0,40.0,18.0,6.0,6.0,6.0,9.0,35.0,17.0,18.0,13.0,12.0,6.0,7.0,4.0,5.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,5.0
8,2020,4,18,62.0,54.0,37.0,16.0,12.0,12.0,19.0,30.0,24.0,23.0,20.0,18.0,10.0,10.0,6.0,8.0,11.0,11.0,10.0,10.0,10.0,14.0,18.0,14.0
9,2020,4,18,10.0,12.0,10.0,8.0,5.0,4.0,4.0,5.0,6.0,8.0,8.0,11.0,8.0,1.0,4.0,6.0,6.0,7.0,6.0,6.0,4.0,5.0,6.0,7.0
10,2020,4,18,12.0,14.0,12.0,9.0,6.0,5.0,6.0,7.0,9.0,9.0,10.0,13.0,9.0,4.0,7.0,8.0,8.0,10.0,8.0,8.0,6.0,7.0,7.0,9.0
12,2020,4,18,127.0,115.0,65.0,25.0,22.0,22.0,33.0,84.0,50.0,51.0,39.0,35.0,20.0,20.0,13.0,16.0,20.0,20.0,19.0,17.0,16.0,21.0,26.0,21.0
14,2020,4,18,8.69,8.78,13.73,25.08,24.75,21.31,16.16,8.81,12.19,16.97,31.57,49.55,76.55,84.18,95.35,98.6,99.29,100.1,101.5,100.7,93.18,76.07,59.11,59.78
6,2020,4,19,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2
7,2020,4,19,9.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0,6.0,5.0,8.0,6.0,8.0,5.0,4.0
8,2020,4,19,20.0,12.0,10.0,12.0,9.0,8.0,9.0,14.0,15.0,13.0,9.0,10.0,11.0,10.0,8.0,10.0,13.0,11.0,9.0,25.0,21.0,26.0,11.0,10.0
9,2020,4,19,7.0,2.0,6.0,3.0,5.0,6.0,5.0,3.0,2.0,4.0,5.0,3.0,5.0,6.0,5.0,3.0,5.0,7.0,5.0,4.0,6.0,3.0,3.0,4.0
10,2020,4,19,8.0,4.0,7.0,4.0,6.0,6.0,5.0,3.0,2.0,5.0,6.0,4.0,6.0,7.0,5.0,4.0,6.0,8.0,6.0,5.0,7.0,4.0,4.0,5.0
12,2020,4,19,34.0,20.0,17.0,24.0,16.0,16.0,16.0,22.0,24.0,22.0,18.0,19.0,19.0,18.0,16.0,18.0,22.0,20.0,17.0,37.0,30.0,37.0,18.0,17.0
14,2020,4,19,52.31,61.7,78.14,72.57,70.44,65.85,69.62,70.28,65.47,74.74,84.91,88.03,92.35,96.42,99.41,101.9,100.6,97.08,76.53,56.64,57.77,42.09,67.91,63.71
6,2020,4,20,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,4,20,11.0,5.0,5.0,5.0,6.0,9.0,21.0,53.0,32.0,20.0,30.0,22.0,9.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,8.0,10.0,10.0
8,2020,4,20,22.0,16.0,16.0,12.0,14.0,21.0,35.0,43.0,32.0,26.0,38.0,32.0,13.0,8.0,7.0,9.0,6.0,7.0,8.0,10.0,10.0,19.0,26.0,34.0
9,2020,4,20,4.0,6.0,8.0,5.0,3.0,5.0,4.0,10.0,5.0,2.0,6.0,9.0,8.0,2.0,3.0,2.0,6.0,4.0,5.0,7.0,6.0,7.0,7.0,6.0
10,2020,4,20,4.0,7.0,8.0,6.0,3.0,5.0,6.0,11.0,7.0,2.0,9.0,11.0,10.0,4.0,5.0,3.0,7.0,5.0,6.0,9.0,8.0,8.0,8.0,8.0
12,2020,4,20,39.0,24.0,23.0,19.0,23.0,34.0,68.0,124.0,82.0,57.0,84.0,66.0,27.0,20.0,17.0,20.0,15.0,17.0,17.0,20.0,19.0,32.0,41.0,50.0
14,2020,4,20,35.03,32.42,35.56,41.1,38.84,23.12,14.83,9.46,13.47,28.36,32.67,46.87,70.34,77.91,80.87,74.55,75.95,75.19,74.3,72.18,73.44,63.18,58.87,49.33
6,2020,4,21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2
7,2020,4,21,7.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,7.0,7.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,7.0,8.0,7.0,5.0,5.0
8,2020,4,21,26.0,10.0,7.0,6.0,5.0,6.0,13.0,17.0,15.0,18.0,17.0,11.0,9.0,10.0,12.0,10.0,8.0,11.0,9.0,15.0,25.0,28.0,16.0,13.0
9,2020,4,21,5.0,5.0,6.0,5.0,3.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,3.0,5.0,4.0,3.0
10,2020,4,21,6.0,5.0,6.0,5.0,3.0,1.0,3.0,6.0,1.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,6.0,5.0,4.0
12,2020,4,21,37.0,19.0,16.0,13.0,12.0,14.0,23.0,25.0,24.0,29.0,29.0,21.0,17.0,19.0,23.0,21.0,17.0,21.0,17.0,26.0,37.0,38.0,24.0,20.0
14,2020,4,21,52.66,59.89,66.2,71.93,85.18,81.71,77.55,74.74,76.13,68.69,70.91,74.52,73.66,74.45,73.33,74.75,78.15,72.58,68.75,69.17,59.4,53.31,67.82,69.21
6,2020,4,22,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2
7,2020,4,22,5.0,5.0,5.0,5.0,5.0,12.0,46.0,77.0,107.0,50.0,23.0,16.0,9.0,8.0,10.0,8.0,8.0,7.0,5.0,5.0,5.0,6.0,8.0,6.0
8,2020,4,22,19.0,17.0,21.0,28.0,18.0,40.0,57.0,65.0,74.0,60.0,33.0,25.0,16.0,14.0,18.0,18.0,17.0,20.0,12.0,13.0,13.0,24.0,33.0,17.0
9,2020,4,22,2.0,3.0,4.0,5.0,6.0,5.0,6.0,9.0,12.0,12.0,5.0,3.0,4.0,4.0,3.0,5.0,6.0,5.0,4.0,3.0,3.0,4.0,5.0,6.0
10,2020,4,22,3.0,4.0,5.0,6.0,6.0,6.0,8.0,11.0,16.0,18.0,9.0,4.0,5.0,5.0,4.0,7.0,7.0,6.0,5.0,3.0,4.0,5.0,7.0,7.0
12,2020,4,22,27.0,24.0,28.0,36.0,25.0,59.0,126.0,182.0,238.0,137.0,69.0,49.0,30.0,26.0,34.0,31.0,28.0,31.0,20.0,21.0,20.0,33.0,45.0,26.0
14,2020,4,22,61.8,50.85,43.72,29.59,37.48,17.39,7.88,7.87,12.74,30.77,60.23,71.28,80.9,84.39,84.07,88.26,89.19,86.01,90.47,81.41,76.3,60.3,51.03,58.34
6,2020,4,23,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3
7,2020,4,23,5.0,6.0,5.0,5.0,5.0,7.0,13.0,24.0,21.0,19.0,17.0,16.0,16.0,12.0,11.0,9.0,10.0,8.0,9.0,8.0,10.0,14.0,22.0,34.0
8,2020,4,23,15.0,16.0,11.0,9.0,16.0,16.0,31.0,44.0,43.0,37.0,34.0,27.0,25.0,21.0,18.0,17.0,19.0,17.0,18.0,16.0,28.0,49.0,52.0,55.0
9,2020,4,23,4.0,3.0,3.0,5.0,5.0,6.0,5.0,7.0,7.0,7.0,6.0,5.0,7.0,9.0,10.0,10.0,9.0,6.0,4.0,14.0,7.0,6.0,8.0,9.0
10,2020,4,23,5.0,4.0,4.0,5.0,6.0,6.0,6.0,8.0,9.0,9.0,8.0,8.0,9.0,11.0,12.0,12.0,13.0,8.0,6.0,13.0,8.0,7.0,10.0,11.0
12,2020,4,23,23.0,24.0,18.0,17.0,25.0,27.0,50.0,80.0,76.0,66.0,60.0,52.0,50.0,40.0,35.0,31.0,35.0,30.0,32.0,28.0,44.0,71.0,86.0,108.0
14,2020,4,23,54.9,52.14,47.76,43.64,39.58,41.08,32.46,25.78,26.9,34.47,38.18,46.52,49.5,57.41,69.78,78.51,77.06,75.35,72.67,73.75,60.94,37.11,28.83,12.48
6,2020,4,24,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3
7,2020,4,24,7.0,6.0,8.0,5.0,6.0,6.0,18.0,17.0,33.0,34.0,13.0,12.0,11.0,9.0,10.0,11.0,8.0,7.0,10.0,10.0,8.0,8.0,11.0,18.0
8,2020,4,24,31.0,30.0,33.0,19.0,20.0,21.0,43.0,43.0,41.0,40.0,23.0,20.0,17.0,15.0,19.0,18.0,13.0,14.0,16.0,14.0,18.0,25.0,36.0,50.0
9,2020,4,24,7.0,7.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,10.0,8.0,7.0,13.0,10.0,2.0,4.0,6.0,4.0,10.0,9.0,6.0,7.0,6.0,7.0
10,2020,4,24,9.0,8.0,8.0,9.0,8.0,9.0,8.0,11.0,10.0,13.0,11.0,10.0,16.0,13.0,5.0,7.0,8.0,6.0,12.0,10.0,7.0,8.0,8.0,9.0
12,2020,4,24,42.0,39.0,46.0,28.0,29.0,31.0,70.0,68.0,91.0,92.0,43.0,38.0,34.0,29.0,34.0,34.0,26.0,25.0,31.0,29.0,31.0,37.0,52.0,78.0
14,2020,4,24,30.81,24.72,18.46,48.35,45.89,50.34,28.83,15.74,17.17,29.46,61.67,72.34,75.82,84.85,81.9,83.59,80.75,77.53,76.83,76.99,74.06,63.54,46.21,33.48
6,2020,4,25,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,4,25,9.0,5.0,5.0,5.0,5.0,5.0,5.0,8.0,10.0,11.0,8.0,7.0,7.0,6.0,7.0,5.0,4.0,3.0,4.0,4.0,6.0,7.0,6.0,5.0
8,2020,4,25,28.0,17.0,18.0,16.0,15.0,23.0,21.0,31.0,23.0,24.0,14.0,11.0,13.0,11.0,13.0,8.0,6.0,5.0,6.0,8.0,15.0,23.0,23.0,9.0
9,2020,4,25,4.0,6.0,6.0,7.0,7.0,7.0,8.0,7.0,8.0,10.0,13.0,10.0,11.0,10.0,8.0,5.0,6.0,9.0,13.0,13.0,17.0,4.0,5.0,4.0
10,2020,4,25,6.0,8.0,8.0,8.0,9.0,8.0,10.0,9.0,9.0,12.0,15.0,12.0,12.0,12.0,11.0,8.0,8.0,12.0,15.0,14.0,16.0,6.0,7.0,6.0
12,2020,4,25,41.0,25.0,26.0,24.0,22.0,32.0,29.0,43.0,37.0,40.0,26.0,21.0,24.0,20.0,24.0,17.0,12.0,9.0,12.0,15.0,24.0,34.0,33.0,17.0
14,2020,4,25,53.59,66.74,66.19,68.02,70.54,61.8,65.17,46.17,37.97,60.18,75.57,84.02,88.29,99.11,103.6,100.9,98.43,93.62,89.87,86.74,77.84,69.39,62.61,59.69
6,2020,4,26,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
7,2020,4,26,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0
8,2020,4,26,17.0,22.0,17.0,16.0,8.0,7.0,8.0,12.0,12.0,7.0,5.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,6.0,7.0,11.0
9,2020,4,26,5.0,7.0,6.0,5.0,4.0,5.0,6.0,7.0,6.0,9.0,9.0,8.0,7.0,8.0,8.0,11.0,8.0,8.0,21.0,24.0,6.0,4.0,5.0,5.0
10,2020,4,26,6.0,8.0,7.0,6.0,5.0,7.0,7.0,9.0,8.0,10.0,10.0,9.0,9.0,11.0,13.0,19.0,19.0,15.0,26.0,26.0,10.0,8.0,9.0,8.0
12,2020,4,26,26.0,31.0,25.0,24.0,15.0,15.0,17.0,21.0,23.0,16.0,13.0,14.0,13.0,11.0,11.0,10.0,8.0,7.0,10.0,11.0,12.0,13.0,15.0,19.0
14,2020,4,26,54.99,48.68,48.94,46.89,61.0,55.49,45.86,47.18,45.44,54.24,63.85,64.88,70.12,80.35,85.93,88.66,89.43,87.1,84.93,85.98,83.33,83.88,82.79,78.97
6,2020,4,27,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2
7,2020,4,27,5.0,4.0,4.0,5.0,5.0,5.0,6.0,10.0,14.0,9.0,7.0,6.0,6.0,5.0,6.0,7.0,6.0,7.0,6.0,5.0,6.0,7.0,14.0,14.0
8,2020,4,27,9.0,6.0,4.0,5.0,11.0,12.0,17.0,27.0,34.0,21.0,11.0,9.0,7.0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,11.0,17.0,45.0,46.0
9,2020,4,27,4.0,3.0,5.0,5.0,5.0,6.0,7.0,8.0,7.0,7.0,8.0,7.0,6.0,6.0,8.0,4.0,3.0,5.0,4.0,3.0,3.0,5.0,3.0,5.0
10,2020,4,27,6.0,5.0,6.0,6.0,6.0,7.0,8.0,10.0,9.0,9.0,10.0,10.0,9.0,7.0,9.0,5.0,5.0,7.0,5.0,4.0,5.0,6.0,4.0,5.0
