Hora,I1,I2,I3,I4,I5,I6,I7,I8
11,345.0,485.1,279.0,205.425,545.1,400.6125,261.9375,449.6953125
12,324.0,453.6,261.6,212.4,544.8,396.9,283.8,481.425
13,318.0,441.0,256.8,189.9,505.2,380.25,256.35,440.60625
14,330.0,457.8,262.8,201.15,527.4,399.375,272.325,479.784375
15,336.0,468.3,275.4,205.875,552.9,426.9375,282.7125,499.3734375
16,327.0,457.8,258.0,193.95,508.2,386.775,257.325,458.259375
17,339.0,476.7,273.0,206.775,544.5,409.3875,274.4625,475.3546875
18,336.0,491.4,289.2,215.55,580.2,426.375,277.725,490.809375
19,372.0,592.2,313.2,229.05,598.2,420.525,273.375,480.703125
20,330.0,489.3,301.8,215.775,561.3,457.0875,295.1625,510.2671875
21,333.0,462.0,259.2,193.5,510.0,387.45,262.35,450.05625
6,306.0,424.2,247.2,182.7,486.0,376.65,255.15,447.95625
7,498.0,627.9,327.0,238.725,635.1,455.9625,313.9875,554.0390625
8,477.0,655.2,370.8,280.35,755.4,556.875,508.05,776.34375
9,411.0,546.0,309.6,239.4,619.2,453.6,310.8,561.75
10,360.0,489.3,293.4,218.925,594.3,446.0625,284.2875,490.2515625
11,318.0,457.8,267.6,196.65,521.4,389.925,263.175,473.878125
12,333.0,464.1,267.0,198.225,533.1,394.3125,264.6375,466.7578125
13,312.0,438.9,252.6,187.425,506.7,398.025,261.075,444.740625
14,339.0,466.2,270.0,203.85,543.0,412.425,274.275,464.690625
15,348.0,501.9,288.6,211.725,548.7,423.5625,287.5875,505.7390625
16,312.0,451.5,257.4,196.425,525.9,395.2125,257.7375,450.2203125
17,339.0,474.6,272.4,206.55,553.8,416.475,273.225,478.471875
18,339.0,455.7,262.2,197.325,548.7,419.9625,282.7875,486.8390625
19,363.0,495.6,284.4,212.85,547.8,464.85,307.35,539.83125
20,381.0,556.5,292.2,214.875,608.1,524.475,308.025,508.921875
21,324.0,449.4,258.0,193.95,546.0,404.55,266.85,466.59375
6,327.0,443.1,260.4,193.05,497.4,373.725,255.375,441.853125
7,408.0,546.0,310.8,229.95,616.2,454.275,311.025,532.546875
8,474.0,651.0,366.0,280.35,733.8,559.575,367.725,651.459375
9,384.0,693.0,343.2,243.0,657.6,495.0,330.6,566.475
10,339.0,495.6,284.4,205.65,569.4,436.725,296.775,530.578125
11,321.0,464.1,263.4,198.675,545.7,395.4375,268.6125,466.0359375
12,315.0,449.4,255.6,193.05,519.0,389.025,262.875,450.515625
13,318.0,441.0,250.8,189.45,509.4,380.025,255.075,441.590625
14,414.0,518.7,293.4,209.025,547.5,410.5125,274.8375,492.4828125
15,339.0,516.6,286.8,212.85,547.8,416.025,281.475,485.690625
16,330.0,464.1,263.4,195.075,512.1,412.875,270.825,465.871875
17,348.0,489.3,279.0,205.425,552.3,408.7125,276.6375,483.5578125
18,312.0,447.3,261.0,195.975,525.3,396.7875,272.6625,459.0796875
19,378.0,514.5,288.6,213.525,708.6,492.525,297.375,514.303125
20,330.0,512.4,292.8,208.8,600.0,441.0,285.0,526.575
21,318.0,453.6,262.8,194.85,511.8,384.525,254.175,447.103125
6,309.0,436.8,244.8,184.5,486.0,373.05,244.35,438.50625
7,390.0,539.7,303.0,231.525,606.3,455.9625,304.3875,545.6390625
8,453.0,648.9,376.2,282.375,758.1,559.6875,366.5625,646.2421875
9,360.0,504.0,297.6,219.6,607.2,588.6,348.6,575.925
10,372.0,501.9,279.0,205.425,564.3,436.6125,284.7375,482.2453125
11,342.0,470.4,265.2,213.3,565.2,418.95,274.05,483.39375
12,336.0,457.8,258.0,195.75,529.8,387.675,262.425,464.821875
13,318.0,447.3,255.0,191.025,501.9,373.6125,255.3375,452.3203125
14,321.0,464.1,268.2,201.375,532.5,410.2875,269.9625,469.3171875
15,351.0,476.7,280.2,205.875,555.3,427.8375,277.0125,496.4859375
16,327.0,449.4,258.0,196.65,526.2,397.125,260.775,459.178125
17,336.0,478.8,271.2,205.2,544.8,413.1,272.1,473.2875
18,348.0,493.5,315.6,217.35,587.4,439.875,291.825,511.546875
19,363.0,501.9,274.2,209.925,565.5,419.0625,293.2875,523.3265625
20,363.0,510.3,306.6,273.15,642.6,611.55,362.25,571.06875
21,315.0,443.1,255.0,190.125,512.7,390.2625,258.4875,457.1765625
6,309.0,470.4,256.8,192.6,556.8,401.4,264.6,452.025
7,366.0,510.3,358.8,247.95,649.8,474.075,306.825,520.471875
8,462.0,651.0,370.8,274.05,727.8,544.725,367.575,649.228125
9,405.0,569.1,316.2,228.375,592.5,456.1875,297.2625,543.6046875
10,333.0,474.6,282.0,216.45,559.8,440.325,282.375,503.278125
11,336.0,462.0,260.4,193.95,527.4,420.75,277.05,475.51875
12,321.0,455.7,258.6,191.475,514.5,385.5375,261.7125,462.0984375
13,312.0,449.4,258.0,200.7,529.2,389.25,256.95,443.23125
14,324.0,478.8,270.0,198.45,538.2,401.625,277.875,490.940625
15,330.0,478.8,274.8,202.95,563.4,414.675,285.825,497.896875
16,324.0,459.9,272.4,195.75,517.8,390.375,258.525,450.909375
17,345.0,483.0,274.8,206.55,551.4,411.975,276.525,481.359375
18,345.0,470.4,259.2,196.2,511.2,395.1,278.1,491.1375
19,378.0,493.5,285.0,213.975,563.7,429.1875,296.6625,492.6796875
20,384.0,504.0,306.0,230.85,571.8,518.85,314.55,506.23125
21,333.0,457.8,259.2,194.4,513.6,390.6,261.0,455.175
6,327.0,441.0,255.6,207.9,529.2,383.85,250.35,435.35625
7,375.0,520.8,301.2,233.55,611.4,470.475,305.625,519.421875
8,465.0,657.3,370.2,279.225,734.7,550.9125,374.4375,651.0328125
9,402.0,546.0,306.0,226.35,618.6,543.15,340.65,566.86875
10,378.0,499.8,295.2,220.5,594.0,449.55,290.25,491.26875
11,327.0,457.8,262.8,193.95,539.4,409.275,276.825,466.921875
12,327.0,457.8,280.8,201.6,523.2,394.2,261.0,448.875
13,318.0,441.0,252.0,192.6,556.8,397.8,259.8,452.025
14,378.0,499.8,271.2,205.2,540.0,398.7,268.5,486.9375
15,363.0,489.3,285.0,212.175,554.1,420.1875,287.6625,507.9046875
16,324.0,453.6,258.0,193.05,523.8,385.425,253.275,450.515625
17,336.0,478.8,277.2,209.25,547.8,412.425,274.275,475.190625
18,372.0,489.3,271.8,227.25,559.8,433.125,278.775,487.528125
19,381.0,520.8,284.4,207.45,649.2,448.65,294.75,497.30625
20,444.0,588.0,332.4,238.95,649.8,461.475,285.825,527.296875
21,327.0,462.0,260.4,196.65,528.6,387.225,261.075,457.340625
6,315.0,449.4,258.0,189.45,497.4,379.125,252.375,441.328125
7,402.0,567.0,312.0,289.8,674.4,483.3,323.1,536.8125
8,462.0,651.0,372.0,277.2,748.8,556.2,365.4,643.125
9,378.0,535.5,300.6,233.325,632.7,465.8625,320.8875,557.9765625
10,345.0,483.0,279.6,219.15,568.2,432.675,279.825,513.646875
11,318.0,449.4,256.8,192.6,520.8,402.3,264.9,454.3875
12,321.0,445.2,255.6,190.35,510.6,380.475,257.625,454.321875
13,315.0,436.8,248.4,191.25,509.4,387.225,258.675,446.840625
14,336.0,464.1,261.0,204.075,528.9,401.7375,263.5125,478.3734375
15,366.0,506.1,282.6,213.075,548.1,403.5375,279.7125,477.8484375
16,318.0,449.4,261.6,193.5,510.0,385.65,254.55,445.33125
17,345.0,483.0,277.2,208.35,553.8,409.275,276.825,477.421875
18,312.0,436.8,268.8,197.1,529.2,418.05,284.55,482.08125
19,369.0,510.3,289.8,213.975,551.7,430.0875,290.9625,498.1921875
20,360.0,501.9,307.8,236.925,611.1,427.1625,279.1875,527.7890625
21,327.0,451.5,262.2,198.225,523.5,388.9125,262.8375,450.4828125
6,315.0,430.5,245.4,187.425,489.9,371.025,254.475,432.665625
7,363.0,529.2,295.2,218.7,589.2,440.55,305.25,533.79375
8,477.0,663.6,379.2,282.6,744.0,554.4,370.8,647.85
9,375.0,514.5,293.4,224.325,601.5,548.325,344.775,572.578125
10,351.0,489.3,280.2,206.775,566.1,439.0875,285.5625,480.8671875
11,342.0,537.6,285.6,207.9,546.0,393.75,264.45,477.09375
12,324.0,449.4,261.6,196.2,528.0,396.0,264.0,464.1
13,324.0,445.2,250.8,189.45,502.2,373.725,254.175,438.703125
14,324.0,462.0,277.2,208.35,549.0,414.675,283.425,499.996875
15,354.0,506.1,291.0,218.025,559.5,418.6125,278.7375,502.1953125
16,324.0,495.6,268.8,200.7,524.4,422.1,267.9,467.5125
17,339.0,478.8,272.4,205.65,555.0,413.325,316.35,514.10625
18,318.0,447.3,273.0,206.775,551.7,419.2875,286.1625,493.9921875
19,366.0,485.1,276.6,205.425,535.5,422.2125,272.7375,494.8453125
20,381.0,575.4,310.8,235.35,685.2,476.55,308.85,524.34375
21,324.0,451.5,258.6,191.475,519.3,394.5375,259.9125,456.3234375
6,321.0,451.5,250.2,191.925,503.1,379.4625,246.4875,444.5765625
7,387.0,554.4,312.0,229.5,596.4,457.65,314.55,558.73125
8,453.0,646.8,366.0,276.75,745.8,558.675,368.625,650.146875
9,363.0,527.1,312.6,228.825,624.3,473.5125,318.6375,537.1078125
10,345.0,510.3,277.8,210.375,590.1,442.6875,355.125,554.334375
11,339.0,474.6,274.8,200.25,545.4,407.925,266.775,460.228125
12,315.0,455.7,258.6,197.775,525.3,394.9875,262.4625,450.1546875
13,327.0,453.6,259.2,193.5,519.6,387.45,257.55,452.15625
14,354.0,472.5,270.6,224.55,568.2,409.275,278.025,482.671875
15,357.0,506.1,282.6,207.675,567.3,425.1375,280.9125,495.6984375
16,324.0,455.7,263.4,196.875,528.9,389.1375,255.7125,448.4484375
17,339.0,480.9,276.6,209.025,557.1,419.5125,275.4375,482.5078125
18,366.0,474.6,295.2,235.8,592.8,423.9,337.8,539.175
19,330.0,487.2,272.4,207.45,569.4,420.525,279.375,511.153125
20,342.0,495.6,307.2,222.3,606.0,475.65,295.35,548.23125
21,330.0,455.7,262.2,198.225,528.3,394.3125,264.6375,464.6578125
6,303.0,428.4,242.4,180.9,486.0,369.45,253.95,482.2125
7,375.0,638.4,342.0,246.15,618.6,464.175,309.525,535.434375
8,453.0,644.7,366.6,278.775,750.9,562.3875,369.8625,655.4296875
9,462.0,611.1,327.0,233.325,608.7,478.4625,311.8875,531.2015625
10,354.0,516.6,288.0,207.0,552.0,417.6,280.8,487.2
11,339.0,478.8,267.6,204.75,544.2,412.875,308.85,507.54375
12,330.0,455.7,256.2,191.475,524.1,398.1375,265.9125,465.7734375
13,309.0,441.0,249.6,188.1,498.0,379.35,250.05,443.49375
14,330.0,459.9,274.2,200.925,531.9,392.0625,267.4875,488.1515625
15,360.0,487.2,274.8,207.45,552.6,410.625,283.275,480.965625
16,330.0,451.5,258.6,195.075,521.7,382.8375,257.2125,451.8609375
17,339.0,478.8,274.8,205.65,550.2,409.725,272.175,475.453125
18,360.0,480.9,263.4,206.775,525.3,389.5875,254.6625,443.3296875
19,369.0,522.9,297.0,210.375,558.9,411.1875,272.6625,507.3796875
20,360.0,535.5,301.8,224.775,563.7,420.1875,279.2625,492.1546875
21,333.0,453.6,259.2,195.3,514.8,389.25,285.9,479.0625
6,318.0,443.1,253.8,186.075,497.7,368.4375,246.4125,440.3109375
7,402.0,537.6,300.0,225.0,590.4,457.2,312.0,535.5
8,471.0,651.0,374.4,278.1,733.2,561.15,374.25,650.86875
9,363.0,543.9,303.0,227.925,603.9,449.6625,304.6875,527.0015625
10,333.0,493.5,295.8,223.425,585.9,424.9125,290.4375,520.8328125
11,348.0,466.2,262.8,197.55,520.2,389.475,255.825,446.446875
12,330.0,451.5,262.2,194.625,516.3,386.2125,263.1375,450.7453125
13,327.0,445.2,252.0,190.8,504.0,379.8,253.8,446.775
14,363.0,491.4,283.2,204.3,546.0,413.55,274.65,490.21875
15,336.0,489.3,281.4,205.425,554.7,429.4125,284.7375,488.5453125
16,312.0,443.1,259.8,191.025,506.7,389.8125,258.3375,459.1453125
17,345.0,476.7,274.2,205.425,605.4,432.225,280.875,487.265625
18,366.0,487.2,278.4,213.3,536.4,418.95,312.9,517.3875
19,339.0,478.8,288.0,234.0,576.0,486.0,393.6,583.8
20,345.0,546.0,295.2,234.9,610.8,459.45,311.55,675.4125
21,324.0,447.3,261.0,195.075,524.1,389.1375,256.9125,449.4984375
6,309.0,434.7,246.6,190.575,517.8,383.175,251.325,444.609375
7,378.0,529.2,304.8,236.7,606.0,448.65,373.5,606.1125
8,450.0,636.3,365.4,277.425,739.5,556.3125,365.4375,653.6578125
9,378.0,529.2,303.6,225.45,607.8,474.525,303.375,640.10625
10,366.0,525.0,292.8,215.1,586.8,443.25,298.95,513.58125
11,336.0,472.5,275.4,198.675,516.9,391.8375,266.2125,459.7359375
12,324.0,451.5,279.6,204.75,539.4,403.875,264.225,457.996875
13,309.0,436.8,252.0,190.8,511.2,387.9,255.3,448.0875
14,360.0,487.2,268.8,198.0,544.8,404.1,269.1,476.9625
15,336.0,485.1,282.6,211.275,564.9,418.8375,278.8125,502.2609375
16,330.0,455.7,256.2,194.175,508.5,379.6875,251.3625,438.3421875
17,336.0,470.4,309.6,218.7,565.2,413.55,278.25,482.86875
18,327.0,464.1,257.4,191.925,517.5,415.4625,265.6875,480.2765625
19,354.0,504.0,290.4,211.5,546.0,426.15,286.05,512.79375
20,408.0,552.3,298.2,227.025,612.3,476.2125,379.875,563.390625
21,318.0,455.7,258.6,196.875,521.7,393.6375,260.8125,455.0109375
6,306.0,445.2,258.0,189.45,511.8,380.925,257.775,454.453125
7,384.0,533.4,362.4,245.7,654.0,481.05,306.75,539.30625
8,459.0,644.7,371.4,278.775,743.7,755.775,433.125,702.384375
9,390.0,527.1,315.0,229.725,627.9,471.2625,310.6875,557.4515625
10,348.0,474.6,270.0,211.95,582.6,420.075,274.425,494.221875
11,330.0,462.0,278.4,207.0,532.8,450.0,282.0,486.15
12,330.0,451.5,262.2,192.825,511.5,384.4125,255.3375,450.2203125
13,324.0,451.5,257.4,190.125,540.6,397.125,255.975,442.378125
14,330.0,455.7,265.8,195.975,525.3,403.9875,273.8625,468.5296875
15,351.0,504.0,277.2,208.35,551.4,406.575,283.125,480.834375
16,321.0,455.7,258.6,195.975,522.9,385.0875,259.1625,447.2671875
17,342.0,478.8,272.4,203.85,550.2,416.925,313.95,612.4125
18,360.0,478.8,282.0,212.85,557.4,430.425,277.875,540.88125
19,345.0,489.3,280.2,221.175,566.1,422.8875,287.3625,486.6421875
20,387.0,535.5,301.8,228.375,614.1,557.775,417.45,619.36875
21,321.0,445.2,253.2,190.35,510.6,387.675,262.425,450.121875
6,303.0,449.4,259.2,191.7,512.4,375.75,250.05,445.59375
7,366.0,520.8,304.8,227.7,613.2,458.55,305.25,672.7875
8,477.0,651.0,370.8,281.25,754.2,767.25,441.75,705.73125
9,369.0,546.0,318.0,238.95,625.8,466.875,299.625,541.471875
10,375.0,495.6,280.8,216.0,568.8,438.3,292.5,520.5375
11,333.0,472.5,267.0,195.525,524.7,403.7625,261.7875,516.928125
12,336.0,457.8,260.4,194.85,516.6,382.725,259.575,447.628125
13,318.0,443.1,250.2,189.225,538.2,390.825,259.875,445.790625
14,333.0,485.1,274.2,211.725,570.3,428.0625,284.2875,539.503125
15,372.0,506.1,281.4,213.525,575.1,420.8625,285.4875,503.9015625
16,318.0,449.4,259.2,191.7,519.6,383.85,258.75,446.90625
17,351.0,487.2,277.2,209.25,552.6,416.025,276.675,479.390625
18,327.0,485.1,269.4,203.625,566.7,410.5125,282.0375,492.4828125
19,384.0,533.4,291.6,224.55,561.0,406.575,269.925,465.084375
20,522.0,657.3,328.2,233.775,618.9,471.4875,316.7625,564.8671875
21,327.0,449.4,271.2,199.8,528.0,394.2,258.6,455.175
6,327.0,441.0,255.6,186.75,491.4,369.675,252.825,439.621875
7,402.0,535.5,304.2,230.175,623.7,467.8875,314.3625,535.4671875
8,462.0,648.9,371.4,373.95,861.0,594.675,378.225,645.946875
9,399.0,558.6,326.4,241.2,650.4,492.3,378.6,591.675
10,387.0,504.0,298.8,225.45,571.8,444.825,299.475,599.68125
11,327.0,472.5,263.4,196.875,528.9,396.3375,260.5125,465.2484375
12,318.0,447.3,262.2,193.725,510.3,383.9625,259.9875,462.6890625
13,315.0,449.4,255.6,192.15,505.8,378.675,271.65,466.59375
14,330.0,459.9,268.2,200.475,557.7,407.1375,280.9125,493.5984375
15,345.0,497.7,289.8,218.475,586.5,417.9375,277.3125,477.8484375
16,333.0,459.9,261.0,195.075,539.4,394.875,256.425,453.271875
17,339.0,483.0,274.8,208.35,556.2,417.375,274.725,486.084375
18,369.0,480.9,273.0,204.975,558.9,430.9875,268.4625,482.7046875
19,366.0,506.1,277.8,214.875,591.3,421.5375,276.1125,474.6984375
20,330.0,491.4,292.8,252.0,655.2,476.1,290.7,643.125
21,330.0,453.6,260.4,197.55,529.8,394.875,258.825,457.471875
6,321.0,438.9,246.6,188.775,496.5,378.7875,253.4625,435.9796875
7,396.0,552.3,397.2,257.85,634.2,470.025,304.275,675.28125
8,456.0,638.4,373.2,281.25,737.4,553.725,374.175,655.003125
9,402.0,567.0,319.2,239.4,636.0,474.3,324.9,576.1875
10,348.0,480.9,276.6,214.425,583.5,427.6125,286.5375,502.7203125
11,321.0,464.1,267.0,225.45,564.6,404.325,265.575,465.478125
12,315.0,447.3,256.2,195.075,514.5,390.9375,263.5125,457.3734375
13,321.0,445.2,250.8,186.75,508.2,383.175,254.925,449.859375
14,348.0,497.7,310.8,222.75,568.2,430.875,287.625,478.471875
15,339.0,478.8,268.8,202.5,560.4,427.95,279.45,490.21875
16,333.0,464.1,265.8,195.975,525.3,394.9875,261.2625,459.6046875
17,348.0,478.8,276.0,235.8,585.6,428.4,279.6,490.35
18,345.0,470.4,283.2,207.0,542.4,414.0,286.8,469.35
19,372.0,527.1,291.0,219.825,559.5,431.2125,335.475,528.740625
20,384.0,512.4,290.4,227.7,637.2,451.35,282.45,484.44375
21,333.0,459.9,258.6,192.375,510.9,384.1875,255.2625,471.909375
6,321.0,449.4,248.4,187.65,492.6,377.325,256.575,449.00625
7,474.0,585.9,313.8,230.175,628.5,471.4875,304.7625,548.0671875
8,474.0,651.0,367.2,274.5,742.8,553.95,367.05,885.9375
9,375.0,554.4,325.2,232.65,617.4,469.125,318.375,720.95625
10,363.0,525.0,300.0,216.0,588.0,429.3,289.5,522.1125
11,336.0,459.9,269.4,204.525,524.7,398.3625,271.9875,479.4890625
12,321.0,447.3,258.6,197.775,518.1,390.4875,257.3625,456.1921875
13,309.0,434.7,249.0,191.475,509.7,385.5375,259.3125,443.1984375
14,336.0,468.3,275.4,208.575,537.3,417.4875,326.325,518.634375
15,342.0,497.7,279.0,209.925,555.9,429.8625,275.2875,490.7765625
16,324.0,455.7,257.4,190.125,503.1,375.8625,253.6875,444.5765625
17,348.0,480.9,271.8,204.525,551.1,413.6625,274.6875,479.7515625
18,342.0,491.4,326.4,230.4,590.4,424.8,267.6,490.35
19,330.0,464.1,273.0,201.375,534.9,416.5875,278.0625,549.609375
20,399.0,543.9,309.0,228.375,587.7,430.9875,300.8625,593.709375
21,321.0,451.5,258.6,191.475,507.3,386.4375,256.0125,444.5109375
6,315.0,445.2,247.2,186.3,493.2,379.35,260.1,450.1875
7,375.0,522.9,294.6,222.975,623.7,471.4875,304.7625,531.2671875
8,459.0,638.4,362.4,276.3,742.8,557.55,369.45,655.06875
9,369.0,541.8,316.8,243.9,637.2,560.7,334.5,544.6875
10,351.0,501.9,276.6,217.125,599.1,444.2625,290.8875,508.6265625
11,378.0,493.5,275.4,199.575,534.9,396.7875,267.8625,469.5796875
12,330.0,457.8,258.0,194.85,528.6,387.225,257.475,449.990625
13,327.0,447.3,252.6,187.425,506.7,377.2125,255.3375,446.0203125
14,336.0,476.7,264.6,200.925,543.9,416.3625,277.9875,491.0390625
15,363.0,493.5,279.0,210.825,552.3,428.5125,279.6375,488.2828125
16,324.0,445.2,253.2,192.15,508.2,383.175,254.925,441.459375
17,339.0,483.0,278.4,207.0,556.8,412.2,274.2,483.525
18,372.0,510.3,276.6,204.525,548.7,419.9625,276.7875,487.8890625
19,342.0,497.7,275.4,213.075,569.7,436.8375,292.0125,507.5109375
20,399.0,522.9,337.2,231.75,604.2,462.375,304.125,528.609375
21,336.0,459.9,258.6,195.075,524.1,385.5375,255.7125,454.7484375
6,327.0,447.3,247.8,189.225,513.9,383.5125,252.6375,439.4578125
7,363.0,529.2,309.6,234.0,633.6,460.8,388.8,625.8
8,477.0,663.6,508.8,332.1,802.8,583.65,379.35,657.43125
9,366.0,512.4,313.2,242.55,654.6,484.875,327.225,542.521875
10,372.0,512.4,294.0,217.35,553.8,416.475,287.625,522.571875
11,342.0,472.5,261.0,196.875,521.7,390.0375,258.4125,457.1109375
12,327.0,464.1,264.6,194.625,511.5,384.4125,258.9375,449.1703125
13,321.0,451.5,252.6,190.125,515.1,387.5625,252.7875,447.9890625
14,324.0,480.9,273.0,200.475,536.1,406.2375,279.4125,471.2859375
15,354.0,497.7,322.8,283.5,656.4,465.75,302.85,502.29375
16,315.0,451.5,259.8,191.025,513.9,392.5125,260.4375,452.5828125
17,345.0,487.2,277.2,206.55,549.0,411.075,271.425,478.996875
18,360.0,476.7,273.0,196.875,538.5,390.9375,261.1125,459.4734375
19,378.0,497.7,292.2,214.875,567.3,434.1375,325.425,540.946875
20,366.0,512.4,292.8,221.4,573.6,450.9,301.5,528.4125
21,318.0,453.6,258.0,193.05,511.8,380.925,252.975,452.353125
6,315.0,443.1,251.4,184.275,515.4,389.475,257.025,453.796875
7,381.0,533.4,303.6,222.75,606.6,544.95,336.45,552.69375
8,465.0,640.5,486.0,319.95,803.4,576.675,381.825,659.596875
9,387.0,558.6,315.6,238.95,652.2,469.575,310.125,540.159375
10,330.0,480.9,291.0,219.825,588.3,442.0125,282.9375,510.0703125
11,342.0,483.0,276.0,205.2,540.0,405.9,263.7,461.7375
12,318.0,453.6,262.8,193.95,525.0,389.475,258.225,450.646875
13,315.0,443.1,256.2,194.175,508.5,385.0875,259.1625,453.5671875
14,330.0,462.0,268.8,208.8,542.4,446.4,286.8,484.05
15,336.0,493.5,279.0,208.125,555.9,426.2625,276.4875,472.9265625
16,312.0,441.0,255.6,194.85,511.8,379.125,252.375,453.928125
17,351.0,487.2,274.8,204.75,551.4,411.975,271.725,475.059375
18,339.0,474.6,271.2,206.1,534.0,403.65,273.75,478.93125
19,375.0,512.4,280.8,209.7,546.0,418.95,293.25,502.29375
20,366.0,546.0,291.6,220.05,610.2,459.225,312.675,548.690625
21,327.0,451.5,255.0,193.725,519.9,429.525,272.775,461.278125
6,312.0,438.9,256.2,186.975,510.9,373.3875,255.2625,437.5546875
7,384.0,550.2,320.4,239.85,631.8,452.925,312.975,555.253125
8,450.0,648.9,376.2,280.575,750.9,564.1875,374.0625,652.8046875
9,411.0,577.5,327.0,245.025,645.9,463.6125,316.5375,547.8703125
10,381.0,533.4,307.2,218.7,594.0,433.35,283.65,500.19375
11,372.0,489.3,279.0,200.025,542.7,408.7125,308.475,509.315625
12,315.0,449.4,258.0,195.75,525.0,385.875,261.825,455.896875
13,315.0,438.9,249.0,190.575,513.3,381.4875,256.7625,440.9671875
14,330.0,466.2,268.8,200.7,558.0,423.45,277.95,497.30625
15,336.0,470.4,276.0,237.6,592.8,436.5,278.7,476.9625
16,315.0,447.3,252.6,192.825,506.7,380.8125,251.7375,453.3703125
17,339.0,480.9,271.8,227.25,581.4,428.625,282.075,486.215625
18,345.0,485.1,280.2,204.075,569.7,418.8375,265.6125,455.0109375
19,366.0,600.6,318.0,281.7,666.0,472.95,306.45,515.94375
20,408.0,577.5,315.0,234.225,624.3,448.3125,283.8375,533.9578125
21,330.0,462.0,258.0,194.85,523.8,385.425,255.675,454.715625
6,327.0,451.5,249.0,190.575,506.1,369.7875,246.8625,426.0046875
7,375.0,533.4,314.4,238.5,615.6,459.45,303.15,538.25625
8,462.0,655.2,373.2,276.75,729.0,557.775,367.125,650.934375
9,369.0,531.3,315.0,227.025,621.9,463.6125,304.5375,537.3703125
10,363.0,501.9,279.0,206.325,539.1,401.9625,265.9875,486.8390625
11,342.0,480.9,267.0,196.425,513.9,390.7125,267.0375,462.5578125
12,324.0,447.3,262.2,196.425,525.9,386.2125,259.5375,462.2953125
13,321.0,449.4,255.6,189.45,534.0,389.25,259.35,451.63125
14,330.0,480.9,271.8,203.625,540.3,400.6125,273.9375,479.0953125
15,342.0,493.5,318.0,221.85,581.4,423.225,282.675,482.540625
16,318.0,449.4,259.2,193.5,514.8,385.65,254.55,449.53125
17,336.0,474.6,276.0,206.1,543.6,405.45,271.95,477.35625
18,366.0,480.9,264.6,198.225,516.3,397.0125,261.9375,458.0953125
19,357.0,516.6,288.0,207.9,548.4,414.45,326.7,539.9625
20,420.0,560.7,380.4,249.75,637.8,438.975,308.325,551.184375
21,330.0,459.9,264.6,199.125,522.3,390.2625,258.4875,446.6765625
6,300.0,424.2,243.6,186.75,496.2,371.475,243.825,429.646875
7,384.0,548.1,304.2,223.875,624.9,479.1375,304.9125,522.9984375
8,477.0,653.1,370.2,274.725,747.9,555.8625,368.8875,648.2765625
9,390.0,525.0,302.4,238.5,637.2,462.15,300.45,516.99375
10,387.0,501.9,279.0,216.225,566.7,439.3125,294.0375,505.0828125
11,327.0,457.8,260.4,201.15,537.0,411.975,265.725,461.409375
12,336.0,466.2,292.8,207.9,546.0,431.1,278.1,478.5375
13,324.0,451.5,258.6,193.275,514.5,378.3375,249.7125,436.8984375
14,330.0,462.0,272.4,210.15,539.4,403.875,279.825,482.146875
15,360.0,495.6,284.4,211.05,569.4,424.125,288.975,485.953125
16,312.0,443.1,259.8,191.025,518.7,394.3125,262.2375,458.3578125
17,339.0,483.0,278.4,208.8,549.6,407.7,273.9,485.3625
18,363.0,483.0,271.2,208.8,568.8,407.7,283.5,491.6625
19,375.0,501.9,279.0,213.525,589.5,431.6625,296.2875,602.503125
20,351.0,480.9,300.6,220.725,567.9,454.1625,294.1875,530.4140625
21,315.0,441.0,259.2,195.3,524.4,392.85,260.55,454.78125
6,300.0,449.4,255.6,185.85,499.8,369.225,247.875,441.590625
7,366.0,525.0,310.8,235.35,609.0,464.175,304.725,539.634375
8,474.0,655.2,368.4,278.55,987.6,656.55,404.85,688.14375
9,375.0,516.6,294.0,222.75,613.8,473.175,314.925,531.759375
10,369.0,497.7,289.8,223.875,574.5,438.6375,284.2125,496.4859375
11,315.0,462.0,261.6,202.5,548.4,394.65,257.55,471.05625
12,330.0,466.2,267.6,196.65,572.4,407.25,268.95,455.83125
13,312.0,445.2,254.4,192.6,513.6,383.4,257.4,445.725
14,345.0,478.8,274.8,200.25,540.6,413.325,281.775,496.453125
15,333.0,485.1,282.6,208.575,561.3,428.2875,278.3625,485.0671875
16,318.0,449.4,261.6,193.5,514.8,383.85,258.75,457.40625
17,342.0,546.0,290.4,212.4,559.2,411.3,273.9,476.9625
18,357.0,487.2,277.2,211.05,547.8,399.825,261.675,468.365625
19,342.0,487.2,278.4,206.1,579.6,415.35,274.05,510.69375
20,345.0,495.6,297.6,236.7,596.4,421.65,296.55,507.28125
21,321.0,451.5,262.2,192.825,513.9,383.5125,261.0375,448.9078125
6,327.0,457.8,256.8,194.4,504.0,372.6,250.2,441.525
7,381.0,529.2,295.2,230.4,595.2,448.2,306.6,545.475
8,474.0,657.3,375.0,281.025,749.1,559.9125,367.8375,638.9578125
9,390.0,552.3,315.0,228.825,612.3,463.6125,312.9375,553.1203125
10,357.0,506.1,281.4,215.325,567.9,414.5625,271.3875,476.8640625
11,330.0,464.1,267.0,204.525,534.3,403.7625,261.7875,470.5640625
12,327.0,453.6,258.0,192.15,546.0,406.35,266.25,463.96875
13,309.0,443.1,252.6,192.825,516.3,388.0125,252.9375,437.6203125
