x,y,z,l,t,h,label
0.0,-0.02,-0.01,743.0,20.2,26.0,1
0.0,-0.04,-0.02,742.5,20.2,26.0,1
0.0,-0.05,-0.01,742.0,20.2,26.0,1
0.0,-0.04,-0.03,742.0,20.2,26.0,1
0.0,-0.02,0.0,742.0,20.2,26.0,1
0.0,-0.04,0.01,742.0,20.1,26.0,1
0.0,-0.02,-0.01,743.0,20.1,26.0,1
0.02,-0.05,0.03,742.5,20.15,26.0,1
-0.0,-0.02,-0.02,742.5,20.2,26.0,1
0.0,-0.05,0.01,742.0,20.2,26.0,1
0.01,-0.04,0.08,742.0,20.1,26.0,1
0.0,-0.05,0.0,742.0,20.1,26.0,1
0.01,-0.02,0.09,742.0,20.15,26.0,1
0.0,-0.01,0.0,742.0,20.2,26.0,1
0.02,0.0,-0.03,742.0,20.1,26.0,1
0.0,-0.05,0.01,743.0,20.1,26.0,1
0.02,-0.05,-0.02,743.0,20.1,26.0,1
0.03,-0.04,-0.02,742.0,20.1,26.0,1
0.0,-0.02,-0.01,742.0,20.1,26.0,1
0.01,-0.02,0.0,742.0,20.1,26.0,1
0.02,-0.01,-0.01,742.0,20.1,26.0,1
0.01,-0.02,0.0,742.0,20.1,26.0,1
0.01,0.0,0.0,742.0,20.1,26.0,1
0.0,-0.01,0.02,743.0,20.1,26.0,1
0.02,-0.04,-0.03,742.0,20.1,26.0,1
0.0,-0.01,0.05,741.0,20.1,26.0,1
0.01,-0.02,-0.01,743.0,20.1,26.0,1
0.0,-0.05,-0.01,742.0,20.1,26.0,1
0.01,-0.02,-0.02,742.5,20.1,26.0,1
0.02,-0.02,0.02,742.0,20.0,26.0,1
0.0,-0.01,-0.01,742.0,20.1,26.0,1
0.0,-0.04,-0.02,742.5,20.1,26.0,1
0.0,-0.05,-0.01,742.0,20.1,26.0,1
0.01,-0.01,-0.02,743.0,20.1,26.0,1
0.0,-0.04,-0.01,742.5,20.1,26.0,1
0.0,-0.02,-0.01,743.0,20.0,26.0,1
0.01,-0.02,-0.09,742.5,20.05,26.0,1
0.0,-0.05,0.01,742.0,20.1,26.0,1
0.0,-0.0,0.09,742.0,20.1,26.0,1
-0.01,0.01,-0.02,742.0,20.1,26.0,1
0.02,-0.03,0.01,742.0,20.1,26.0,1
0.01,-0.04,-0.01,742.5,20.05,26.0,1
-0.2,-0.05,-0.02,742.0,20.0,26.0,1
0.01,-0.02,-0.01,742.5,20.1,26.0,1
0.02,-0.01,-0.04,742.0,20.1,26.0,1
-0.0,-0.05,0.01,743.0,20.1,26.0,1
-0.01,-0.05,0.0,743.0,20.1,26.0,1
0.0,-0.05,0.0,742.5,20.1,26.0,1
0.02,-0.03,0.0,742.0,20.1,26.0,1
0.02,-0.02,0.02,743.0,20.1,26.0,1
0.01,-0.02,-0.03,742.5,20.1,26.0,1
-0.01,-0.02,-0.05,742.0,20.1,26.0,1
0.0,-0.04,0.0,742.5,20.1,26.0,1
0.0,0.01,0.04,743.0,20.1,27.0,1
0.02,-0.03,-0.02,742.5,20.1,27.0,1
0.01,-0.03,-0.03,743.5,20.1,27.0,1
0.0,-0.05,-0.01,743.0,20.1,27.0,1
0.02,-0.03,0.02,742.0,20.1,27.0,1
0.0,-0.02,-0.01,742.0,20.1,27.0,1
0.01,-0.01,-0.03,741.0,20.1,27.0,1
0.0,-0.05,0.0,742.0,20.1,27.0,1
0.01,-0.04,-0.01,741.5,20.1,28.0,1
0.02,-0.01,-0.03,742.0,20.0,28.0,1
0.0,-0.05,-0.02,742.0,20.1,29.0,1
0.01,-0.05,-0.03,742.0,20.1,29.0,1
0.02,-0.06,-0.02,742.0,20.1,29.0,1
0.03,-0.03,-0.01,742.5,20.1,29.0,1
0.03,-0.02,0.0,743.0,20.1,30.0,1
0.01,-0.01,-0.01,742.5,20.1,30.0,1
0.0,-0.01,0.01,742.5,20.1,30.5,1
0.02,-0.02,0.01,742.0,20.1,31.0,1
0.0,-0.04,0.0,741.0,20.1,31.0,1
0.02,-0.02,0.01,743.0,20.1,30.0,1
0.01,-0.03,0.02,742.0,20.1,29.5,1
0.01,-0.06,-0.1,742.0,20.1,29.0,1
0.0,-0.02,0.01,743.0,20.1,29.0,1
0.02,-0.05,-0.02,742.5,20.1,28.0,1
0.04,-0.05,0.0,742.0,20.2,28.0,1
0.0,-0.03,0.0,742.0,20.2,27.5,1
0.02,-0.05,-0.01,743.0,20.2,27.0,1
0.01,-0.04,-0.02,741.5,20.2,27.0,1
0.0,-0.02,0.02,742.0,20.1,27.0,1
0.0,-0.05,0.02,742.0,20.2,27.0,1
-0.01,-0.05,0.0,742.0,20.2,26.5,1
0.02,0.04,-0.04,742.0,20.2,26.0,1
0.01,-0.02,-0.03,742.5,20.1,26.0,1
0.0,-0.05,-0.04,743.0,20.2,26.0,1
0.0,-0.04,0.02,742.5,20.25,26.0,1
0.0,-0.01,-0.02,742.5,20.25,26.0,1
0.0,-0.02,0.0,742.0,20.2,26.0,1
0.02,-0.05,0.01,742.0,20.2,26.0,1
0.03,0.02,0.01,743.0,20.2,26.0,1
0.02,-0.03,-0.03,742.0,20.2,26.0,1
0.0,-0.05,-0.02,742.0,20.2,26.0,1
0.01,-0.0,0.01,742.5,20.2,26.0,1
0.02,-0.02,0.0,742.5,20.3,26.0,1
0.04,-0.05,-0.01,742.0,20.2,25.0,1
-0.0,-0.04,0.0,742.5,20.25,25.0,1
0.03,-0.02,-0.05,743.0,20.3,25.0,1
-0.0,-0.01,-0.01,743.0,20.2,26.0,1
0.0,-0.05,0.02,743.0,20.3,25.0,1
0.02,-0.04,-0.01,742.0,20.3,25.0,1
-0.0,0.0,-0.02,742.0,20.3,25.5,1
0.02,0.01,0.0,742.0,20.3,26.0,1
0.0,-0.01,-0.02,742.0,20.2,25.0,1
0.02,-0.02,0.01,742.0,20.3,25.0,1
0.01,-0.03,-0.02,742.0,20.3,25.5,1
0.0,-0.05,0.02,743.0,20.3,26.0,1
0.0,-0.01,-0.01,743.0,20.3,26.0,1
0.02,0.0,-0.1,743.0,20.2,25.0,1
0.02,-0.02,0.0,743.0,20.3,25.0,1
0.01,-0.05,0.0,742.0,20.25,25.0,1
0.02,-0.05,-0.01,742.0,20.2,25.0,1
0.0,-0.05,-0.1,742.5,20.2,25.0,1
-0.01,-0.05,-0.04,743.0,20.3,25.0,1
0.01,-0.03,-0.01,742.5,20.200000000000003,26.0,1
0.0,-0.04,0.01,742.0,20.200000000000003,27.0,1
-0.01,-0.05,-0.04,743.0,20.3,27.0,1
0.07,0.15,-1.72,101.28125,20.256249999999994,26.5,2
0.0,0.0,-2.03,73.0,20.5,25.0,2
0.02,0.02,-2.06,72.0,20.5,25.0,2
0.01,0.04,-2.03,72.5,20.5,26.0,2
0.0,0.02,-2.1,73.0,20.5,27.0,2
0.02,0.0,-2.01,72.5,20.4,27.0,2
0.0,0.01,-2.04,72.0,20.6,27.0,2
-0.0,0.02,-2.01,73.0,20.6,27.0,2
0.02,0.05,-2.01,72.0,20.6,27.0,2
0.0,0.04,-2.06,73.0,20.6,27.0,2
0.02,0.03,-2.04,72.0,20.6,27.0,2
0.02,0.06,-2.01,72.0,20.7,27.0,2
0.0,0.04,-2.02,72.5,20.7,27.0,2
0.03,0.02,-2.04,73.0,20.7,27.0,2
0.02,0.04,-2.05,72.0,20.7,26.0,2
-0.01,0.03,-2.02,73.5,20.7,26.0,2
0.02,0.02,-2.0,72.0,20.7,26.0,2
0.0,0.05,-2.02,72.5,20.7,26.0,2
0.0,0.06,-2.04,74.0,20.7,26.0,2
0.02,0.04,-2.04,73.0,20.7,26.0,2
0.03,0.01,-2.05,72.0,20.8,26.0,2
0.02,0.08,-2.03,72.5,20.8,26.0,2
0.0,-0.04,-2.01,72.5,20.8,26.0,2
-0.01,0.04,-2.04,73.0,20.8,26.0,2
0.0,0.04,-2.06,72.5,20.8,26.0,2
0.02,0.08,-2.08,73.0,20.8,26.0,2
0.01,0.02,-2.05,73.0,20.8,26.0,2
0.02,0.04,-2.04,72.0,20.8,26.0,2
0.02,0.04,-2.01,72.0,20.8,26.0,2
0.0,0.02,-2.05,73.0,20.8,26.0,2
0.02,0.01,-2.05,72.0,20.8,26.0,2
0.0,0.0,-2.05,72.5,20.8,26.0,2
0.0,0.02,-2.05,72.0,20.8,26.0,2
0.06,0.03,-2.03,72.0,20.8,26.0,2
0.03,0.04,-2.05,73.0,20.8,26.0,2
0.02,0.04,-2.03,73.0,20.8,26.0,2
0.01,0.02,-2.04,73.0,20.8,26.0,2
0.0,0.06,-2.0,71.0,20.8,26.0,2
0.01,0.02,-1.94,73.5,20.8,26.0,2
0.0,0.06,-2.01,72.0,20.8,26.0,2
0.0,0.02,-2.03,73.0,20.8,26.0,2
0.02,0.04,-2.03,72.0,20.8,26.0,2
0.0,-0.02,-2.06,73.0,20.8,26.0,2
0.0,0.04,-2.02,72.5,20.8,26.0,2
0.0,0.04,-2.04,73.0,20.9,26.0,2
0.02,0.04,-2.04,72.5,20.85,26.0,2
0.0,0.08,-2.04,72.0,20.8,26.0,2
0.01,0.07,-2.04,72.5,20.8,25.0,2
0.01,0.06,-2.02,72.0,20.9,25.0,2
-0.01,0.04,-2.01,72.0,20.9,25.0,2
0.0,0.04,-2.05,72.5,20.9,25.0,2
0.02,0.02,-2.02,73.0,20.9,25.0,2
0.01,0.02,-2.03,73.0,20.9,26.0,2
0.02,-0.02,-2.02,74.0,20.9,25.0,2
0.0,0.05,-2.05,72.5,20.9,25.0,2
0.0,0.04,-2.04,73.5,20.9,25.0,2
0.0,0.04,-2.05,73.0,20.9,25.0,2
0.01,0.02,-2.05,73.5,20.9,25.0,2
0.0,0.06,-2.05,72.0,20.9,26.0,2
0.0,0.0,-2.05,73.0,20.9,26.0,2
0.0,0.04,-2.01,73.0,20.9,26.0,2
0.02,0.04,-2.02,73.0,20.9,26.0,2
0.0,0.03,-2.05,73.0,20.9,26.0,2
0.0,0.01,-2.05,72.0,20.9,25.0,2
0.02,0.07,-2.03,74.0,20.9,25.5,2
0.03,0.01,-2.04,74.0,20.9,26.0,2
-0.0,0.04,-2.04,73.0,20.9,25.0,2
0.02,0.02,-2.05,74.0,20.9,26.0,2
0.02,0.04,-2.05,73.0,20.9,25.5,2
0.04,0.07,-2.05,74.0,20.9,25.5,2
0.0,0.04,-1.85,72.0,20.9,26.0,2
0.0,0.04,-2.03,72.5,20.9,25.0,2
0.0,0.02,-2.04,74.0,20.9,25.0,2
0.0,0.05,-2.04,73.5,20.9,25.0,2
0.03,0.06,-2.02,73.0,20.9,25.0,2
0.01,0.04,-2.02,73.5,21.0,26.0,2
0.0,0.04,-2.05,73.0,21.0,26.0,2
0.03,0.04,-2.04,72.0,21.0,26.0,2
0.02,0.04,-2.03,73.5,20.95,25.5,2
0.02,0.04,-2.01,74.0,20.9,25.0,2
0.02,0.04,-2.01,72.5,21.0,26.0,2
0.01,0.03,-2.01,72.5,20.9,25.0,2
0.0,0.08,-2.04,73.0,21.0,26.0,2
0.01,0.04,-2.04,72.5,21.0,26.0,2
0.04,0.06,-2.06,73.0,21.0,26.0,2
0.01,-0.04,-2.03,73.5,21.0,26.0,2
0.02,0.02,-2.05,73.0,20.9,25.0,2
0.01,0.04,-2.04,73.5,20.9,25.0,2
0.01,0.05,-2.12,73.0,20.95,25.5,2
0.0,0.02,-2.04,73.0,21.0,26.0,2
0.01,0.02,-2.01,72.5,21.0,26.0,2
0.02,0.06,-2.05,73.0,21.0,26.0,2
0.01,0.04,-2.06,74.0,21.0,26.0,2
0.02,0.04,-2.05,73.0,21.0,26.0,2
0.01,0.06,-2.05,73.0,21.0,25.0,2
0.01,0.04,-2.05,73.0,21.0,25.0,2
0.02,0.02,-2.04,73.0,20.9,24.0,2
0.02,0.05,-2.05,73.0,20.95,24.5,2
0.02,0.04,-2.02,72.0,21.0,25.0,2
0.0,0.02,-2.04,72.5,21.0,25.0,2
0.02,0.04,-2.02,74.0,21.0,25.0,2
0.01,0.02,-2.05,72.5,21.0,25.0,2
0.0,0.03,-2.06,72.5,21.0,25.0,2
0.0,0.06,-2.08,72.0,21.0,25.0,2
0.02,0.02,-2.02,73.0,21.0,25.0,2
-0.01,0.02,-2.02,72.0,21.0,25.0,2
0.01,0.01,-2.03,73.5,21.0,25.0,2
0.0,0.02,-2.05,73.0,21.0,25.0,2
0.02,0.06,-2.01,72.5,21.0,25.0,2
0.0,0.02,-2.04,72.5,21.0,25.0,2
0.0,0.04,-2.02,74.0,21.0,25.0,2
0.0,0.0,-2.01,73.0,21.0,25.0,2
0.0,0.06,-2.06,72.0,21.0,25.0,2
0.0,0.03,-2.05,74.0,21.0,25.0,2
0.03,0.04,-2.06,72.0,20.9,24.0,2
0.01,0.05,-2.03,73.0,20.95,24.5,2
0.01,0.02,-2.04,73.0,21.0,24.5,2
0.0,0.02,-1.99,74.0,21.0,24.0,2
0.0,0.06,-2.04,73.0,21.0,24.0,2
0.0,0.04,-2.08,73.0,21.0,24.0,2
0.0,0.05,-2.04,73.0,20.95,23.5,2
0.0,0.06,-2.04,73.5,20.9,23.0,2
0.0,0.06,-1.99,73.0,20.9,23.0,2
0.02,0.06,-2.05,72.5,20.9,23.0,2
0.02,0.04,-2.02,73.0,20.9,24.0,2
0.01,0.04,-2.05,74.0,20.9,23.5,2
-0.01,0.06,-2.02,74.0,20.9,23.0,2
0.0,0.02,-2.07,72.5,20.9,23.0,2
0.0,0.02,-2.03,72.5,20.9,23.0,2
-0.01,0.01,-2.02,73.0,20.9,23.0,2
0.02,0.0,-2.02,72.0,20.9,23.0,2
0.04,0.04,-2.02,73.0,20.9,23.0,2
0.01,0.06,-2.12,73.5,20.9,23.0,2
0.03,0.06,-2.06,72.0,20.9,23.0,2
0.0,0.08,-2.02,72.5,20.9,23.0,2
0.02,0.05,-1.94,72.5,20.9,23.0,2
0.0,0.06,-2.08,73.0,20.9,23.0,2
0.01,0.02,-2.04,73.0,20.9,23.0,2
0.0,0.04,-2.04,74.0,20.9,23.0,2
0.0,0.02,-2.04,73.0,20.9,23.0,2
0.02,0.02,-2.01,73.0,20.9,23.0,2
0.02,0.06,-2.04,73.5,20.9,23.0,2
0.0,0.04,-2.04,73.0,20.8,23.0,2
0.0,0.04,-2.06,72.0,20.8,23.0,2
0.02,0.05,-2.06,72.5,20.8,23.5,2
0.0,0.02,-2.04,73.0,20.8,24.0,2
0.0,0.06,-2.05,72.5,20.8,24.0,2
0.0,0.01,-2.02,73.0,20.8,24.0,2
0.0,0.02,-2.03,71.5,20.75,24.0,2
0.01,0.01,-2.04,72.5,20.75,24.5,2
-0.01,0.08,-2.05,74.0,20.8,25.0,2
0.02,0.07,-2.02,72.5,20.8,25.0,2
0.0,0.04,-2.02,73.0,20.8,25.0,2
0.03,0.02,-2.03,72.0,20.8,25.0,2
-0.01,0.04,-1.84,74.0,20.8,25.0,2
0.09,0.05,-2.04,73.0,20.8,25.0,2
0.02,0.06,-2.03,73.5,20.8,25.0,2
0.0,0.06,-2.02,72.0,20.8,26.0,2
0.0,0.03,-2.03,73.0,20.8,26.0,2
0.0,0.04,-2.0,73.0,20.8,26.0,2
0.02,0.04,-2.04,72.0,20.8,26.0,2
0.0,0.06,-2.04,71.0,20.8,26.0,2
0.02,0.02,-2.04,73.0,20.8,26.0,2
-0.0,0.02,-2.05,72.5,20.8,26.0,2
0.02,0.02,-2.05,72.0,20.8,26.0,2
0.0,0.06,-2.03,72.5,20.8,26.0,2
0.02,0.02,-2.02,74.0,20.7,26.0,2
0.0,0.03,-2.05,72.0,20.75,26.0,2
0.02,0.03,-2.03,72.5,20.8,25.5,2
0.04,0.06,-2.01,72.0,20.8,25.0,2
0.02,0.05,-2.02,73.0,20.8,26.0,2
0.18,0.04,-2.05,73.0,20.8,26.0,2
0.0,0.03,-2.06,72.0,20.8,26.0,2
0.02,0.02,-2.08,71.0,20.8,26.0,2
0.01,0.02,-2.04,72.0,20.8,26.0,2
0.04,0.04,-2.03,72.5,20.7,26.0,2
-0.01,0.06,-2.06,72.0,20.8,26.0,2
0.0,0.06,-2.05,73.0,20.8,25.5,2
0.0,0.04,-2.01,73.0,20.8,25.0,2
0.0,0.02,-2.04,72.5,20.8,25.0,2
0.0,-0.05,-2.09,72.0,20.7,25.0,2
0.01,0.02,-2.03,73.0,20.7,25.0,2
0.01,0.04,-2.07,72.5,20.7,25.0,2
0.02,0.04,-2.05,73.0,20.7,25.0,2
0.01,0.02,-2.02,72.0,20.7,26.0,2
0.0,0.08,-2.02,73.0,20.7,26.0,2
0.0,0.04,-2.03,71.5,20.7,26.0,2
0.84,-0.09,-1.18,144.11428571428573,20.588571428571438,25.685714285714287,3
1.03,-0.02,-1.23,84.5,20.6,25.0,3
1.04,-0.02,-1.25,84.0,20.6,25.0,3
1.02,-0.03,-1.25,84.5,20.5,25.0,3
1.04,-0.05,-1.26,83.0,20.6,24.0,3
1.03,-0.01,-1.2,80.5,20.6,24.0,3
1.01,-0.02,-1.21,76.0,20.6,24.0,3
1.01,-0.02,-1.17,77.0,20.6,24.0,3
1.01,-0.02,-1.15,76.5,20.5,25.0,3
1.01,-0.02,-1.2,77.0,20.6,26.0,3
1.0,-0.04,-1.25,76.5,20.6,26.0,3
1.01,-0.02,-1.22,77.0,20.6,26.0,3
1.02,-0.02,-1.25,76.5,20.6,26.0,3
1.04,-0.02,-1.21,76.5,20.6,26.0,3
1.03,0.01,-1.2,76.0,20.6,26.0,3
1.05,-0.05,-1.23,76.0,20.55,26.0,3
1.0,-0.02,-1.24,76.0,20.5,26.0,3
1.04,-0.01,-1.23,76.0,20.5,25.0,3
1.03,-0.05,-1.21,77.0,20.5,25.0,3
1.0,-0.01,-1.2,76.5,20.5,25.0,3
1.0,-0.02,-1.23,76.5,20.5,26.0,3
1.01,-0.02,-1.22,76.0,20.5,27.0,3
1.0,-0.04,-1.23,76.5,20.5,26.0,3
1.01,-0.05,-1.19,76.0,20.4,27.0,3
1.0,-0.02,-1.25,77.0,20.4,27.5,3
1.03,-0.06,-1.21,77.0,20.4,28.0,3
1.04,-0.04,-1.2,76.0,20.4,27.0,3
1.02,-0.02,-1.23,76.5,20.5,26.0,3
1.01,0.01,-1.27,76.0,20.4,25.0,3
1.03,-0.02,-1.21,75.5,20.35,26.0,3
1.03,-0.05,-1.25,77.0,20.3,27.0,3
1.02,-0.03,-1.23,76.5,20.4,26.0,3
1.04,0.01,-1.25,76.0,20.3,26.0,3
1.02,-0.05,-1.23,76.0,20.3,25.5,3
1.02,-0.02,-1.23,76.0,20.3,25.0,3
1.05,-0.02,-1.22,77.0,20.3,25.0,3
1.01,-0.01,-1.19,76.0,20.3,25.0,3
1.0,-0.02,-1.21,76.0,20.3,25.0,3
1.04,-0.03,-1.21,76.0,20.25,25.0,3
1.02,-0.03,-1.23,76.0,20.2,25.0,3
1.04,-0.05,-1.27,76.0,20.2,25.0,3
1.02,-0.03,-1.23,76.0,20.2,25.0,3
1.03,-0.02,-1.24,76.0,20.2,25.0,3
1.03,-0.06,-1.19,76.5,20.2,25.0,3
1.05,-0.02,-1.22,77.0,20.2,25.0,3
1.02,-0.02,-1.19,76.0,20.1,25.0,3
1.03,-0.03,-1.25,76.0,20.1,26.0,3
1.07,-0.05,-1.24,76.0,20.0,27.0,3
1.0,-0.02,-1.13,76.0,20.05,27.0,3
1.03,-0.05,-1.19,70.0,20.1,27.0,3
1.01,-0.03,-1.21,69.5,20.0,27.0,3
1.03,-0.05,-1.22,69.0,20.0,27.0,3
1.01,-0.02,-1.19,69.0,20.0,26.5,3
1.02,-0.03,-1.2,69.5,20.0,26.0,3
1.0,-0.02,-1.25,69.0,20.0,26.0,3
1.01,-0.01,-1.21,69.0,20.0,26.0,3
1.01,-0.02,-1.22,69.0,19.9,26.0,3
1.03,-0.03,-1.19,69.5,19.95,26.0,3
1.0,-0.05,-1.26,70.0,20.0,26.0,3
1.03,-0.05,-1.25,70.0,19.9,26.0,3
1.0,-0.04,-1.23,70.0,20.0,26.0,3
1.04,-0.02,-1.2,71.0,19.9,26.0,3
1.01,-0.03,-1.25,70.0,19.9,26.0,3
1.01,-0.02,-1.19,70.0,19.9,26.0,3
1.02,-0.04,-1.25,70.0,19.9,26.0,3
1.04,-0.02,-1.22,70.0,19.9,26.0,3
1.02,-0.02,-1.2,70.0,19.9,26.0,3
1.03,-0.02,-1.23,70.0,19.9,26.0,3
1.0,-0.02,-1.22,71.0,19.9,26.0,3
1.01,-0.02,-1.23,70.0,19.9,26.0,3
1.04,-0.05,-1.24,71.0,19.8,26.0,3
1.02,-0.04,-1.23,70.5,19.8,26.0,3
1.01,0.01,-1.22,70.0,19.8,26.0,3
1.02,-0.04,-1.23,70.5,19.8,26.0,3
1.03,0.01,-1.21,70.5,19.8,26.0,3
1.01,-0.02,-1.2,71.0,19.7,26.0,3
1.01,-0.01,-1.2,70.0,19.7,26.0,3
1.01,-0.02,-1.25,70.0,19.7,26.0,3
1.0,-0.04,-1.15,69.5,19.7,26.0,3
1.01,-0.02,-1.27,70.0,19.7,26.0,3
1.04,-0.02,-1.25,70.0,19.75,26.0,3
1.02,-0.01,-1.2,70.0,19.75,26.0,3
1.03,-0.02,-1.22,70.0,19.7,26.0,3
1.01,-0.02,-1.25,70.0,19.7,26.0,3
1.03,-0.02,-1.2,70.0,19.7,26.0,3
1.01,-0.02,-1.22,70.5,19.65,26.0,3
1.03,-0.03,-1.21,70.5,19.6,26.0,3
1.03,-0.02,-1.2,71.0,19.6,26.0,3
1.02,-0.02,-1.22,70.0,19.6,26.0,3
1.0,-0.02,-1.21,70.0,19.5,26.0,3
1.02,-0.02,-1.22,70.0,19.5,26.0,3
1.03,-0.05,-1.24,71.0,19.5,26.0,3
1.02,-0.04,-1.27,70.5,19.5,26.0,3
1.03,-0.05,-1.19,70.0,19.5,26.0,3
1.03,-0.05,-1.21,70.0,19.4,26.0,3
1.0,-0.04,-1.23,70.0,19.4,26.0,3
1.0,-0.02,-1.24,70.0,19.4,26.0,3
1.02,-0.05,-1.23,70.0,19.4,26.0,3
1.0,-0.05,-1.2,70.0,19.4,26.0,3
1.04,-0.06,-1.1,70.0,19.4,26.0,3
1.04,-0.02,-1.24,70.0,19.4,26.0,3
1.03,-0.02,-1.21,70.0,19.4,26.0,3
1.02,-0.05,-1.25,69.5,19.3,26.0,3
1.01,-0.05,-1.26,70.0,19.4,26.0,3
1.04,-0.04,-1.18,71.0,19.4,26.0,3
1.03,-0.05,-1.16,71.0,19.4,26.0,3
1.02,-0.02,-1.23,70.5,19.4,26.0,3
1.04,-0.03,-1.23,70.5,19.4,26.0,3
1.05,-0.02,-1.2,71.0,19.3,26.0,3
1.01,-0.02,-1.2,70.0,19.3,26.0,3
1.07,0.01,-1.22,70.0,19.3,26.0,3
1.02,-0.02,-1.22,70.0,19.3,26.0,3
1.03,-0.02,-1.25,70.0,19.3,26.0,3
1.02,-0.04,-1.22,69.5,19.25,26.0,3
1.01,0.0,-1.25,69.0,19.25,26.0,3
1.05,-0.05,-1.17,71.0,19.3,26.0,3
1.02,-0.02,-1.16,70.0,19.2,26.0,3
1.01,-0.02,-1.25,70.0,19.2,26.0,3
1.02,-0.02,-1.23,70.0,19.2,26.0,3
1.01,-0.05,-1.21,71.0,19.2,26.0,3
1.02,-0.0,-1.23,70.5,19.2,26.0,3
1.01,0.0,-1.2,70.5,19.2,26.0,3
1.03,-0.05,-1.25,71.0,19.2,26.0,3
1.04,0.0,-1.24,70.0,19.2,26.0,3
1.01,-0.02,-1.14,70.0,19.2,26.0,3
1.0,-0.02,-1.17,69.5,19.2,26.0,3
1.01,-0.02,-1.22,70.0,19.2,26.0,3
1.0,-0.02,-1.17,70.0,19.2,26.0,3
1.02,-0.01,-1.23,69.5,19.15,26.0,3
1.03,-0.05,-1.24,70.0,19.1,26.0,3
1.0,-0.04,-1.22,69.0,19.2,26.0,3
1.0,-0.02,-1.2,69.0,19.2,26.0,3
1.02,-0.03,-1.24,69.0,19.2,26.0,3
1.0,-0.04,-1.25,69.0,19.2,26.0,3
1.03,-0.02,-1.2,69.0,19.2,26.0,3
1.03,-0.06,-1.2,70.5,19.1,27.0,3
1.01,-0.02,-1.22,72.0,19.1,27.0,3
1.01,-0.02,-1.21,77.5,19.1,27.0,3
1.04,-0.02,-1.2,79.0,19.1,27.0,3
1.02,-0.05,-1.18,76.5,19.1,27.0,3
1.02,-0.05,-1.2,75.0,19.1,27.0,3
1.01,-0.05,-1.21,76.0,19.1,27.0,3
1.04,-0.05,-1.22,76.0,19.1,26.0,3
1.01,-0.05,-1.19,75.0,19.1,25.0,3
1.02,-0.02,-1.23,76.0,19.1,25.0,3
1.01,-0.02,-1.19,76.0,19.1,25.0,3
1.02,-0.02,-1.21,74.5,19.1,25.0,3
1.01,-0.05,-1.24,74.0,19.1,25.0,3
1.0,-0.05,-1.21,74.0,19.1,25.0,3
1.03,-0.03,-1.32,75.0,19.1,25.0,3
1.01,-0.02,-1.24,75.0,19.1,25.0,3
1.0,-0.03,-1.19,74.5,19.1,25.0,3
1.01,-0.02,-1.16,75.0,19.1,25.0,3
1.02,-0.06,-1.2,75.0,19.1,25.0,3
1.0,-0.05,-1.19,76.5,19.1,25.0,3
1.03,-0.05,-1.01,77.0,19.1,25.0,3
1.04,-0.04,-1.2,74.0,19.1,25.0,3
1.01,-0.02,-1.21,74.0,19.1,25.0,3
1.02,-0.02,-1.24,73.5,19.1,26.0,3
1.04,-0.05,-1.22,73.0,19.1,26.0,3
1.02,-0.05,-1.24,74.0,19.1,26.0,3
1.02,-0.03,-1.21,74.5,19.1,26.0,3
1.04,-0.01,-1.17,75.0,19.1,26.0,3
1.01,-0.04,-1.23,74.5,19.1,26.0,3
1.01,-0.02,-1.24,74.0,19.1,26.0,3
1.02,-0.04,-1.23,74.5,19.1,26.0,3
1.02,-0.01,-1.23,74.5,19.1,26.0,3
1.0,-0.02,-1.24,74.0,19.1,26.0,3
1.01,-0.03,-1.18,74.5,19.1,26.0,3
1.01,-0.02,-1.22,74.0,19.2,26.0,3
1.06,-0.02,-1.23,74.0,19.2,26.0,3
1.0,-0.02,-1.24,75.0,19.2,26.0,3
1.02,-0.03,-1.22,74.5,19.1,26.0,3
1.04,-0.05,-1.2,74.0,19.1,25.0,3
1.03,-0.05,-1.24,75.0,19.2,25.0,3
1.02,-0.04,-1.25,75.0,19.2,25.0,3
1.03,-0.02,-1.24,75.0,19.2,25.0,3
1.03,-0.02,-1.2,75.0,19.2,25.0,3
1.04,-0.01,-1.21,75.0,19.2,25.0,3
1.02,-0.04,-1.23,74.0,19.2,25.0,3
1.02,-0.01,-1.25,75.0,19.2,25.0,3
1.01,-0.05,-1.24,75.0,19.2,25.0,3
1.04,-0.03,-1.23,73.0,19.2,25.0,3
1.04,-0.02,-1.24,75.0,19.2,25.0,3
1.0,-0.03,-1.19,74.0,19.2,25.0,3
1.03,-0.05,-1.24,74.0,19.2,25.0,3
1.0,-0.02,-1.14,74.0,19.2,25.0,3
1.01,-0.0,-1.23,73.0,19.2,25.0,3
0.01,-0.99,-1.15,289.5,19.4,25.0,4
0.01,-0.99,-1.16,291.0,19.5,25.0,4
-0.01,-0.99,-1.14,289.0,19.5,25.0,4
0.0,-0.98,-1.11,290.5,19.45,25.0,4
0.0,-0.99,-1.16,293.0,19.4,25.0,4
-0.0,-0.99,-1.17,287.0,19.5,25.0,4
0.0,-0.99,-1.19,286.0,19.5,25.0,4
0.0,-0.99,-1.12,285.5,19.45,25.0,4
-0.01,-0.99,-1.14,286.5,19.45,25.0,4
0.0,-0.99,-1.15,281.0,19.5,25.0,4
0.0,-0.99,-1.14,287.5,19.5,25.0,4
0.03,-1.0,-1.14,286.0,19.5,25.0,4
0.0,-1.0,-1.12,284.0,19.5,25.0,4
