acex,acey,acez,gyrox,gyroy,gyroz,timestamp
0.375,-0.06641,0.86328,6.26087,0.48696,0.27826,24:21.1
0.42578,0.08594,1.03516,3.2,3.75652,0.69565,24:21.2
0.33203,0.01172,0.92188,2.22609,1.53043,1.3913,24:21.2
0.38672,0,0.92969,1.87826,2.15652,1.94783,24:21.3
0.39063,0.01563,0.95703,2.22609,1.25217,1.46087,24:21.3
0.4375,0.00781,0.95703,1.3913,2.22609,1.3913,24:21.4
0.41016,-0.00781,0.95703,1.3913,2.29565,1.3913,24:21.4
0.35938,0.00781,0.91797,2.08696,1.18261,1.46087,24:21.4
0.39844,0.01953,0.92578,3.2,3.26957,1.11304,24:21.5
0.33203,0.02344,0.91797,1.3913,3.75652,1.32174,24:21.5
0.36719,0.03906,0.94922,2.08696,3.82609,0.62609,24:21.6
0.33984,0.02734,0.98438,1.46087,1.11304,1.32174,24:21.6
0.39453,0.01563,0.98438,1.6,1.94783,0.90435,24:21.7
0.42188,0.05469,1.01172,1.46087,3.4087,0.83478,24:21.7
0.39063,0.04297,1.02734,0.34783,5.63478,0.62609,24:21.7
0.32422,-0.04688,0.86328,2.15652,2.92174,0.41739,24:21.8
0.24609,-0.04688,0.82422,5.14783,0.97391,-0.62609,24:21.8
0.47266,0.11328,0.94922,6.6087,2.08696,-1.3913,24:21.9
0.33984,0.15234,1.02344,0.13913,9.04348,-0.06957,24:21.9
0.33594,0.12891,1.02734,-0.34783,8.27826,0.41739,24:22.0
0.34375,0.15625,0.96094,-0.69565,4.5913,-0.06957,24:22.0
0.27734,0.17969,0.98828,-1.32174,3.89565,0.48696,24:22.0
0.25,0,0.83594,-3.4087,4.24348,0.97391,24:22.1
0.24609,-0.08203,0.81641,0.2087,1.25217,-0.83478,24:22.1
0.33594,0.10547,1.03125,5.21739,-0.06957,-2.64348,24:22.2
0.30469,0.11328,1.05859,1.87826,-1.25217,-1.73913,24:22.2
0.37891,0.11719,0.97266,2.08696,-0.27826,-2.01739,24:22.3
0.38672,0.16016,0.99609,1.66957,-1.25217,-1.8087,24:22.3
0.35547,0.19531,0.97266,0.76522,0.97391,-2.15652,24:22.3
0.33203,0.10938,0.89063,-1.73913,1.25217,-2.43478,24:22.4
0.30859,0.05469,0.92188,-0.62609,2.29565,-2.85217,24:22.4
0.28516,0.09375,0.97656,0.76522,2.01739,-3.26957,24:22.5
0.32031,0.05859,0.96094,-0.06957,2.08696,-2.9913,24:22.5
0.32031,0.08594,0.97656,1.18261,2.15652,-3.89565,24:22.5
0.32031,0.10156,0.96094,1.25217,0.06957,-3.47826,24:22.6
0.30078,0.08984,0.96094,1.87826,-0.69565,-3.4087,24:22.6
0.36719,0.11719,0.97656,2.15652,1.3913,-3.4087,24:22.7
0.38281,0.11719,0.98438,1.18261,2.08696,-2.9913,24:22.7
0.32031,0.08203,0.91406,0.97391,2.08696,-2.78261,24:22.8
0.3125,0.12109,0.96484,0.97391,1.25217,-2.64348,24:22.8
0.34375,0.11328,0.95703,-0.2087,1.73913,-2.71304,24:22.8
0.32031,0.10156,0.93359,-1.11304,1.94783,-1.87826,24:22.9
0.35938,0.01563,0.93359,-1.04348,1.3913,-1.53043,24:22.9
0.34766,0.04297,0.96094,-0.34783,0.06957,-1.11304,24:23.0
0.3125,0.03906,0.98828,0.48696,1.53043,-1.53043,24:23.0
0.41406,-0.00781,1.02344,0.41739,0.83478,-1.25217,24:23.0
0.33594,0.07031,0.89063,1.94783,3.26957,-1.73913,24:23.1
0.41406,0.05859,0.98828,1.87826,0.06957,-1.8087,24:23.1
0.28125,0.08984,0.91797,0.62609,2.57391,-0.76522,24:23.2
0.39453,0.00391,0.97266,-0.41739,3.61739,-0.55652,24:23.2
0.35547,0.03516,0.94141,1.04348,3.89565,-0.48696,24:23.3
0.375,-0.00391,0.99219,-0.34783,4.24348,0.62609,24:23.3
0.39453,-0.08984,1.01562,0.62609,4.86957,0.48696,24:23.4
0.3125,-0.12891,0.96094,2.78261,1.53043,0.55652,24:23.4
0.30469,-0.03516,0.99219,3.96522,6.12174,0.48696,24:23.4
0.33984,0.01953,0.94922,1.53043,2.85217,1.94783,24:23.5
0.35938,-0.05469,0.81641,0,4.73043,2.92174,24:23.5
0.31641,-0.05078,0.89063,1.53043,0.76522,2.50435,24:23.6
0.30859,-0.03125,0.92578,2.01739,2.92174,2.78261,24:23.6
0.37109,-0.09375,0.96484,0.90435,3.4087,3.47826,24:23.6
0.40234,-0.0625,1,2.9913,2.9913,2.57391,24:23.7
0.34375,-0.14844,0.98047,4.10435,-0.41739,2.22609,24:23.7
0.33984,0,1.02734,6.05217,0.27826,2.01739,24:23.8
0.41406,0.05859,1.03125,3.47826,2.15652,3.4087,24:23.8
0.37891,0.01953,0.94531,2.36522,4.10435,3.54783,24:23.9
0.34766,0.00781,0.95703,2.36522,4.24348,3.68696,24:23.9
0.33594,0.00391,0.97266,2.15652,3.96522,3.82609,24:23.9
0.29297,-0.05859,0.92188,0.62609,6.05217,4.03478,24:24.0
0.27344,-0.05078,0.94141,2.43478,4.38261,3.33913,24:24.0
0.31641,-0.07031,0.97266,3.13043,2.01739,2.9913,24:24.1
0.32422,0.03516,1.01562,3.54783,1.3913,2.85217,24:24.1
0.3125,0.00391,0.91406,1.73913,2.36522,3.96522,24:24.1
0.26953,-0.01953,0.96094,1.46087,1.18261,3.96522,24:24.2
0.34375,0.03125,0.99219,2.92174,1.11304,3.2,24:24.2
0.32422,-0.02344,0.97266,1.6,2.36522,3.82609,24:24.3
0.25391,-0.01563,0.95313,1.3913,4.31304,3.89565,24:24.3
0.30469,-0.00781,1.00391,2.36522,2.22609,3.33913,24:24.4
0.30469,-0.02734,0.99219,2.22609,2.9913,3.4087,24:24.4
0.37109,-0.04297,0.99609,2.9913,4.24348,3.2,24:24.5
0.28906,-0.03125,0.95313,4.24348,2.64348,3.26957,24:24.5
0.30469,0.00391,1.00781,4.45217,2.43478,2.78261,24:24.5
0.30469,0.03125,0.98828,3.54783,3.26957,3.13043,24:24.6
0.3125,0,0.96484,2.9913,4.66087,2.57391,24:24.6
0.3125,-0.03125,0.94531,3.33913,0.41739,2.64348,24:24.7
0.30469,0.02344,1.00391,3.82609,1.73913,2.78261,24:24.7
0.32031,0.06641,1.02734,3.26957,2.15652,2.78261,24:24.8
0.26172,0.00781,1.03125,3.82609,2.43478,1.94783,24:24.8
0.30859,0.03516,0.94922,3.54783,-0.41739,1.6,24:24.8
0.29688,0.04688,0.96484,2.50435,1.66957,1.46087,24:24.9
0.30859,0.16016,0.92578,2.15652,1.18261,1.3913,24:24.9
0.34375,0.02344,0.97266,-0.2087,1.6,2.29565,24:25.0
0.26563,-0.03516,0.94141,1.18261,1.18261,1.53043,24:25.0
0.35156,0.07813,1.01562,1.46087,2.29565,0.69565,24:25.0
0.28516,0.01953,0.97266,0,4.66087,0.62609,24:25.1
0.35547,0.00781,0.97656,1.94783,1.46087,0.13913,24:25.1
0.32031,0.01172,0.98047,2.29565,0.55652,0.06957,24:25.2
0.29297,0.05078,1.01562,2.57391,1.6,0.2087,24:25.2
0.39844,0.13672,1.01562,1.11304,0.76522,0.69565,24:25.3
0.32031,0.01172,0.93359,0.76522,4.93913,0.62609,24:25.3
0.33203,0.01953,0.96875,1.8087,2.08696,-0.13913,24:25.3
0.28125,0.05078,0.97656,1.11304,4.38261,0,24:25.4
0.26172,0.02734,0.95703,1.94783,1.6,-0.27826,24:25.4
0.26953,0.05469,0.96875,2.78261,2.22609,-0.69565,24:25.5
0.34766,0.08594,0.98047,1.87826,2.71304,-0.27826,24:25.5
0.33594,0.04297,0.94531,1.04348,2.78261,-0.55652,24:25.6
0.32422,0.03125,0.98828,1.11304,1.73913,-0.27826,24:25.6
0.26953,0.07422,0.97656,0.97391,2.01739,0.06957,24:25.6
0.30469,0.08203,0.96094,0.13913,1.18261,0,24:25.7
0.3125,0.01172,0.95313,0.41739,1.53043,-0.27826,24:25.7
0.28906,0.04297,0.92578,1.25217,1.11304,-0.06957,24:25.8
0.35156,0.05469,0.98438,0.83478,0.76522,0,24:25.8
0.30078,0.03906,0.95703,0.27826,2.29565,0.34783,24:25.9
0.36328,0.01953,0.98828,0.69565,2.78261,0.06957,24:25.9
0.27344,0.03516,0.94141,1.11304,1.04348,-0.06957,24:25.9
0.27734,0.05078,0.94141,1.32174,1.53043,-0.13913,24:26.0
0.36719,0.05469,0.98438,0.41739,2.08696,0.48696,24:26.0
0.32031,0.04688,0.98438,-0.41739,3.4087,0.69565,24:26.1
0.32813,0.04688,0.92578,0.2087,3.13043,0.2087,24:26.1
0.25391,0.03125,0.94531,0.27826,1.46087,0,24:26.2
0.32031,0.04688,1.01953,1.46087,1.11304,-0.27826,24:26.2
0.27734,0.09766,0.95703,-0.55652,2.64348,0.69565,24:26.2
0.36719,-0.07031,0.90625,-1.6,2.22609,0.83478,24:26.3
0.28516,0.10938,0.875,2.08696,0.55652,-0.06957,24:26.3
0.30078,0.04297,0.96875,-1.04348,1.25217,0.97391,24:26.4
0.32031,-0.03906,1.04297,0.34783,4.8,0.2087,24:26.4
0.32813,0.03906,1.01562,3.33913,4.10435,-1.18261,24:26.4
0.37109,-0.00781,0.99219,1.73913,4.45217,-0.27826,24:26.5
0.33594,0.04297,0.93359,2.43478,5.63478,-0.48696,24:26.5
0.26953,0.05859,0.96484,1.73913,3.4087,0,24:26.6
0.34766,0.17578,0.93359,1.8087,1.94783,0.2087,24:26.6
0.25,-0.03516,0.89453,-1.73913,6.95652,0.90435,24:26.7
0.25,-0.04688,0.97656,2.08696,3.33913,-0.62609,24:26.7
0.33594,0.05859,1.04688,4.10435,1.04348,-1.25217,24:26.7
0.37891,0.03516,0.98438,3.82609,-0.83478,-0.90435,24:26.8
0.3125,0.01172,0.97266,3.06087,0.55652,-1.04348,24:26.8
0.27344,0.09375,0.89844,2.9913,1.66957,-0.34783,24:26.9
0.33203,0.125,0.97266,2.9913,3.13043,-0.90435,24:26.9
0.26953,0.05078,0.92578,0.34783,3.13043,-0.34783,24:27.0
0.30469,0.03125,0.94922,0.90435,3.2,-0.34783,24:27.0
0.29688,0.03125,1.01172,1.04348,1.6,-0.48696,24:27.0
0.28906,0.02344,1.03125,0.41739,1.66957,-0.48696,24:27.1
0.30078,0.02344,0.96484,1.8087,0.97391,-0.83478,24:27.1
0.33203,0.02734,0.98828,2.43478,0.55652,-0.90435,24:27.2
0.37109,0.07422,0.94922,2.92174,-0.27826,-0.55652,24:27.2
0.26563,0.10547,0.98828,1.32174,2.50435,-0.62609,24:27.2
0.32813,0.06641,0.89844,-0.90435,5.98261,-0.97391,24:27.3
0.38672,0.04688,1.01562,0.62609,3.61739,-0.55652,24:27.3
0.29688,0.04688,0.93359,1.3913,1.53043,-1.04348,24:27.4
0.33594,0.01953,0.94531,1.46087,1.11304,-0.69565,24:27.4
0.3125,0.01563,0.94531,1.18261,2.29565,-0.76522,24:27.5
0.35156,0.09375,1.01562,0.62609,1.8087,-0.97391,24:27.5
0.375,0.06641,1.01172,-0.13913,2.57391,-0.2087,24:27.6
0.29688,0.00781,0.96875,1.87826,3.96522,-1.18261,24:27.6
0.32422,0.06641,1.01562,1.53043,3.4087,-1.32174,24:27.7
0.34766,0.02344,0.97266,0.97391,4.03478,-1.46087,24:27.7
0.30078,0.00781,0.92188,2.36522,2.50435,-1.94783,24:27.7
0.34766,0.03906,1.04688,2.9913,3.89565,-1.66957,24:27.8
0.34766,0.08594,0.98828,1.87826,3.13043,-1.11304,24:27.8
0.32422,0.09766,0.98828,1.6,4.24348,-1.32174,24:27.9
0.33203,0.05469,0.92578,1.32174,3.2,-1.32174,24:27.9
0.28516,0.125,0.96875,0.76522,3.06087,-1.46087,24:28.0
0.33203,0.07031,1.00391,-1.04348,2.22609,-0.69565,24:28.0
0.28125,0.01953,0.90625,-0.06957,3.06087,-0.62609,24:28.0
0.27344,0.05469,0.94922,0.97391,2.50435,-1.11304,24:28.1
0.35547,0.05859,1.01953,0.41739,3.2,-1.3913,24:28.1
0.27734,0.00781,0.94531,1.3913,2.85217,-1.8087,24:28.2
0.35156,0.00781,1.02734,1.73913,2.22609,-1.32174,24:28.2
0.32422,0.01172,0.91797,1.66957,3.06087,-1.11304,24:28.2
0.35547,0.07813,0.94141,1.04348,2.57391,-1.46087,24:28.3
0.32813,0.08984,0.97266,1.8087,2.57391,-1.66957,24:28.3
0.27344,0.09766,0.90234,0.83478,2.85217,-1.8087,24:28.4
0.31641,0.05859,0.93359,-0.13913,1.66957,-1.32174,24:28.4
0.28516,0.02734,0.95703,1.25217,1.73913,-1.66957,24:28.5
0.33203,0.04688,0.99219,0.97391,0.55652,-1.66957,24:28.5
0.29688,0.05859,1.01172,0.97391,0.06957,-1.8087,24:28.5
0.26172,0.00391,0.93359,-0.06957,1.8087,-1.87826,24:28.6
0.33594,0.04297,1.03516,2.85217,0.13913,-2.01739,24:28.6
0.32422,0.07031,0.94141,1.3913,-1.04348,-1.53043,24:28.7
0.45703,0.05469,1.08203,1.53043,3.82609,-0.97391,24:28.7
0.16797,0.05469,0.6875,1.6,11.8957,-1.66957,24:28.8
0.42578,0.05469,1.04297,2.15652,5.49565,-1.32174,24:28.8
0.32422,0.14063,1.02734,1.87826,7.16522,-0.97391,24:28.9
0.26953,-0.05469,0.86719,1.11304,5.56522,-1.04348,24:28.9
0.33594,-0.03125,0.91016,5.70435,3.06087,-2.50435,24:28.9
0.33594,0.16016,1.05859,3.26957,0.41739,-1.53043,24:29.0
0.25391,0.07422,0.9375,1.6,0.06957,-1.04348,24:29.0
0.31641,-0.10156,0.75781,2.78261,0,-1.11304,24:29.1
0.36719,0.14063,0.96094,2.85217,9.6,-1.53043,24:29.1
0.38281,0.16016,1.09375,0.2087,0.06957,-0.55652,24:29.2
0.35156,0.0625,0.98828,-1.53043,0.27826,-0.41739,24:29.2
0.26563,-0.07031,0.91406,3.33913,-1.46087,-1.87826,24:29.2
0.25781,0.04688,1.01953,2.43478,-2.36522,-1.11304,24:29.3
0.21484,0.08203,0.89844,2.78261,1.66957,-0.90435,24:29.3
0.32422,0.01953,0.91406,0.97391,1.46087,-0.97391,24:29.4
0.30859,0.09766,0.92578,1.3913,1.87826,-0.41739,24:29.4
0.35547,0.11719,0.97266,-1.66957,1.73913,0.27826,24:29.4
0.33984,0.07422,0.95703,-0.48696,2.36522,0.13913,24:29.5
0.30859,0.05469,0.9375,-0.41739,-0.06957,0.27826,24:29.5
0.30469,-0.01563,0.96484,1.87826,-1.18261,-1.04348,24:29.6
0.27734,-0.00781,0.99609,2.43478,-0.34783,-1.18261,24:29.6
0.38281,-0.01172,0.95313,-2.08696,4.93913,0.55652,24:29.7
0.30859,0.00391,0.98047,2.36522,1.53043,-0.55652,24:29.7
0.33203,0.07813,1.01953,2.29565,3.33913,-0.48696,24:29.7
0.33594,0.05859,1.03125,1.73913,5.77391,-1.04348,24:29.8
0.30469,0.06641,1.03516,2.01739,4.73043,-0.90435,24:29.8
0.24219,0.00391,0.98047,2.08696,6.88696,-1.11304,24:29.9
0.33203,0.02734,0.96875,4.38261,2.01739,-1.66957,24:29.9
0.32813,0.10156,0.97266,4.93913,3.54783,-1.46087,24:30.0
0.33984,0.12891,1.01172,2.29565,1.6,-0.76522,24:30.0
0.29297,0.05078,0.94922,2.22609,1.6,-0.69565,24:30.0
0.32031,0.04688,0.93359,2.15652,0.97391,-0.27826,24:30.1
0.36328,0.03906,1,1.25217,2.01739,-0.2087,24:30.1
0.33984,0.00391,0.95703,1.3913,0.97391,-0.06957,24:30.2
0.32031,0.02344,0.89063,1.32174,1.32174,-0.48696,24:30.2
0.37109,0.06641,0.91406,0.27826,-0.41739,-0.76522,24:30.3
0.38281,0.00391,0.89844,1.3913,0.2087,-0.55652,24:30.3
0.39844,0.01563,0.92188,2.29565,0.48696,-0.13913,24:30.3
0.38672,0.05469,0.94531,1.53043,0.2087,-0.34783,24:30.4
0.41016,0.11719,0.93359,-2.50435,0.62609,1.04348,24:30.4
0.37109,0,0.91016,-1.66957,1.3913,0.55652,24:30.5
0.39844,0.01563,0.91016,-0.83478,1.6,0.2087,24:30.5
0.44922,-0.00391,0.97266,-0.62609,2.85217,0.41739,24:30.6
0.34375,-0.05859,0.94141,0.55652,2.43478,-0.13913,24:30.6
0.39844,-0.05469,0.98828,3.26957,2.08696,-0.97391,24:30.6
0.42188,0.01953,0.96875,4.03478,2.22609,-1.25217,24:30.7
0.45703,0.12891,0.96875,1.6,4.93913,0.2087,24:30.7
0.40234,0.01172,0.92188,2.01739,4.38261,0,24:30.8
0.37109,0.03906,0.95313,2.9913,3.82609,-0.34783,24:30.8
0.35547,0,0.98438,3.4087,3.89565,-0.41739,24:30.9
0.31641,0.01563,0.96484,1.94783,4.86957,-0.41739,24:30.9
0.28516,0.01563,0.9375,2.57391,2.64348,-0.76522,24:30.9
0.3125,0.08203,0.93359,2.64348,0.41739,-0.62609,24:31.0
0.35938,0.06641,0.89453,1.04348,0.34783,0,24:31.0
0.35547,0.01172,0.91406,2.50435,-0.97391,0,24:31.1
0.29688,0.07031,0.94141,1.87826,-0.48696,-0.06957,24:31.1
0.3125,0.15234,0.90234,-2.36522,-0.34783,0.76522,24:31.1
0.36328,-0.01172,0.87109,-1.6,-0.41739,0.69565,24:31.2
0.32422,0.01953,0.90625,1.25217,-2.50435,0.2087,24:31.2
0.41406,0.09375,1.00391,-0.2087,0.41739,0.62609,24:31.3
0.36328,0.03125,0.92969,-0.69565,2.64348,0.69565,24:31.3
0.29688,-0.01172,0.92188,1.53043,1.87826,-0.06957,24:31.4
0.35938,0.01172,1.01172,2.57391,2.50435,0,24:31.4
0.40625,0.07031,0.98438,2.71304,4.10435,0.06957,24:31.4
0.30859,0.01953,0.93359,1.32174,5.98261,0.41739,24:31.5
0.29297,-0.05078,0.92969,3.54783,2.08696,-0.13913,24:31.5
0.26953,0.08984,0.99609,2.85217,0.27826,-0.06957,24:31.6
0.30078,0.10938,0.96875,0.34783,1.73913,0.62609,24:31.6
0.26953,0.01563,0.9375,-2.78261,1.8087,1.32174,24:31.7
0.26953,-0.08984,0.89453,0.55652,0,0.83478,24:31.7
0.30859,-0.04688,1.00781,2.92174,2.9913,-1.04348,24:31.7
0.36328,-0.03906,1.03125,5.0087,-1.3913,-1.3913,24:31.8
0.33594,0.00781,0.97266,3.82609,0.62609,-1.11304,24:31.8
0.38672,0.11328,0.97656,4.45217,1.66957,-1.46087,24:31.9
0.40625,0.19922,0.97656,2.9913,3.47826,-1.32174,24:31.9
0.35938,0.08203,0.89063,-0.48696,8.06956,-0.27826,24:32.0
0.29688,0.05469,0.91406,0.76522,1.32174,-0.55652,24:32.0
0.30078,0.01172,0.92578,1.32174,2.01739,-0.69565,24:32.0
0.29297,0.03906,0.97266,1.46087,0.90435,-1.11304,24:32.1
0.34375,0.01953,0.98047,1.46087,1.66957,-0.90435,24:32.1
0.30859,0.05078,0.94922,2.57391,1.3913,-1.25217,24:32.2
0.33203,0.03125,0.97656,2.43478,0.76522,-1.25217,24:32.2
0.36719,0.03906,0.96875,3.82609,1.04348,-1.6,24:32.3
0.35938,0.15625,0.98047,1.94783,1.25217,-0.90435,24:32.3
0.36719,0.05469,0.92578,0.34783,2.9913,-0.41739,24:32.3
0.31641,0.01563,0.98047,1.11304,3.33913,-1.04348,24:32.4
0.29297,0.07422,0.96484,1.3913,2.64348,-0.69565,24:32.4
0.33203,0.07813,0.96484,0.2087,3.33913,-0.55652,24:32.5
0.35156,0.04688,0.94531,-0.62609,3.4087,-0.55652,24:32.5
0.31641,0.07422,0.98438,0.06957,1.94783,-0.62609,24:32.5
0.35938,0.04688,0.96094,1.18261,1.8087,-0.55652,24:32.6
0.30469,0.01172,0.97266,0.83478,2.36522,-0.34783,24:32.6
0.29688,0.01563,0.94531,1.8087,1.3913,-1.04348,24:32.7
0.33203,0.03906,0.97266,2.29565,1.46087,-0.90435,24:32.7
0.33594,0.09375,0.96094,0.34783,3.13043,-0.55652,24:32.8
0.30859,0.04297,0.95313,1.25217,2.57391,-0.83478,24:32.8
0.39063,0.06641,1.00391,0.69565,3.89565,-0.62609,24:32.8
0.33203,0.10156,0.97656,0.69565,3.26957,-0.55652,24:32.9
0.30078,0.04688,0.94922,0.62609,2.01739,-0.90435,24:32.9
0.32422,0.0625,0.96094,0.62609,2.78261,-0.55652,24:33.0
0.29688,0.04297,0.96484,1.25217,0.90435,-0.90435,24:33.0
0.30859,0.01172,0.9375,1.53043,2.78261,-1.11304,24:33.1
0.33984,0.09375,0.92578,1.66957,0.48696,-0.90435,24:33.1
0.36719,0.08203,1,0.69565,1.94783,-0.76522,24:33.1
0.35547,0.05469,0.97266,0.97391,-0.06957,-0.69565,24:33.2
0.32422,0.07813,0.95313,0.76522,1.32174,-0.27826,24:33.2
0.35547,0.07813,0.96875,-1.04348,1.8087,0.13913,24:33.3
0.27734,0.01953,0.89453,-0.90435,2.64348,-0.27826,24:33.3
0.29297,0.01953,0.98438,0.97391,1.87826,-1.11304,24:33.4
0.33594,0.0625,0.98828,-0.27826,2.36522,-0.69565,24:33.4
0.29688,0.03125,0.95703,0.06957,2.78261,-0.41739,24:33.4
0.32422,0.05859,0.97266,-1.3913,2.57391,0.2087,24:33.5
0.34375,0.07813,0.97266,-0.27826,1.73913,-0.13913,24:33.5
0.35547,0.03516,0.96875,-0.97391,2.43478,0,24:33.6
0.37109,-0.01953,0.97266,1.25217,1.6,-0.97391,24:33.6
0.30859,0.00391,0.99219,1.6,2.29565,-1.25217,24:33.7
0.30859,0.04688,0.92188,0.55652,2.29565,-0.34783,24:33.7
0.37109,0.02734,0.98047,1.73913,1.53043,-0.90435,24:33.7
0.34766,-0.02734,0.93359,0.97391,4.31304,-0.62609,24:33.8
0.26953,0.05078,0.93359,2.78261,3.06087,-0.83478,24:33.8
0.29297,0.07031,0.94922,1.94783,2.92174,-0.90435,24:33.9
0.28906,0.07813,0.98828,-0.62609,1.04348,-0.48696,24:33.9
0.27344,0.03906,0.94922,-0.55652,-0.69565,-0.27826,24:34.0
0.34375,0.04688,0.97266,-0.69565,0.13913,-0.2087,24:34.0
0.29688,0.00781,0.95313,-0.76522,0.55652,-0.06957,24:34.0
0.31641,0.00781,0.96094,0,-0.90435,-0.83478,24:34.1
0.35938,0.01172,0.92969,0,-0.76522,-0.83478,24:34.1
0.52344,0.12891,1.01172,0.2087,-2.08696,-0.69565,24:34.2
0.39063,0.06641,0.98438,-2.64348,5.28696,0.27826,24:34.2
0.29688,-0.03906,0.88672,-0.48696,4.73043,-0.13913,24:34.3
0.24609,-0.12109,0.95313,2.85217,5.07826,-1.46087,24:34.3
0.31641,-0.04688,1,4.17391,4.03478,-2.08696,24:34.3
0.36328,0.00391,0.96875,3.54783,3.68696,-1.73913,24:34.4
0.3125,0.08984,0.95313,2.78261,3.47826,-1.6,24:34.4
0.30469,0.07422,0.96484,2.64348,3.26957,-1.32174,24:34.5
0.27344,0.03906,0.95703,2.01739,0.83478,-1.04348,24:34.5
0.28125,0.03125,0.95703,2.9913,0.83478,-1.32174,24:34.5
0.32422,-0.00391,0.96094,3.33913,-0.83478,-1.87826,24:34.6
0.33203,0,0.94922,4.38261,-1.11304,-2.50435,24:34.6
0.32813,0.04688,0.94141,3.82609,-1.6,-2.22609,24:34.7
0.375,0.125,0.97266,1.94783,0.34783,-0.97391,24:34.7
0.30469,0.08594,0.875,0.62609,0.34783,-0.69565,24:34.8
0.375,0.08203,0.94531,1.04348,1.6,-0.62609,24:34.8
0.39844,0.08594,1.00781,0.83478,2.64348,-0.90435,24:34.8
0.3125,0.05469,0.95313,0,3.26957,-0.34783,24:34.9
0.34375,0.01172,0.96875,0.90435,2.85217,-0.90435,24:34.9
0.32031,0.01172,0.9375,1.3913,2.85217,-1.3913,24:35.0
0.31641,0.05078,0.94531,2.57391,-0.55652,-0.90435,24:35.0
0.28125,0.03125,0.92578,4.45217,4.31304,-1.18261,24:35.1
0.35938,0.07813,0.90625,3.06087,1.3913,-0.90435,24:35.1
0.34766,0.12891,0.92188,1.32174,1.04348,-0.34783,24:35.1
0.36719,0.01563,0.92969,1.6,-0.69565,-0.69565,24:35.2
0.33203,0.07031,0.97656,1.8087,-0.27826,-0.90435,24:35.2
0.38672,0.05469,0.97266,1.11304,0.90435,-0.55652,24:35.3
0.41406,-0.00391,0.97266,2.57391,0.83478,-1.25217,24:35.3
0.39063,0.01953,0.89844,3.13043,-0.55652,-1.3913,24:35.4
0.375,0.08203,0.89844,1.94783,0.27826,-1.11304,24:35.4
0.39063,0.02344,0.89453,1.66957,2.85217,-0.90435,24:35.4
0.38672,-0.02344,1,3.54783,2.92174,-1.3913,24:35.5
0.39453,0.09766,0.9375,5.0087,1.8087,-1.53043,24:35.5
0.44141,0.07031,1.00391,1.6,3.26957,-0.69565,24:35.6
0.36328,-0.00781,0.9375,2.22609,2.29565,-1.32174,24:35.6
0.39844,0.04297,0.98828,2.57391,2.9913,-1.11304,24:35.6
0.39063,-0.01563,0.91797,2.9913,3.06087,-1.3913,24:35.7
0.4375,0.07031,0.98828,3.26957,2.08696,-1.6,24:35.7
0.32813,0.01563,0.87891,3.13043,1.25217,-1.66957,24:35.8
0.40625,0.02734,0.89844,2.64348,1.8087,-1.11304,24:35.8
0.39453,0.04297,0.92969,1.46087,-0.13913,-0.69565,24:35.9
0.41797,0.09375,0.93359,0.97391,0.41739,-0.41739,24:35.9
0.38672,0.02734,0.86719,0.2087,1.25217,0,24:35.9
0.37891,-0.00391,0.94922,1.25217,0.69565,-0.34783,24:36.0
0.39063,0.08984,0.99219,1.32174,1.32174,-0.34783,24:36.0
0.44141,0.00391,0.96094,0.90435,2.29565,-0.83478,24:36.1
0.39844,0.08594,0.98438,2.01739,3.2,-0.97391,24:36.1
0.39844,0.10156,0.92188,-0.48696,4.17391,0.06957,24:36.2
0.37891,-0.05078,0.91016,-1.32174,4.24348,0.34783,24:36.2
0.375,0.03906,0.9375,1.3913,4.5913,-0.55652,24:36.2
0.41016,0.03906,0.99609,0.76522,3.33913,-0.55652,24:36.3
0.36719,0.00391,0.91797,0.62609,3.47826,-0.41739,24:36.3
0.375,-0.03906,0.92578,1.25217,2.64348,-0.41739,24:36.4
0.34766,0.04688,0.86328,2.36522,2.57391,-0.34783,24:36.4
0.44141,-0.04688,0.99219,2.15652,2.64348,-0.41739,24:36.5
0.41797,0.07031,0.97656,3.68696,1.32174,-1.11304,24:36.5
0.41406,0.08203,0.94922,1.6,2.01739,-0.55652,24:36.5
0.48047,0.04688,1.04297,1.73913,3.89565,-0.69565,24:36.6
0.37109,0.05859,0.94922,1.46087,3.47826,0,24:36.6
0.32031,0.03906,0.94531,0.83478,4.24348,0.13913,24:36.7
0.31641,-0.05469,0.86719,0.41739,3.61739,0,24:36.7
0.3125,-0.01172,1.03516,2.36522,3.96522,-0.27826,24:36.7
0.37891,0.08203,1.05469,3.26957,2.08696,-0.83478,24:36.8
0.36328,0.05078,1.00391,0.06957,3.54783,0.06957,24:36.8
0.35547,0.02344,1.03125,1.6,0.48696,0.27826,24:36.9
0.36328,0.04297,0.93359,2.71304,1.25217,0.27826,24:36.9
0.31641,0.08203,0.91797,1.32174,2.43478,0.34783,24:37.0
0.3125,-0.03516,0.86719,-1.04348,3.26957,0.97391,24:37.0
0.30859,0.08984,0.98047,2.29565,4.03478,-0.48696,24:37.0
0.26953,0.21094,0.88672,-1.18261,3.13043,0.76522,24:37.1
0.31641,-0.12109,0.87891,-2.85217,0.90435,0.97391,24:37.1
0.26953,0.00391,0.80469,4.31304,1.3913,-0.13913,24:37.2
0.50781,0.01953,1.08984,6.33043,0.90435,-1.46087,24:37.2
0.13672,0.03516,0.83203,4.93913,0.06957,-0.83478,24:37.3
